premise,hypothesis,label,reason,votes
"""Они требовали в том числе отменить незаконно введенный на предприятии ООО """"Рус-Инжиниринг"""", которое входит в """"РусАл"""" и обслуживает СУБР, скользящий график, а также повысить оклады. Ранее компания назвала действия участников акции незаконными, в том числе потому что """"шахта является объектом повышенной опасности и нахождение в ней без специальных нарядов категорически не допускается"""". По информации алюминиевой компании, сотрудники также нарушили законодательство, так как заранее не предупредили работодателя о проведении забастовки и не согласовали ее проведение.""",Скользящий график был введен согласно закону.,not_entailment,same_target_duplicate,0
"В первом периоде преимущество было на стороне наших хоккеистов, однако вратарь хозяев играл безупречно.",В первом периоде наши хоккеисты играли лучше вратаря хозяев.,not_entailment,same_target_duplicate,1
"В отделение полиции обратился пациент больницы. Он объяснил, что вышел на несколько минут, а когда вернулся, не обнаружил в палате планшет и своего соседа. Как оказалось, пока мужчины не было, другой больной забрал планшет, связал несколько простыней и по ним сбежал через окно.",У больного украли планшет.,entailment,same_target_duplicate,0
"На заседании областного Совета при губернаторе по развитию физической культуры и спорта чиновники отметили, что прошедший год был для отрасли успешным.",В областном Совете при губернаторе прошло заседание по развитию физической культуры и спорта.,entailment,same_target_duplicate,1
"""В Сухуми взорван внедорожник, припаркованный недалеко от жилого дома по ул.Когония, сообщил """"Интерфаксу"""" начальник УВД города Гарри Аршба. По словам собеседника агентства, взрыв произошел около 12:30 в субботу. В результате взрыва никто не пострадал, так как в автомобиле никого не было.""",В Сухуми взлетел на воздух жилой дом.,not_entailment,diff_target_confirmed,2
"""Следователи ознакомили лидера националистического движения """"Русские"""" Дмитрия Демушкина с проведенными экспертизами, одна из которых заключила, что в его прошлогоднем интервью, из-за которого было возбуждено одно из уголовных дел, отсутствует элемент разжигания межнациональной розни.""",Одно из интервью националиста не разжигало межнациональную рознь.,entailment,diff_target_confirmed,2
"""По словам очевидцев, их было как минимум три. Сотрудник министерства рассказал местной газете Postimees, что сидя у себя в кабинете на первом этаже услышал стрельбу, после чего быстро закрыл двери и покинул здание через окно. """"Что там сейчас происходит, не знаю, так как не нахожусь в здании"""".""",Сотрудник министерства выбрался из здания через окно.,entailment,same_target_duplicate,1
"Однако через полчаса правоохранители задержали его. Мужчина признал вину. Рассказал, что зашел в квартиру, потому что она была открыта.",На задержание мужчины ушло полчаса.,entailment,same_target_duplicate,0
"Напомним, на него завели уголовное дело, заподозрив в халатности.",Его заподозрили в халатности.,entailment,same_target_duplicate,1
"""Астахов отметил, что в ситуации разбираются вирусологи и инфекционисты. Главная задача - локализовать распространение вируса. """"Потому что уже несколько версий существует, в том числе - что это внесенный вирус, привезенный кем-то из-за границы"""".""","Это внесенный вирус, привезенный кем-то из-за границы.",not_entailment,diff_target_confirmed,2
"Что же разместили на бампере, что на дверях, и какую проблему помогали решать таким образом?» Знатоки после минутного обсуждения предположили, что на бампере разместили подушку, а на задних дверях – матрас. Но это был неправильный ответ. Оказалось, что компания предложила размещать на переднем бампере видеокамеры, а изображения с них передавать на мониторы, установленные на задних дверях фуры.",Знатоки не догадались.,entailment,same_target_duplicate,1
"Сотни военнослужащих из Катара принимали участие в военных операциях на стороне ливийских оппозиционеров, сообщил в среду журналистам командующий Генеральным штабом катарских Вооруженных сил Хамад бен Али Аттыйя. По его словам, оппозиционеры нуждались в такой поддержке, поскольку большинство из них составляли гражданские люди, никогда не имевшие дело с военной наукой.",Сотни военослужащих Катара воевали за ливийских оппозиционеров.,entailment,diff_target_confirmed,2
"В Нижегородской области выясняют причины крупного пожара, в результате которого сгорел дом и пострадал подросток.",В Нижегородской области пострадал подросток.,entailment,diff_target_confirmed,2
"Соревнования прошли в бескомпромиссной борьбе, но в этот день случилось более знаковое событие, которое затмило все остальные.",Борьба была бескомпромиссной.,entailment,diff_target_confirmed,2
"Как рассказали «Комсомольской правде» в пресс-службе администрации города, на том участке наконец появился светофор.",Светофор установлен.,entailment,diff_target_confirmed,2
"7 января на личной странице бизнесмена в соцсети Facebook появилось сообщение, в котором говорилось, что он намерен добиваться проведения прокурорского расследования.","Предприниматель хочет, чтобы прокурор во всем разобрался.",entailment,diff_target_confirmed,3
"Техника была наготове, но приступить к расчистке дороги она не могла из-за скопившегося на ней транспорта. Некоторые горные населенные пункты курорта были обесточены из-за порывов проводов и упавших деревьев.",Скопившийся транспорт мешал расчистить дорогу.,entailment,same_target_duplicate,0
"""По мнению С.Еничери, это противоречит принципам, сформулированным в Коране. """"Дед Мороз прибирается в дома через окна или дымоходы. Если бы он был честным человеком, то проходил бы через двери, так как у нас так принято"""", - отметил имам.""","По мнению имама, поведение Деда Мороза противоречит принципам Корана.",entailment,same_target_duplicate,0
"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция продолжаться не будет.,entailment,same_target_duplicate,1
"Пострадавший пробирался между вагонами состава, когда поезд начал движение.",Пострадавший пробирался между вагонами поезда.,entailment,same_target_duplicate,1
"Я бы дал деньги на командировки, потому что спортивный журналист здесь сидеть не должен, он должен ездить.","Спортивный журналист должен ездить, а не сидеть.",entailment,diff_target_confirmed,2
"""""""В настоящее время есть видеозаписи, где видно, что я сопротивление полиции не оказывал и вообще мое задержание проводили совсем другие люди, а не те сотрудники ОВД Измайлово, которым сказали написать рапорт и затем допросили в суде"""", - сказал он. Накануне в суде Навальный отрицал свою вину. """"Я пытался пройти к метро """"Кузнецкий мост"""", так как вход в метро """"Чистые пруды"""" был перегружен, а нас было много"""".""",Навальный был виновен.,not_entailment,same_target_duplicate,0
"Как сообщает Государственная инспекция труда, водитель подготавливал дежурный автомобиль.",Шофер готовил дежурный автомобиль.,entailment,diff_target_confirmed,2
"В пресс-службе ведомства сообщили, что в течение декады в муниципалитетах пройдут профилактические мероприятия.",Десять дней в муниципалитетах будут идти профилактические мероприятия.,entailment,same_target_duplicate,2
"""17:50. В толпе машут букетиками белых цветов. 17:48. Теперь из кузова фургона выступает Андрей Нечаев, защитник Белого дома и министр в кабинете Егора Гайдара. """"Мы сами отдали свободу, потому что расслабились"""", - признает он.""",У Андрея Нечаева был букет из белых цветов.,not_entailment,same_target_duplicate,1
"Коррекция высоты орбиты проводиться не будет, поскольку объект не представляет угрозы станции.",Объект не угрожает станции.,entailment,diff_target_confirmed,2
"Как сообщила в понедельник газета Daily Telegraph, ожидается, что во вторник законопроект будет отправлен на окончательное согласование в нижнюю палату парламента. Никаких препятствий на пути к окончательному принятию законопроект не должен встретить, поскольку ранее палата общин уже одобрила его первоначальную версию подавляющим большинством голосов.",Газета рассказала о тёмном прошлом законопроекта.,not_entailment,diff_target_confirmed,2
"Третий месяц зимы тоже не готовит особых климатических сюрпризов. Среднемесячная температура и количество осадков будет соответствовать традиционным для нашего региона значениям. Весна ожидается ранней, но может продлиться дольше обычного.",Весна продлится дольше обычного.,not_entailment,diff_target_confirmed,2
"""Целый оружейный арсенал, на который вышли полицейские, вывел на след предполагаемых убийц.""",Полицейские организовали арсенал.,not_entailment,diff_target_confirmed,2
"В отделение полиции обратился пациент больницы. Он объяснил, что вышел на несколько минут, а когда вернулся, не обнаружил в палате планшет и своего соседа. Как оказалось, пока мужчины не было, другой больной забрал планшет, связал несколько простыней и по ним сбежал через окно.",Больной украл планшет соседа и сбежал через окно.,entailment,same_target_duplicate,0
"""Как сообщалось, 15 шахтеров в понедельник 3 сентября отработали положенную смену - с 08:00 до 16:00, а по окончании смены не поднялись с горизонта минус 860 метров. Они требовали в том числе отменить незаконно введенный на предприятии ООО """"Рус-Инжиниринг"""", которое входит в """"РусАл"""" и обслуживает СУБР, скользящий график, а также повысить оклады. Ранее компания назвала действия участников акции незаконными, в том числе потому что """"шахта является объектом повышенной опасности и нахождение в ней без специальных нарядов категорически не допускается"""".""",Шахтеры протестуют в шахте.,entailment,same_target_duplicate,1
"По данным следствия, в июне прошлого года в подъезде одного из домов по улице Отрадной обвиняемый избил свою бывшую супругу и сломал ей палец.",Обвиняемый сломал руку бывшей супруге.,not_entailment,diff_target_confirmed,3
"Такие победы просто так не даются. У нас уже не было выбора, мы выходили с одной целью, с одной задачей – выиграть.",Мы выиграли.,entailment,same_target_duplicate,1
"Теперь об отсутствии таблички напоминают только куски осыпавшейся побелки на полу. – Им пришлось исправить, подбелить стену по краям, – отмечают в музее. – Потому что вырывали «с мясом», была дыра.",На полу музея - побелка.,entailment,diff_target_confirmed,2
"Фотографии процесса демонтажа уже появились в социальных сетях, и, комментируя их, горожане спрашивают: что же будет построено на этом месте?",Предыдущее строение на этом месте демонтируют.,entailment,same_target_duplicate,1
"В воскресенье в Липецкой области потеплеет, сообщают синоптики.",Синоптики обещали потепление.,entailment,diff_target_confirmed,2
"О насилии жертва сообщила врачам, когда ей исполнилось 16 лет. Но норвежские медики не имели права передавать эту информацию в полицию или родителям, поскольку формально девочка уже считалась совершеннолетней.","Девочка ждала до 16 лет, чтобы сообщить о насилии.",entailment,same_target_duplicate,1
"Деревянный черенок от метлы стал причиной преступления, которое унесло жизнь пенсионера.",Черенок от метлы унес жизнь пенсионера.,not_entailment,diff_target_confirmed,3
"Водитель успел выскочить из автобуса, который начал медленно тонуть. Помочь ему в этот момент было некому. Владельцу оставалось только с грустью наблюдать, как тонет его имущество.",Водитель выпрыгнул из горящего автобуса.,not_entailment,same_target_duplicate,1
"В регионе будут колебания атмосферного давления, которые спровоцируют головные боли и боли в области сердца.",Метеозависимым в регионе придется несладко.,entailment,diff_target_confirmed,2
"Задать свой вопрос или оставить жалобу смогут все желающие, рассказали «Комсомольской правде»-Красноярск в городской администрации.",Желающих жаловаться будет много.,not_entailment,diff_target_confirmed,2
"Во время праздничной церемонии в муниципалитете он заявил, что главными задачи для него является максимальное использование всех возможностей в области предпринимательства и экономического развития.",Он сделал заявление по окончании праздничной церемонии.,not_entailment,diff_target_confirmed,2
"Как сообщили «Комсомольской правде» в пресс-службе музея, выставка получила название «Добрые друзья детства».",Выставке придумали название.,entailment,same_target_duplicate,1
"Ураганный шквал, который обрушился в среду на город, попортил нервы северянам.",Шквал расстроил северян.,entailment,same_target_duplicate,1
"В аналогичном опросе, проведенном в марте 2010 г., за новую дисциплину высказалось 63% респондентов. В ноябре правительство утвердило план эксперимента, предусматривавшего преподавание основ религий и светской этики в 19 субъектах федерации. Осенью прошлого года Московский патриархат высказался за преподавание религиозных дисциплин не только в четвертом и пятом классах, но и на всех этапах школьного обучения, поскольку двух полугодий для усвоения материала недостаточно.",В прошлом году Московский патриархат высказался за преподавание религиозных дисциплин на всех этапах школьного обучения.,entailment,same_target_duplicate,1
"Власти Москвы планируют выйти на бездефицитный бюджет через пять лет, сообщается в материалах департамента финансов Москвы, представленными заммэра города Андреем Шароновым на пресс-конференции. Согласно прогнозу, в 2016 г. профицит бюджета столицы составит 15,5 млрд рублей.",Через пять лет у Москвы точно будет бездефицитный бюджет.,not_entailment,same_target_duplicate,0
"Они не знают обидчиков. - По словам потерпевших, накануне около четырех часов дня на них напали трое неизвестных подростков и избили. По данному факту проводится проверка, - рассказывает источник в правоохранительных органах.","Потерпевшие уверяют, что нападавших было трое.",entailment,same_target_duplicate,1
"""""""Пишу сюда, потому что надоело отвечать одно и то же: никто ко мне не обращался"""".""",Я отвечаю одно и то же.,entailment,same_target_duplicate,0
"Аркадий завоевал медаль за профессионализм в компетенции «Гостиничный сервис (ресепшн)». — Необходимо было выстроить приоритеты: какую задачу решать первой, какую — последней. Это было очень тяжело, но и очень интересно, потому что ситуации по легенде были максимально приближены к жизни.",Аркадий получил медаль за работу на ресепшн.,entailment,same_target_duplicate,1
Учредителем центра стала Государственная канцелярия.,Государственная канцелярия выступила перед учредителем.,not_entailment,diff_target_confirmed,2
"Об этом вечером во вторник, 17 января, сообщила пресс-служба Спасательного департамента, отметив, что немецкую противотанковую мину Tellermine 42 обнаружили в на улице Кеэвисе в ходе земляных работ. Спасатели эвакуировали жителей окрестных домов, офисов и складских помещений. Уничтожать мину на месте не стали, поскольку это угрожало повреждению трассы трубопровода.",В ходе земляных работ нашли воду.,not_entailment,diff_target_confirmed,2
"Работа личного состава будет усилена, наших сотрудников не отпускают в эти дни в отпуск, - отметил спикер.","По словам спикера, в эти дни личный состав отправится на отдых.",not_entailment,same_target_duplicate,1
"Разозлившись, хозяин квартиры схватил нож и ударил им гостя в грудь и живот. От травм мужчина скончался на месте. Предприимчивый мужчина решил спрятать труп убитого, поэтому он его расчленил и прикрыл одеялом.",Хозяин квартиры убил гостя ножом и одеялом.,not_entailment,same_target_duplicate,2
"""""""Система аккредитации - это ключевой инструмент допуска на рынок. Мы сейчас готовим закон об аккредитации, который весной хотим внести в Госдуму"""", - сказала она. """"Этот закон очень важен, потому что он будет предусматривать переход на международные стандарты аккредитации"""", - сказала она.""",Она ждет весну.,entailment,diff_target_confirmed,2
"Он был уверен, что в процессе был допущен ряд процедурных нарушений.",Он был уверен в процессе.,not_entailment,same_target_duplicate,2
"Трое молодых людей, из числа ранее судимых, совершили 23 кражи из гаражей и дачных участков. Вначале, они при помощи топора разобрали крышу пристроя к магазину поселка Железнодорожный, проникли на склад продуктов и собрались вынести бутылки с пивом и подсолнечным маслом, несколько пачек пряников, печенье, вермишель и наборы карамели. Однако увести награбленное они не смогли, так как их спугнула охрана.",Четверых преступников спугнула охрана.,not_entailment,diff_target_confirmed,2
"Так как у мужчины не было постоянного заработка, ему пришлось взять кредит в банке.",Мужчина взял кредит в банке.,entailment,diff_target_confirmed,2
"""Совет директоров состоялся, он прошел в заочной форме, но протокол пока не подписан, заявил """"Интерфаксу"""" в пятницу вечером президент ОСК Роман Троценко. В акционерных обществах с госучастием остались еще два высокопоставленных чиновника. Правда, их позицию легко объяснить, поскольку независимых председателей в этих компаниях представить сложно.""",Совет директоров только что начался.,not_entailment,same_target_duplicate,0
"В среду, 9 ноября, глава ведомства Александр Нерадько сказал журналистам, что Росавиация готова отложить принятие решение об аннулировании лицензии дискаунтера на три месяца.",Росавиация спешит с аннулированием лицензии дискаунтера.,not_entailment,same_target_duplicate,1
"Мужчина, который ранее не раз был судим, на улице напал на подростка.",Мужчину уже судили за нападение на подростка.,not_entailment,same_target_duplicate,1
"Соотношение скорости встречного автомобиля и его машины… От этого получился сильный удар. Если кто-то читал когда-то физику, то думаю, люди поймут. Звонит очень много людей на его номер и на мой, кто знает.",Мне звонит много людей.,entailment,same_target_duplicate,1
"""Она до сих пор остается единственным человеком, у которого есть к нему доступ. Мне кажется, это человек, чья репутация абсолютно безупречна, гарантированна, никто не посмеет ее упрекнуть в каких-нибудь злоупотреблениях"""", - указал, в свою очередь Пархоменко в интервью телеканалу """"Дождь"""". Он отметил с иронией, что был бы рад, если бы эта проверка привела к судебному разбирательству, так как тогда бы пришлось вызвать в суд всех, кто переводил деньги, а таковых, по его словам, сотни тысяч человек.""",Ее трудно упрекнуть в злоупотреблениях.,entailment,same_target_duplicate,1
"Сделали горку для ребятишек, каток. Но залить своими силами смогли только горку. Никто не хочет помочь нам заливать, а ведь мы стараемся сделать хоть что-то.",Залить горку своими силами не получилось.,not_entailment,diff_target_confirmed,2
"""Изменения в структуре МВД происходят непросто, но альтернативы им нет, заявил президент России Дмитрий Медведев на встрече с личным составом отдела МВД по Академическому району Москвы в связи с профессиональным праздником сотрудников органов внутренних дел. """"МВД должно быть эффективным, мобильным, сильным ведомством, не расхлябанным, а способным решать задачи, которые стоят во всем мире перед правоохранительными структурами, полицией, другими службами МВД"""", - подчеркнул президент. """"Я уверен, что у нас все получится, потому что преобразования назрели"""", - сказал он.""","Медведев верит, что преобразования назрели.",entailment,same_target_duplicate,0
"Он сообщил, что после митинга были задержаны, как минимум, четыре человека. Среди них член КПРФ и помощник депутата Госдумы. Как сообщили агентству в пресс-службе правительства Самарской области, уведомление, поданное организаторами митинга, не было рассмотрено, так как было составлено с ошибками.",Организаторы митинга допустили ошибки в уведомлении.,entailment,same_target_duplicate,0
"Как сообщила в понедельник газета Daily Telegraph, ожидается, что во вторник законопроект будет отправлен на окончательное согласование в нижнюю палату парламента. Никаких препятствий на пути к окончательному принятию законопроект не должен встретить, поскольку ранее палата общин уже одобрила его первоначальную версию подавляющим большинством голосов.",Daily Telegraph рассказала о предстоящей судьбе законопроекта.,entailment,same_target_duplicate,1
"Мужчина сообщил, что к краже может быть причастна его собственная дочь, у которой был доступ к ключам от сейфа.",К краже причастна дочь мужчины.,not_entailment,diff_target_confirmed,2
"Со страницы его друга в социальной сети пришло сообщение с просьбой перевести пять тысяч рублей. Отзывчивый приятель выполнил просьбу, а потом перезвонил, чтобы поинтересоваться, как дела у попавшего в беду. Тот заверил, что понятия не имеет, о каких деньгах идёт речь.",Отзывчивость обошлась приятелю в пять тысяч рублей.,entailment,same_target_duplicate,0
"Картер заявил, что успешность своей политики российский лидер определяет по степени дискомфорта, который он якобы создает в остальном мире.",Картер высказался о мерках успеха в экономической политике.,not_entailment,same_target_duplicate,0
"Как считают следователи, в течение трех лет она специально указывала в налоговой декларации цифры, которые были значительно ниже реальных.",Три года она фальсифицировала налоговые декларации.,entailment,diff_target_confirmed,2
"В сентябре утвердили схему размещения щитов, по которым пройдут электронные торги.",Схема размещения щитов утвержена.,entailment,same_target_duplicate,2
"""Миноритарий банка Алексей Навальный заявил тогда, что покупка буровых установок была совершена по завышенной цене и через офшор, собственники или бенефициары которого не известны. """"Я не понимаю, почему весь набсовет ничего не делает (чтобы расследовать сделку). Вы пособники этой кражи, потому что вы получаете деньги, чтобы защищать наши интересы"""".""",Навальный обвинил наблюдательный совет в бездействии.,entailment,diff_target_confirmed,3
"""Его кандидатуру предложил губернатор Тульской области Владимир Груздев, Медведев ее поддержал. """"Михаил Анатольевич, вы как к этой идее относитесь? Потому что на такие позиции нельзя приходить просто потому, что тебя назвали в присутствии президента"""".""",Медведев и Груздев сошлись во мнении относительно кандидатуры.,entailment,same_target_duplicate,1
"Преступная группа, осужденная этим летом, смогла вывести из Фонда более миллиарда рублей. 4 августа суд приговорил фигурантов данного дела к срокам от трех до шести с половиной лет лишения свободы. Процесс проходил в особом порядке, поскольку все подсудимые признали свою вину.",Все подсудимые признали себя виновными.,entailment,same_target_duplicate,1
"""Выйдя за территорию митинга, я с удивлением обнаружил, что, несмотря на то, что начался он всего 40 минут назад, многие уже расходятся - поток людей уверенно двигался вдоль Кутузовского проспекта в сторону станции """"Парк Победы"""", которая, к слову, была до завершения мероприятия закрыта на вход. Впечатлениями от митинга пришедшие делились неохотно. Одна женщина с георгиевской ленточкой сообщила, что ей все понравилось, поскольку """"был чай"""".""",Народ уверенно сходился на митинг.,not_entailment,same_target_duplicate,0
"""В начале недели московский межрегиональный транспортный прокурор Владимир Тюльков рассказал """"Интерфаксу"""", что на данный момент зафиксировано около 70-ти случаев ослепления пилотов лазерными указками. Но по его мнению сложность этой ситуации связана в частности с отсутствием нормативной базы по противодействию вышеуказанным проявлениям, поскольку лазерные указки продаются свободно.""","Нормативной базы, способной защитить пилотов от лазерной указки, пока нет.",entailment,same_target_duplicate,0
"Многочисленные коробки с бутылками выносят с торговых точек, разоблачая разные преступления. В отдельных случаях, продавцы попадаются на том, что у товара – поддельные акцизы. Бывает, что сама продукция является явно небезопасной.",Коробки с бутылками разоблачают преступления.,not_entailment,diff_target_confirmed,2
"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",У меня не осталось даже футбола.,not_entailment,same_target_duplicate,0
"Как сообщают в социальных сетях местные жители, на свет появилось одноглазое животное, напоминающее циклопа.",Одноглазое животное самозародилось в соцсетях.,not_entailment,same_target_duplicate,0
"Они искали места, где незаконно продают выпивку.",Они искали места незаконной продажи сигарет.,not_entailment,diff_target_confirmed,2
"Мужчина окунулся в бассейн, где у него прихватило сердце.",В бассейне у мужчины стало плохо с сердцем.,entailment,diff_target_confirmed,3
"""Есть еще нерешительная пара  -  экскурсовод и повар придорожного кафе, которым достается сюжет Пиросмани про миллион алых роз. Ну, и, наконец, героиня Анны Михалковой, без промаху продолжающая найденную ранее и успешно продолженную актрисой  в """"Кококо"""" комедийную расшифровку своего таланта. В """"Любви с акцентом"""" она бесстрашно отправляется в """"отпуск по зачатию"""", потому что дома уже совсем не получается.""",Экскурсовод и повар придорожного кафе не особо решительны.,entailment,same_target_duplicate,1
"Все это может привести к осложнению оперативной обстановки на автомагистралях, которые проходят через Смоленскую область.","На автомагистралях, проходящих через Смоленскую область, сейчас сложная оперативная обстановка.",not_entailment,same_target_duplicate,1
"Удар пришелся в грудную клетку. Женщина сама вызвала мужу скорую и полицию. Мужчину госпитализировали, но медики не смогли спасти ему жизнь.",Медики  спасли мужчине жизнь.,not_entailment,same_target_duplicate,3
"Ежедневно в плотины поступает всё больше и больше воды, что не может не радовать.","Вчера в плотины поступало не так много воды, как сегодня.",entailment,same_target_duplicate,2
"""О какой именно авиабазе идет речь, собеседник агентства не уточнил. Между тем посольство РФ в Кабуле не располагает информацией о том, что опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным. Пресс-атташе российской дипмиссии Степан Аникеев заявил, что посольство не намерено самостоятельно обращаться к афганским властям или командованию МССБ за разъяснениями относительно этого инцидента. """"Мы точно не будем этого делать, потому что это — частная компания, и это ее дело"""".""",Опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным.,not_entailment,same_target_duplicate,2
"Модельер не явился за заседание суда, чтобы избежать встречи с журналистами и не попасть в объективы камер. Адвокаты обвиняемого ранее заявили о том, что Гальяно потерял над собой контроль из-за злоупотребления алкоголем и поэтому нагрубил посетителям. Один из адвокатов сказал, что его подзащитный не помнит, что происходило в баре, так как он был болен.",Гальяно отсутствовал на заседании суда.,entailment,diff_target_confirmed,2
