idx_a,idx_b,cos_sim,label_a,label_b,premise_a,hypothesis_a,premise_b,hypothesis_b,votes_a,votes_b,flagged_cleanlab_a,flagged_datamaps_a,flagged_ds2_a,flagged_cleanlab_b,flagged_datamaps_b,flagged_ds2_b,action,levenshtein
52,1056,0.9916,entailment,not_entailment,"""Астахов отметил, что в ситуации разбираются вирусологи и инфекционисты. Главная задача - локализовать распространение вируса. """"Потому что уже несколько версий существует, в том числе - что это внесенный вирус, привезенный кем-то из-за границы"""".""","Астахов отметил версии, существующие относительно вируса.","""Астахов отметил, что в ситуации разбираются вирусологи и инфекционисты. Главная задача - локализовать распространение вируса. """"Потому что уже несколько версий существует, в том числе - что это внесенный вирус, привезенный кем-то из-за границы"""".""","Это внесенный вирус, привезенный кем-то из-за границы.",0,2,False,False,False,True,True,False,removed_b,46
1193,1592,0.9916,entailment,not_entailment,"В аналогичном опросе, проведенном в марте 2010 г., за новую дисциплину высказалось 63% респондентов. В ноябре правительство утвердило план эксперимента, предусматривавшего преподавание основ религий и светской этики в 19 субъектах федерации. Осенью прошлого года Московский патриархат высказался за преподавание религиозных дисциплин не только в четвертом и пятом классах, но и на всех этапах школьного обучения, поскольку двух полугодий для усвоения материала недостаточно.","63% опрошенных хотят, чтобы в школе преподавали основы религий и светской этики.","В аналогичном опросе, проведенном в марте 2010 г., за новую дисциплину высказалось 63% респондентов. В ноябре правительство утвердило план эксперимента, предусматривавшего преподавание основ религий и светской этики в 19 субъектах федерации. Осенью прошлого года Московский патриархат высказался за преподавание религиозных дисциплин не только в четвертом и пятом классах, но и на всех этапах школьного обучения, поскольку двух полугодий для усвоения материала недостаточно.",В прошлом году Московский патриархат преподавал религиозные дисциплины на всех этапах школьного обучения.,0,1,False,False,False,True,False,False,kept,76
552,2210,0.9916,entailment,not_entailment,"В Сомали в прошлом году было потрачено 120 млн. долларов, и мы кормили  более 1 млн. человек, так как там происходили и конфликты, и стихийные бедствия.",Мы кормили людей в Сомали.,"В Сомали в прошлом году было потрачено 120 млн. долларов, и мы кормили  более 1 млн. человек, так как там происходили и конфликты, и стихийные бедствия.",Мы ездили в Сомали в прошлом году.,0,2,False,False,False,True,True,False,removed_b,22
1652,2202,0.9915,entailment,not_entailment,"У троих участников драки диагностированы различные травмы. Что интересно, в полиции все они заявили, что претензий друг к другу не имеют.",Участники драки остались довольны друг другом.,"У троих участников драки диагностированы различные травмы. Что интересно, в полиции все они заявили, что претензий друг к другу не имеют.",Участники драки недовольны друг другом.,2,0,True,True,False,False,False,False,removed_a,9
967,1613,0.9915,entailment,not_entailment,"Женщина попросила личным заявлением освободить ее от должности главы министерства государственного имущества республики по собственному желанию, что и было сделано в течении нескольких минут.",Женщина написала заявление об уходе.,"Женщина попросила личным заявлением освободить ее от должности главы министерства государственного имущества республики по собственному желанию, что и было сделано в течении нескольких минут.",Женщина ушла без заявления.,1,0,True,False,False,False,False,False,kept,18
1282,1369,0.9915,entailment,not_entailment,"Он сообщил, что после митинга были задержаны, как минимум, четыре человека. Среди них член КПРФ и помощник депутата Госдумы. Как сообщили агентству в пресс-службе правительства Самарской области, уведомление, поданное организаторами митинга, не было рассмотрено, так как было составлено с ошибками.",Организаторы митинга допустили ошибки в уведомлении.,"Он сообщил, что после митинга были задержаны, как минимум, четыре человека. Среди них член КПРФ и помощник депутата Госдумы. Как сообщили агентству в пресс-службе правительства Самарской области, уведомление, поданное организаторами митинга, не было рассмотрено, так как было составлено с ошибками.",Митинг продолжается.,0,0,False,False,False,False,False,False,kept,41
221,676,0.9914,not_entailment,entailment,"""""""Это решение можно было принять и раньше. Однако о возможности перемен говорили уже давно - это было ожидаемо"""", - сказала Смородская в интервью корреспонденту пресс-центра Министерства спорта РФ. """"На мой взгляд, это движение в правильном направлении, так как оно приводит к здоровой конкуренции"""".""",Смородская осуждает выбранное направление движения.,"""""""Это решение можно было принять и раньше. Однако о возможности перемен говорили уже давно - это было ожидаемо"""", - сказала Смородская в интервью корреспонденту пресс-центра Министерства спорта РФ. """"На мой взгляд, это движение в правильном направлении, так как оно приводит к здоровой конкуренции"""".""",Смородская одобряет выбранное направление движения.,1,1,True,False,False,True,False,False,kept,5
448,1451,0.9913,entailment,not_entailment,"Съезд является важным политическим событием в жизни страны. Наши делегаты получили прекрасную возможность высказать свою позицию. Они поделились опытом работы своих первичных отделений, выказали предложения по усовершенствованию нормативно-правовой базы во всех сферах, задали вопросы руководителям министерств,  ведомств,  модераторам площадок.",Наши делегаты поделились опытом работы своих первичных отделений.,"Съезд является важным политическим событием в жизни страны. Наши делегаты получили прекрасную возможность высказать свою позицию. Они поделились опытом работы своих первичных отделений, выказали предложения по усовершенствованию нормативно-правовой базы во всех сферах, задали вопросы руководителям министерств,  ведомств,  модераторам площадок.",Наши делегаты усовершенствовали нормативно-правовую базу во всех сферах.,1,2,False,False,True,True,False,True,removed_b,46
1084,1238,0.9912,entailment,not_entailment,"Трое молодых людей, из числа ранее судимых, совершили 23 кражи из гаражей и дачных участков. Вначале, они при помощи топора разобрали крышу пристроя к магазину поселка Железнодорожный, проникли на склад продуктов и собрались вынести бутылки с пивом и подсолнечным маслом, несколько пачек пряников, печенье, вермишель и наборы карамели. Однако увести награбленное они не смогли, так как их спугнула охрана.",Воры не сумели унести карамель и вермишель.,"Трое молодых людей, из числа ранее судимых, совершили 23 кражи из гаражей и дачных участков. Вначале, они при помощи топора разобрали крышу пристроя к магазину поселка Железнодорожный, проникли на склад продуктов и собрались вынести бутылки с пивом и подсолнечным маслом, несколько пачек пряников, печенье, вермишель и наборы карамели. Однако увести награбленное они не смогли, так как их спугнула охрана.",Четверых преступников спугнула охрана.,0,2,False,False,False,True,True,False,removed_b,36
1590,2303,0.9912,entailment,not_entailment,"В квартире на 2 этаже находился 70-летний хозяин, когда неожиданно раздался громкий хлопок и погас свет. Оказавшись на кухне, мужчина увидел огонь. После попытки самостоятельно потушить пламя хозяин попытался выйти наружу, потому что из-за дыма стало нечем дышать.",Из-за дыма стало трудно дышать.,"В квартире на 2 этаже находился 70-летний хозяин, когда неожиданно раздался громкий хлопок и погас свет. Оказавшись на кухне, мужчина увидел огонь. После попытки самостоятельно потушить пламя хозяин попытался выйти наружу, потому что из-за дыма стало нечем дышать.",На кухне сушился хлопок.,1,2,False,False,True,True,False,True,removed_b,26
1462,2125,0.9912,entailment,not_entailment,"""""""Знакомы ли Вы со своими новыми коллегами – Никитиным, Яблонским, Аветисяном?"""" - """"Да, со всем директорами мы пообщались, и, на мой взгляд, мы очень хорошо друг друга дополняем. Я вам честно скажу, что я бы не смог собрать команду лучше, потому что это тот случай, когда достоинства одних покрывают недостатки других"""".""",Команду лучше собрать трудно.,"""""""Знакомы ли Вы со своими новыми коллегами – Никитиным, Яблонским, Аветисяном?"""" - """"Да, со всем директорами мы пообщались, и, на мой взгляд, мы очень хорошо друг друга дополняем. Я вам честно скажу, что я бы не смог собрать команду лучше, потому что это тот случай, когда достоинства одних покрывают недостатки других"""".""",Команду лучше можно собрать где угодно.,0,1,False,False,False,True,False,False,kept,12
133,218,0.9912,not_entailment,entailment,"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция продолжится.,"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция стала слишком опасной.,0,1,False,False,False,False,False,True,kept,19
1160,2143,0.9912,not_entailment,entailment,"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",Она не перестала таскать меня на светские мероприятия.,"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",Футбол у меня остался.,0,1,False,False,False,True,False,False,kept,42
673,2254,0.9912,not_entailment,entailment,"""Он добавил, что машины, стоящие в заторах с включенными двигателями, наносят колоссальный ущерб экологии. В результате, по его словам, многие инвесторы начинают обходить стороной город, где невозможно в разумное время проехать из одного конца в другой. Таким образом, по его словам, складывается """"тревожная тенденция"""", так как через несколько лет могут произойти неприятные последствия инвестиционного спада, которые могут повлечь снижение личных доходов жителей города и сокращение доходов бюджета.""",Экологическая обстановка от пробок только улучшается.,"""Он добавил, что машины, стоящие в заторах с включенными двигателями, наносят колоссальный ущерб экологии. В результате, по его словам, многие инвесторы начинают обходить стороной город, где невозможно в разумное время проехать из одного конца в другой. Таким образом, по его словам, складывается """"тревожная тенденция"""", так как через несколько лет могут произойти неприятные последствия инвестиционного спада, которые могут повлечь снижение личных доходов жителей города и сокращение доходов бюджета.""",Пробки в городе отпугивают инвесторов.,0,1,False,False,False,True,False,False,kept,42
1533,1672,0.9912,not_entailment,entailment,"Так что никто из ребятни не пострадал. Сам пожар случился из-за неисправной проводки. Сам автобус потушили, и огонь не успел перекинуться на топливный бак.",Автобус догорел.,"Так что никто из ребятни не пострадал. Сам пожар случился из-за неисправной проводки. Сам автобус потушили, и огонь не успел перекинуться на топливный бак.",В автобусе была неисправна проводка.,1,1,False,False,True,False,False,True,kept,26
825,1904,0.9911,not_entailment,entailment,"Подозреваемый признал вину и пояснил, что в ту ночь им с приятелем очень хотелось выпить. Поэтому они направились в круглосуточный магазин. Но продавец отказалась продать им пиво, так как было слишком поздно.",Пиво им с приятелем продали втридорога.,"Подозреваемый признал вину и пояснил, что в ту ночь им с приятелем очень хотелось выпить. Поэтому они направились в круглосуточный магазин. Но продавец отказалась продать им пиво, так как было слишком поздно.",Пиво им с приятелем продавать не хотели.,0,1,False,False,False,True,False,False,kept,13
76,1176,0.991,not_entailment,entailment,"""Как рассказали """"Комсомольской правде"""" в пресс-службе комитета культуры южной столицы Псковской области, все трое учатся в Образцовом художественном коллективе Театра детской песни """"Летний дождь"""".""",Все трое учатся в интернате.,"""Как рассказали """"Комсомольской правде"""" в пресс-службе комитета культуры южной столицы Псковской области, все трое учатся в Образцовом художественном коллективе Театра детской песни """"Летний дождь"""".""",Все трое учатся в образцовом художественном коллективе.,1,1,False,False,True,False,False,True,kept,31
38,847,0.9909,not_entailment,entailment,"Однако тот попытался нанести одному из хоругвеносцев удар, и был задержан полицией. Православные активисты не пускают людей с белыми лентами оппозиции к входу в Храм Христа Спасителя. Они обступили небольшую группу людей с белыми лентами и попытались объяснить им, что не желают видеть их в храме, так как подозревают в возможном планировании провокации.",Православные активисты приглашают людей с белыми лентами оппозиции в Храм Христа Спасителя.,"Однако тот попытался нанести одному из хоругвеносцев удар, и был задержан полицией. Православные активисты не пускают людей с белыми лентами оппозиции к входу в Храм Христа Спасителя. Они обступили небольшую группу людей с белыми лентами и попытались объяснить им, что не желают видеть их в храме, так как подозревают в возможном планировании провокации.",Человек пытался ударить хоругвеносца и был задержан.,1,0,True,False,False,False,False,False,kept,73
59,1420,0.9909,entailment,not_entailment,"Прошу подойти ответственно к этому вопросу. Поставить галочку и забыть — не выйдет. Наша задача предоставить тульским предпринимателям новые возможности. Что губернатор сказал про медицину, читайте здесь.",Вопрос требует ответственного подхода.,"Прошу подойти ответственно к этому вопросу. Поставить галочку и забыть — не выйдет. Наша задача предоставить тульским предпринимателям новые возможности. Что губернатор сказал про медицину, читайте здесь.",Прошу поставить галочку и забыть.,2,2,True,False,True,True,True,False,removed_both,32
1317,2143,0.9909,not_entailment,entailment,"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",У меня не осталось даже футбола.,"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",Футбол у меня остался.,0,1,False,False,False,True,False,False,kept,26
460,2209,0.9909,not_entailment,entailment,"Специалисты трудовой инспекции провели внеплановую проверку на заводе и выяснили, что предприятие действительно имеет большие долги по зарплате.",Долги завода по зарплате незначительны.,"Специалисты трудовой инспекции провели внеплановую проверку на заводе и выяснили, что предприятие действительно имеет большие долги по зарплате.",Завод не полностью выплатил зарплату.,0,2,False,False,False,True,True,False,removed_b,31
209,2028,0.9909,not_entailment,entailment,"""Представители России реагировали на резолюцию с недоумением и возмущением. """"Это решение (принятие подобной резолюции – ИФ) является вопиющим фактом вмешательства во внутренние дела РФ и попыткой дестабилизировать общественно-политическую ситуацию в нашей стране, не основанной на реальном знании фактов. Попыткой, граничащей с провокацией, поскольку парламентарии не могли не предвидеть реакцию российского общества на подобные действия, оскорбительные для любого суверенного государства"""", - говорилось, например, в заявлении Общественной палаты.""",Обшественная палата отозвала заявление.,"""Представители России реагировали на резолюцию с недоумением и возмущением. """"Это решение (принятие подобной резолюции – ИФ) является вопиющим фактом вмешательства во внутренние дела РФ и попыткой дестабилизировать общественно-политическую ситуацию в нашей стране, не основанной на реальном знании фактов. Попыткой, граничащей с провокацией, поскольку парламентарии не могли не предвидеть реакцию российского общества на подобные действия, оскорбительные для любого суверенного государства"""", - говорилось, например, в заявлении Общественной палаты.""",Общественная палата сделала заявление.,0,0,False,False,False,False,False,False,kept,6
141,2332,0.9909,entailment,not_entailment,"Также родственники погибшего под колесами мужчины требуют компенсации морального вреда. Всего они запросили 2 млн рублей. Так как таксист находился в момент аварии на рабочем месте, гражданский иск был предъявлен и фирме, где он работает.",Родственники погибшего требуют денег.,"Также родственники погибшего под колесами мужчины требуют компенсации морального вреда. Всего они запросили 2 млн рублей. Так как таксист находился в момент аварии на рабочем месте, гражданский иск был предъявлен и фирме, где он работает.",Сервису такси предъявили иск за невежливых таксистов.,1,2,False,False,True,True,False,True,removed_b,44
140,539,0.9909,entailment,not_entailment,"Как рассказывает в одной из социальных сетей очевидец происшествия, бабушка выходила из автобуса №41, когда его двери неожиданно захлопнулись, и нога пенсионерки оказалась в капкане.",Автобус №41 защемил бабушкину ногу.,"Как рассказывает в одной из социальных сетей очевидец происшествия, бабушка выходила из автобуса №41, когда его двери неожиданно захлопнулись, и нога пенсионерки оказалась в капкане.",Автобус №41 был оборудован капканами.,2,0,True,True,False,False,False,False,removed_a,22
165,783,0.9909,entailment,not_entailment,"""Внедорожник Toyota Land с российскими номерами двигался в сторону границы, когда на него с второстепенной дороги выскочила """"Волга"""". Для джипа, ехавшего на высокой скорости, было достаточно небольшого удара, чтобы вылететь в кювет. Видимо, водитель и пассажир внедорожника были не пристегнуты, так как вылетели через лобовое окно и погибли мгновенно.""","""Джип не удержался на дороге после столкновения с """"Волгой"""".""","""Внедорожник Toyota Land с российскими номерами двигался в сторону границы, когда на него с второстепенной дороги выскочила """"Волга"""". Для джипа, ехавшего на высокой скорости, было достаточно небольшого удара, чтобы вылететь в кювет. Видимо, водитель и пассажир внедорожника были не пристегнуты, так как вылетели через лобовое окно и погибли мгновенно.""","""Водитель и пассажир """"Волги"""" вылетели через лобовое окно и погибли мгновенно.""",0,2,False,False,False,True,True,False,removed_b,60
683,1797,0.9909,entailment,not_entailment,"""Как сообщил после заседания адвокат Александр Гофштейн, """"ни одно доказательство и ни одна экспертиза не доказывает совершения Макаровым данного преступления"""". """"Доказательства недостоверные, неубедительные и с процессуальной точки зрения недопустимые"""", - сказал Гофштейн. Он намерен обратиться в надзорную инстанцию суда с жалобой, так как намерен добиваться полной отмены приговора для своего подзащитного.""",Гофштейн намерен отменить приговор для своего подзащитного.,"""Как сообщил после заседания адвокат Александр Гофштейн, """"ни одно доказательство и ни одна экспертиза не доказывает совершения Макаровым данного преступления"""". """"Доказательства недостоверные, неубедительные и с процессуальной точки зрения недопустимые"""", - сказал Гофштейн. Он намерен обратиться в надзорную инстанцию суда с жалобой, так как намерен добиваться полной отмены приговора для своего подзащитного.""",Адвокат предоставил недостоверные и даже недопустимые доказательства.,0,1,False,False,False,True,False,False,kept,53
1679,1941,0.9908,entailment,not_entailment,"В Калининградской епархии уже заявили, что новый музей представляет собой уникальное явление для нашего региона.",В епархии назвали музей уникальным.,"В Калининградской епархии уже заявили, что новый музей представляет собой уникальное явление для нашего региона.",Новый музей абсолютно уникален.,0,0,False,False,False,False,False,False,kept,25
1197,1382,0.9908,entailment,not_entailment,"Как сообщили «Комсомольской правде» в пресс-службе музея, выставка получила название «Добрые друзья детства».",Выставке придумали название.,"Как сообщили «Комсомольской правде» в пресс-службе музея, выставка получила название «Добрые друзья детства».",Выставке не дали название.,1,1,False,False,True,False,False,True,kept,5
297,1231,0.9908,not_entailment,entailment,"""""""Система аккредитации - это ключевой инструмент допуска на рынок. Мы сейчас готовим закон об аккредитации, который весной хотим внести в Госдуму"""", - сказала она. """"Этот закон очень важен, потому что он будет предусматривать переход на международные стандарты аккредитации"""", - сказала она.""",Она сказала о бесполезности закона.,"""""""Система аккредитации - это ключевой инструмент допуска на рынок. Мы сейчас готовим закон об аккредитации, который весной хотим внести в Госдуму"""", - сказала она. """"Этот закон очень важен, потому что он будет предусматривать переход на международные стандарты аккредитации"""", - сказала она.""",Она ждет весну.,2,2,True,False,True,True,False,True,removed_both,26
1007,2238,0.9908,entailment,not_entailment,"Обе купюры оказались поддельными. - По данным фактам проводятся проверки, - заверили в полиции. Стражи порядка также напоминают, что в случае, если к вам в руки попала фальшивая купюра, нужно сразу же обратиться в полицию.",Две купюры оказались поддельными.,"Обе купюры оказались поддельными. - По данным фактам проводятся проверки, - заверили в полиции. Стражи порядка также напоминают, что в случае, если к вам в руки попала фальшивая купюра, нужно сразу же обратиться в полицию.",Стражи порядка нашли фальшивую купюру.,1,3,False,False,True,True,True,True,removed_b,30
981,1713,0.9907,not_entailment,entailment,"Сначала он начал кружить на лодке вокруг животного с тем, чтобы создать волну. После этого он избил лося веслом. В результате лось утонул, а злоумышленнику удалось вытащить тушу на берег.","Злодей катался вокруг лося на лодке, пока тот не утопился от горя.","Сначала он начал кружить на лодке вокруг животного с тем, чтобы создать волну. После этого он избил лося веслом. В результате лось утонул, а злоумышленнику удалось вытащить тушу на берег.",Злодей утопил лося.,0,0,False,False,False,False,False,False,kept,49
168,576,0.9907,entailment,not_entailment,"Правящая коалиция и кабинет министров вряд ли к нему прислушаются. «Со стороны правительства никогда шаги по уменьшению финансирования программ русского вещания не обсуждались. Наоборот, шла речь, как его можно было бы увеличить», - отметил глава государства.",Глава государства говорил о возможном расширении финансирования русского вещания.,"Правящая коалиция и кабинет министров вряд ли к нему прислушаются. «Со стороны правительства никогда шаги по уменьшению финансирования программ русского вещания не обсуждались. Наоборот, шла речь, как его можно было бы увеличить», - отметил глава государства.",Финансирование программ русского вещания увеличат.,1,1,True,False,False,True,False,False,kept,59
630,786,0.9907,not_entailment,entailment,"Сотрудники городского управления потребительского рынка провели рейд по торговым точкам, где нелегально продают новогодние деревья.",Во всех торговых точках нелегально продают новогодние елки.,"Сотрудники городского управления потребительского рынка провели рейд по торговым точкам, где нелегально продают новогодние деревья.",По нелегальным точкам продажи елок проведен специальный рейд.,1,1,False,False,True,False,False,True,kept,43
223,985,0.9907,entailment,not_entailment,"Как сообщили в правительстве области, на ней можно будет купить товары местных производителей.","В правительстве области сообщили, где можно будет приобрести товары местных производителей.","Как сообщили в правительстве области, на ней можно будет купить товары местных производителей.",В правительстве области можно будет приобрести товары местных производителей.,1,3,False,False,True,True,True,True,removed_b,14
654,1742,0.9907,not_entailment,entailment,"Сам хозяин давно не появлялся на участке, ему позвонили соседи, обнаружив в его доме вскрытую дверь. Мужчина написал заявление в полицию, возбудили уголовное дело, и начался розыск преступников. Когда злоумышленников задержали, они признались в остальных преступлениях.",Соседи починили дверь.,"Сам хозяин давно не появлялся на участке, ему позвонили соседи, обнаружив в его доме вскрытую дверь. Мужчина написал заявление в полицию, возбудили уголовное дело, и начался розыск преступников. Когда злоумышленников задержали, они признались в остальных преступлениях.","Соседей удивила открытая дверь в доме, где хозяин давно не появлялся.",0,0,False,False,False,False,False,False,kept,54
1004,1636,0.9907,entailment,not_entailment,"Их усилиями героями рекламы сайта бесплатных объявлений стали офицеры Северного флота. Сюжет ролика незамысловат и даже напоминает те, что сейчас крутят по нашему телевидению. Два рыбака сидят с удочками и решают, что им делать с холодильником, который находится тут же, в лодке на середине озера.",У рыбаков в лодке холодильник.,"Их усилиями героями рекламы сайта бесплатных объявлений стали офицеры Северного флота. Сюжет ролика незамысловат и даже напоминает те, что сейчас крутят по нашему телевидению. Два рыбака сидят с удочками и решают, что им делать с холодильником, который находится тут же, в лодке на середине озера.",Рыбаки утопят в реке холодильник.,1,1,False,False,True,False,False,True,kept,13
1201,1977,0.9907,entailment,not_entailment,"""Бывший глава полиции ранее подтвердил, что он перешел на сторону мятежников. """"Я объявляю, что дезертировал из армии и присоединяюсь к народной революции"""", - говорится в видеообращении, распространенном этим военным. Он пояснил, что принял такое решение, так как сирийская армия уничтожает мирных жителей вместо того, чтобы защищать их.""","Сирийская армия уничтожает мирных жителей вместо того, чтобы защищать их.","""Бывший глава полиции ранее подтвердил, что он перешел на сторону мятежников. """"Я объявляю, что дезертировал из армии и присоединяюсь к народной революции"""", - говорится в видеообращении, распространенном этим военным. Он пояснил, что принял такое решение, так как сирийская армия уничтожает мирных жителей вместо того, чтобы защищать их.""",Бывший глава полиции встал на другую сторону улицы.,1,0,False,False,True,False,False,False,kept,58
435,1411,0.9907,not_entailment,entailment,"""""""Я попросил их продолжать работу и не снижать темпов, крайне противно было"""", — посетовал глава президентской администрации. """"Ну, терпел. Я не подавал виду, потому что я понимал, что если я начну подавать вид, это приведет к настороженности и попытке замести следы"""", — добавил он.""","Глава президентской администрации признался, что ему было крайне противно не снижать темпов.","""""""Я попросил их продолжать работу и не снижать темпов, крайне противно было"""", — посетовал глава президентской администрации. """"Ну, терпел. Я не подавал виду, потому что я понимал, что если я начну подавать вид, это приведет к настороженности и попытке замести следы"""", — добавил он.""",Главе президентской администации было крайне противно.,2,0,True,True,False,False,False,False,removed_a,39
