text,label,error_type,predicted_label,label_quality_score
Я воспринял его как военного.,0,Semantics,1,0.037856843
Чего они достигнули за столь долгий срок?,0,Morphology,1,0.037892424
Всплеск сносил здания с их фундаментов и демонтировал их.,0,Semantics,1,0.037963692
"Писательница в 1934 году рассказала, как ее родители ""отравились"" голодом за попытку заполучить свой наследственный капитал Гарриет Стонтоном.",0,Semantics,1,0.037963692
"Показывайте нам, пожалуйста, нашу комнату!",0,Semantics,1,0.03810662
Это был 16-миллиметровый безопасный фильм.,0,Hallucination,1,0.038430087
Меня включили заниматься этой проблемой.,0,Syntax,1,0.03846619
"Я принес копии, чтобы мне не рисковать подлинниками.",0,Syntax,1,0.0385747
"В 2004 году его назвали объектом ЮНЕСКО и стал единственным частным резиденцией Латинского континента, получившим этот статус.",0,Syntax,1,0.038683496
"Раньше она была в каком-то раздраженном состоянии, а потом успокоилась.",0,Semantics,1,0.03882902
"Просто ляжете на траву, закройте глаза и почувствуйте, что происходит внутри.",0,Morphology,1,0.038901985
У нас завтра будет что-то.,0,Syntax,1,0.03897507
"Мультик рассказывает, что надо быть готовому ко всему, выбрать свой путь жизни.",1,0,0,0.039231926
Odense - третий город Дании и главный город Фюнского острова.,0,Hallucination,1,0.039268754
Вчера в два часа магазин закрыт.,0,Semantics,1,0.039268754
Уличных звуков не доносится сквозь двойные рамы.,0,Semantics,1,0.039305616
Его убили вблизи «Трех утопленников».,0,Semantics,1,0.039490405
Меня не было в Париже.,0,Semantics,1,0.039527465
"Я хотел посмотреть, если я могу взять эту идею и применить ее к магическому трюку.",0,Syntax,1,0.039564554
"Я вспомнил, что эта та самая гостиная, в которой не помню, о чем мы беседовали.",0,Syntax,1,0.03963884
"Кто писал ""Войну и мир""?",0,Semantics,1,0.03971326
"Принято считать, что Сочи стало курортом в 1909 году, когда открылся гостиничный комплекс «Кавказская Ривьера».",0,Syntax,1,0.039750516
В коридоре стояли некоторые.,0,Semantics,1,0.03978781
Пуля попала в стену возле самого кресла.,0,Semantics,1,0.039862495
Я ищу какую-то интересную пьесу по современной тематике.,0,Semantics,1,0.039862495
Удачное употребление дает глубокое значение народным изречениям.,0,Semantics,1,0.03989989
Некоторые источники надежды: мы должны попытаться переморализовать работу.,0,Hallucination,1,0.040087357
"Мне сказали, что он женат на одной полячке.",0,Semantics,1,0.04020025
"Сомневаюсь, что она знает всякие детали.",0,Semantics,1,0.04020025
"Естественно, любая выставка за рубежом ставит вопрос о том, как искусство представляет страну-экспортер.",0,Syntax,1,0.04020025
"Разработан метод получения сверхтонких полимерных нитей, для которого не требуются дорогое и сложное оборудование.",0,Syntax,1,0.04020025
"Ты так это сказал, как будто здесь хозяин.",0,Syntax,1,0.040426936
Постарайся заметить вон ту звездочку над самой горой.,0,Semantics,1,0.04050277
"Собака уже несколько часов стояла рядом с облупившейся, грязной стеной, ожидая своего хозяина.",0,Semantics,1,0.04061678
В 6.30 пирог был испечен.,0,Semantics,1,0.04061678
Затем в 2007 году шахту приобрела компания Petra Diamonds и до сих пор находится в эксплуатации.,0,Syntax,1,0.04061678
"Избирая меня депутатом, я сделаю для вас всё возможное.",0,Syntax,1,0.040654853
На поляне мы нашли малину и ягоды.,0,Semantics,1,0.040692955
Я взяла его за своего брата.,0,Semantics,1,0.040807474
В этот момент он начал речь приветствием.,0,Semantics,1,0.040845715
"Она обнимает мальчика, вдыхая искусственно-сладкий аромат шампуни, исходящий от его волос.",0,Morphology,1,0.040883996
В этом дне было много удовольствий.,0,Semantics,1,0.04096065
Она взяла из сундука небольшой коврик и постелила его перед диваном.,0,Semantics,1,0.04096065
"Помню радость ее, окончания войны: солнечный майский день, небо голубое, народ вывалил на улицу, все обнимаются, радуются.",0,Syntax,1,0.04099903
"Напрасно вы думаете, что вы здоровы, у вас есть нервное расстройство.",0,Semantics,1,0.04107589
"Мы обращаемся со своей проблемой к Ирине Ивановне, которая не может не волновать всех нас.",0,Syntax,1,0.04111437
"На нем полковничья шинель без погонов, в руке тонкая тросточка.",0,Morphology,1,0.04115289
Минобороны может запуск ракет на расстоянии 230 км за пределами досягаемости допускаемых американских противоракетных комплексов.,0,Syntax,1,0.04115289
"Когда он увидел это, горе потратило его силы.",0,Semantics,1,0.04119144
Он дал ему одобрение.,0,Semantics,1,0.041307304
Его жест выразил мне порицание.,0,Semantics,1,0.04142348
"Овощи и фрукты служат источником только трёх витаминов: С, бета-каротин и фолиевая кислота.",0,Syntax,1,0.041462272
Его еще не прочитало этой статьи.,0,Syntax,1,0.041462272
"Современный ребёнок — независимая личность, в раннем возрасте способный самостоятельно принимать решения.",0,Syntax,1,0.0415011
Нет ли где поспать?,0,Semantics,1,0.041539967
"Я не сомневаюсь, что он, несомненно, уехал.",0,Semantics,1,0.041656766
Вчера я взяла в ГУМе шляпу.,0,Semantics,1,0.04177388
В теплые летние ночи они поднимались на один из холмов около Курска.,0,Semantics,1,0.04177388
Ты ехал в город?,0,Semantics,1,0.041812986
Трон достался убийце своего брата.,0,Syntax,1,0.042127114
"Слушай, что тебе мама говорю.",0,Syntax,1,0.042206
"Министр пригласил журналистку, чтобы взять у него интервью.",0,Syntax,1,0.042245496
"Он чувствует, что ему, кажется, придется уезжать.",0,Semantics,1,0.042245496
"Соседи видели, как я белею у подъезда.",0,Semantics,1,0.042245496
Ксантиппа овдовела в тюрьме.,0,Semantics,1,0.04228503
"Я случайно стоял поодаль и слышал, что он сказал.",0,Semantics,1,0.04228503
Попробоваем проследить биографию антиквариата как особой категории товаров.,0,Morphology,1,0.042324588
"И стало тепло, взошло солнце.",0,Syntax,1,0.042443503
Память ему как мученика придет в день смерти 19 июля.,0,Syntax,1,0.042443503
Он женат на женщине.,0,Semantics,1,0.042443503
Он нашел по крайней мере двух желающих?,0,Semantics,1,0.042483203
Меня к ней уже отослали.,0,Semantics,1,0.042483203
"На столе у инженера лежала книга, открытая на одной и той же странице и которую он никогда не читал.",0,Syntax,1,0.04256273
Курить будет здоровью вредить.,0,Syntax,1,0.042762153
Мы должны выжить самим.,0,Syntax,1,0.042842176
Дерево над корнями было срублено.,0,Semantics,1,0.04288224
Левой рукой он судорожно хрустел бумажками.,0,Semantics,1,0.042922337
Она смотрит на него и становится бледной.,0,Semantics,1,0.042922337
Я бы требовал не шуметь.,0,Semantics,1,0.043002643
"Если мужчина действительно залюбит женщину, его с ней не сможет разлучить даже такая серьёзная неприятность, как смерть!",0,Semantics,1,0.04324442
"На противоположной стороне шоссе, неподалёку от того места, где мы остановились, чтобы размяться, размещались придорожное кафе и заправочная станция с двумя выкрашенными бензоколонками красной краской.",0,Syntax,1,0.04324442
"Невзирая на то, что шел дождь, светило солнце.",0,Semantics,1,0.0433658
Я принял его в группу Матвеева.,0,Semantics,1,0.043406326
"Увы, ни Россия и Великобритания не признали независимость Йеттишарского государства.",0,Syntax,1,0.0434875
Ивана еще не было в таком театре.,0,Semantics,1,0.043528136
Следствие о циклической группе тоже циклична.,0,Hallucination,1,0.043528136
Он получил недовольство собой.,0,Semantics,1,0.043568812
Существует специальная значка рядом с именем файла.,0,Syntax,1,0.04360953
"Батьку Минная играет очень интересный актер Ю. Горобец (кажется, это пока его лучшая она в кино).",0,Syntax,1,0.043772742
"У Маши дети взрослые, а у Даши они в детский сад ходят.",0,Semantics,1,0.043772742
Его материнская семья выходит из Карачи.,0,Semantics,1,0.043854564
"Чтобы по-настоящему ощутить вкус французской столицы, то нужно свернуть с туристических маршрутов, сесть за столик в обычном кафе на углу и сделать заказ.",0,Syntax,1,0.04401865
"Они грабили, убивали и совершали преступления.",0,Semantics,1,0.04410091
"Было бы неверно думать, что человек может попитаться исключительно салатами, мясом, семенами или зёрнами.",0,Semantics,1,0.044348583
Мы давно посидели на лавочке.,0,Semantics,1,0.044348583
По уходу Рябовского Ольга Ивановна долго лежала на кровати и плакала.,0,Syntax,1,0.044348583
Вместе с тем систематическое исследование каких бы то ни было страхов всегда сопряжено с целым рядом трудностей.,0,Semantics,1,0.04438999
"А прочитая рассказ у Вас в 9-м номере, я хочу сходить к нему на могилу, положить цветы.",0,Morphology,1,0.044472914
"Ученые считают, что степень защищенности всех Вечно сущих равна единице.",0,Morphology,1,0.044472914
Гутри Трапп заменил Буковича на оставшуюся часть летней турне 2015 года.,0,Syntax,1,0.044555984
Делай эту работу к понедельнику!,0,Semantics,1,0.044597577
"Мы будем работать над ускорением присоединения России к Всемирной торговой организации, основываясь на стандартных условиях, которые следуют другим странам.",0,Syntax,1,0.044639207
"Я не хочу, чтобы так.",0,Syntax,1,0.044639207
Он не жил там ни года.,0,Semantics,1,0.044639207
Увесистый замок всё так же надёжно запирает его входную дверь.,0,Semantics,1,0.044639207
"Он вдруг понял, что ей неприятны никакие подробности его домашней жизни.",0,Semantics,1,0.044680875
Я обнаружил его лежащим одним на кровати.,0,Syntax,1,0.044764314
"Кстати, не случайно первым указом преемника было освобождение Ельцина и его семьи от ответственности за какие-либо, совершенные в бытность на посту президента.",0,Semantics,1,0.044764314
"Та, что в тот день с красной сумкой, оказалась женой Феди.",0,Syntax,1,0.044847906
Выстраивать на столь дрянном фундаменте всякие имперские конструкции крайне опрометчиво.,0,Semantics,1,0.044931643
"Маша играет на скрипке, когда Саша – на виолончели.",0,Syntax,1,0.044973567
"Посмотрите, меня действительно не интересует.",0,Syntax,1,0.044973567
Они попели песни рядом с кострами.,0,Semantics,1,0.045099568
Я принял его в свою избу.,0,Semantics,1,0.045099568
Она приняла ребенка на плечи.,0,Semantics,1,0.045141645
"Режиссер Майкл Мур хочет сделать главную героиню фильма ""Он вам не Димон"" женщиной.",0,Semantics,1,0.045183755
"Нельзя предать кого-нибудь, кто столько для тебя сделал.",0,Semantics,1,0.045183755
"Я внимательно послушал все его аргументы, но ни один из них меня не убедил, и я ни под чем не согласился с ним.",0,Syntax,1,0.045394883
"Отважный смотритель, рискуя жизнью, бросился наперерез понёсшегося вскачь коня.",0,Syntax,1,0.045522
"РПЦ планирует объединить три заповеди в один ""третий заповедник"".",0,Semantics,1,0.045522
Он был перенесен слугами сам к себе в кабинет.,0,Syntax,1,0.04560694
Пирог был с удовольствием испечен.,0,Semantics,1,0.045692034
"То обязательно поеду еще раз, если будет возможность.",0,Syntax,1,0.045692034
В то время это был самый маленький известный контрпример к предположению Тата.,0,Hallucination,1,0.045734633
"Что вы скажете об этом нем, который предлагал нашей ей очень выгодную ее с ценными ими?",0,Syntax,1,0.045734633
С 23 по 33 год он выпустил книгу.,0,Semantics,1,0.045777272
"Я подумала, что вам не будет хватать меня.",0,Syntax,1,0.045819953
Темные глаза у нее сияли.,0,Semantics,1,0.045819953
"Никогда не знавшая семейного уюта Алена пригрелась рядом с Ниной Карповной, как бездомный котенок.",0,Semantics,1,0.045862667
Он дал ему все свое состояние.,0,Semantics,1,0.045991037
Весь день я простоял около станка.,0,Semantics,1,0.0460339
"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на нее.",0,Syntax,1,0.046076808
Магазин закрыт час назад.,0,Semantics,1,0.046076808
"Теряется золотое время, слушая глупые разговоры, — отрезала хозяйка.",0,Syntax,1,0.04611975
Такой мысли не возникает неожиданно.,0,Semantics,1,0.046162732
Вскоре он не понял свою ошибку.,0,Semantics,1,0.046335038
Сразу по приезду в Коломну боярин Всеволожский был схвачен и закован в железо.,0,Syntax,1,0.046464663
"Он обещает прийти, но не пришел.",0,Semantics,1,0.04650795
"В холодные зимние вечера он часто звал меня в гостиную, чтобы разговаривать в ней у камина.",0,Syntax,1,0.046638038
Отопление два дня было выключено.,0,Semantics,1,0.04681203
При нагревании вода дает пар.,0,Semantics,1,0.04681203
"Ты тогда замечал, что он странно себя ведет?",0,Semantics,1,0.04694293
"Президент этой страны - человек, выступая по телевидению, популярный среди избирателей.",0,Syntax,1,0.04694293
"Это приводит к иммуноизоляции и ангиогенезе, что делает рак более инвазивным.",0,Syntax,1,0.047074176
Лодку поцарапало своим якорем.,0,Syntax,1,0.047118
"Все это не делалось, потому что кто-нибудь желал зла Левину.",0,Semantics,1,0.04716187
Гора у вершины была безлесной.,0,Semantics,1,0.04724971
"А ты езжай прямо к директору театров, князю Гагарину.",0,Morphology,1,0.04724971
Одна из функций мифических животных средневековья была аллегорией.,0,Syntax,1,0.047337715
"Ты, наконец, передавал ему мою книгу?",0,Semantics,1,0.047337715
"Брат сидел около меня, а муж — сзади.",0,Semantics,1,0.047602657
Вблизи от горы стояла сакля.,0,Semantics,1,0.047691286
Для снятия с огня коллиевых изделий на могилу нужны специальные мероприятия.,0,Hallucination,1,0.047824517
В этом театре работала 58 лет.,0,Syntax,1,0.047869008
"Ихние дети, Валентин и Ирка, всегда целовали маму Раю, если приходили в гости.",0,Morphology,1,0.047869008
Его приняли в больницу.,0,Semantics,1,0.04804736
Он может с кем-нибудь общаться.,0,Semantics,1,0.048092045
Многие добились какого-либо успеха.,0,Semantics,1,0.048092045
"Петя сказал «уходи», но это неправда.",0,Semantics,1,0.048092045
Чемпионат мира по крикету 2007 года провел в Вест-Индии.,0,Syntax,1,0.04813677
"Основные компании, принадлежащие компаниям Anheuser-Busch, находятся во владении.",0,Hallucination,1,0.04822634
"Тот день, как они расстались, был сорок пять лет назад.",0,Syntax,1,0.04822634
"Скажете ли вы, что я более честнее поступил?",0,Morphology,1,0.04822634
Кто топил эту машину?,0,Semantics,1,0.048271187
Я понял его как военного.,0,Semantics,1,0.048271187
"Только какой-то негоциант, живший рядом с приютом и потерявший счет деньгам, ежегодно при получении из-за границы транспорта с фруктами присылал в приют ящик апельсин.",0,Morphology,1,0.04836099
Ты когда-нибудь плыл на байдарке?,0,Semantics,1,0.048405956
Сынок ест целыми тарелками.,0,Syntax,1,0.048496004
"Он, возможно, знает об этом или нет?",0,Semantics,1,0.048496004
Неужели ты до сих пор раздражаешься?,0,Semantics,1,0.04867657
"У нее болит голова, она остается дома.",0,Semantics,1,0.048767097
"Толстой-публицист не только приобрел огромную известность в России, но и во всем мире.",0,Syntax,1,0.04881242
МГУ отпраздновало свой юбилей.,0,Syntax,1,0.04885778
"В партии ""Слуга народа"" каждый блок состоит из слов и предложений.",0,Hallucination,1,0.048948623
Напоминание себе об опасности прозвучало вовремя.,0,Syntax,1,0.04903963
"Умер один из авторов ""Убить Билла 3"" и его жена.",0,Syntax,1,0.04913079
"Мое сердце изливалось кровью, когда я видел их одними и такими счастливыми.",0,Syntax,1,0.04922211
Я склонился к тому же мнению.,0,Semantics,1,0.049267832
Петя Иванов медленно обычно пишет контрольные работы.,0,Syntax,1,0.049359404
Моя собеседница ушла к другому.,0,Semantics,1,0.049405243
"Когда ты вошел, я не обедал.",0,Semantics,1,0.049451128
"Иван, к сожалению, в отпуске?",0,Semantics,1,0.049543016
"Врачи считают, что состояние больного настолько ухудшилось, что вполне вероятно, что в течение нескольких часов может наступить смерть.",0,Syntax,1,0.049543016
Трубы прорвало водой.,0,Semantics,1,0.049635068
Сертификация Пейлетов Компании не гарантирует продажи Пейлетов Компании.,0,Hallucination,1,0.049773455
Солдаты грелись вблизи костров.,0,Semantics,1,0.049819656
"Те дорогие друзья, которые нас сейчас слушают, я сразу же напоминаю номер нашего пейджера....",0,Syntax,1,0.04986591
"Он чувствует, что дурак.",0,Semantics,1,0.04986591
"Только если операцию сделают немедленно, то останется еще какая-то надежда его спасти.",0,Syntax,1,0.04986591
"Даже если любой из них действительно согласится тебе помочь, ничего это не изменит.",0,Semantics,1,0.050051305
Впоследствии вела свой класс в консерваторию.,0,Syntax,1,0.050051305
Возле меня стояло такси.,0,Semantics,1,0.050051305
Мы разбили бутылку пустой.,0,Syntax,1,0.050190788
Приноси книги в аудиторию.,0,Semantics,1,0.050190788
"Разгадка «тонкого английского юмора» заключается в его простоте, в том факте, потому что за ним не скрывается глубокий подтекст.",0,Syntax,1,0.05033063
Как ты думал какую проблему решить?,0,Syntax,1,0.050470848
В квартире есть беспорядок.,0,Semantics,1,0.050517667
"Мультфильм ""Алиса"" выиграл лучший анимационный фильм в номинации «Оскар».",0,Syntax,1,0.05056453
Он сломлен уже года три.,0,Semantics,1,0.050658382
Уже триста англичан решили на всякий случай получить страховые полиса от небесной напасти.,0,Morphology,1,0.050752386
"Появится кто-нибудь совершенно новый, неведомый, порожденный нынешней ситуацией, ни на что ожидаемое не похожий.",0,Semantics,1,0.05079946
"Тома, вероятно, будет бояться собаки Мэри.",0,Syntax,1,0.050846573
Я дам тебе дочь.,0,Semantics,1,0.050846573
"Он мгновенно понял, что произошло что-то не то, причем очень изумился, потом повозмущался и умер.",0,Semantics,1,0.050893724
"Врачи сообщают, что Мика, скорее всего, полностью выздоравливает.",0,Morphology,1,0.05103542
Они называли его талантливыми.,0,Syntax,1,0.051224932
"Довольно большой здание было украшено какими-то башенками и балкончиками, которые искусно вписывались в общий ансамбль.",0,Syntax,1,0.051272422
Ты с кем-нибудь не должна там общаться.,0,Semantics,1,0.051319946
Она села отдохнуть у красивой поляны.,0,Semantics,1,0.051415112
"Меженин кончил почистить штык, вдруг перехватил мимолетно сощуренный взгляд сержанта на верхнем окне дома.",0,Semantics,1,0.051749542
Вкус к большой политике к нему пришел более позднее.,0,Morphology,1,0.051749542
"Зато как никогда захотелось быть с Ангелиной, и это не из-за только упрямства, – поднялась в душе волна уверенности, что любит её.",0,Syntax,1,0.051749542
"Джефферсон Веа установил новый антирекорд по очкам для финала игры с ""Мэдисоном"" на завершающей стадии сезона.",0,Syntax,1,0.05179748
А Матвей уже остался ― посуду мыл.,0,Semantics,1,0.05184547
Лена просит мужа позволить ей ездить туда одна.,0,Syntax,1,0.051893488
"Шотландия получила титул графа Каррика, который был первым в истории.",0,Hallucination,1,0.051893488
Братья собрали несколько ведер вишней.,0,Morphology,1,0.051893488
"Особенно когда в полуторастах метрах позади лежал скелет ящера, убитого человеческим оружием.",0,Morphology,1,0.05198967
"Юноши готовились к соревнованиям наездников, считавшихся у черкесов большим событием.",0,Syntax,1,0.052086018
"Монастырь стоял вдоль реки, на довольно высоком её берегу, отделявшей людей от города.",0,Syntax,1,0.05223086
"Сколько денег ты не знаешь, как заработать?",0,Syntax,1,0.05223086
"Это потому, что меня попросили приехать, что я здесь.",0,Syntax,1,0.05227922
"Он знает, что полк перебросят на другой участок фронта и другие планы командования.",0,Syntax,1,0.052327625
"В группу студентов, направленных на полевую практику, входят сорок один человек.",0,Syntax,1,0.052376077
"Он выписывает только как художественные, так и математические журналы.",0,Syntax,1,0.05242457
"Егорова расстраивало не столько всё происходящее, сколько настораживало.",0,Syntax,1,0.05242457
Гора у вершины заросла соснами.,0,Semantics,1,0.052473098
Один случай внезапно подтверждает мои догадки.,0,Semantics,1,0.052521672
"Слишком поздно выясняется, что он здесь.",0,Semantics,1,0.052667655
"Значит, мы с тобой уславливались?",0,Semantics,1,0.0527164
"Как будто у неё начинался дикий ларингит и катар, она кашляла, скрипела, шамкала.",0,Syntax,1,0.0527164
"Его самый верный товарищ обманул Иванова, предал, что донес.",0,Syntax,1,0.05281402
"Давно после того, как я не мог услышать его крики, они отзвучали в моих ушах.",0,Semantics,1,0.052862894
"Иван встретил Марью, которые пошли в кино.",0,Syntax,1,0.052862894
Он сидел близко от меня и плакал.,0,Semantics,1,0.05291181
"Артиллерийский огонь и авиакатастрофы, требуемые Шмиттом, никогда не приходили.",0,Hallucination,1,0.05291181
Автобус не должен отправиться ночью.,0,Semantics,1,0.053009775
Вы одни показались мне веселым.,0,Syntax,1,0.05320621
Более двух учеников видели на прогулке каких-либо птиц.,0,Semantics,1,0.053255428
"Он не поздравил ни с Новым годом, ни с Восьмым мартом, ни с днем рождения Валерки.",0,Morphology,1,0.053304687
Дорогие он видел машины.,0,Syntax,1,0.053353984
Каждый матч судит по судье.,0,Syntax,1,0.053353984
Поезд следует из нее.,0,Syntax,1,0.05340333
Ты не должен ей помочь.,0,Semantics,1,0.05340333
"Кокпит с бока на бок поместился слегка в ведущий угол крыла, а место для багажа или третье сидение поместилось в угол пересечения.",0,Hallucination,1,0.05360114
"Согласно прогнозов синоптиков, весна в этом году будет ранняя.",0,Syntax,1,0.053650703
Нельзя же пропадать нечем.,0,Syntax,1,0.053650703
"В начале марта, несмотря на весну, намело столько снегу, что на расчистку дорог была направлена рота солдатов.",0,Morphology,1,0.053749956
"На первом этапе, согласно этой методики, решается система линейных неравенств или уравнений.",0,Syntax,1,0.053749956
"Отец писал, что скучает по нам.",0,Syntax,1,0.053849377
"Онъ стреляет изъ лука, по обычаю древнего учёба.",0,Hallucination,1,0.053899154
"Говоря, например, о картине Александра Иванова «Явление Христа народу», он восхищается ею прежде всего как народной картиной, начисто отвергая какие-либо мистико-религиозные ее толкования.",0,Semantics,1,0.053899154
У меня вставили зубы.,0,Semantics,1,0.054098696
Окно было открыто час назад пятнадцать минут.,0,Semantics,1,0.054198727
"Через несколько дней после ссоры Дубровский поймал крестьян Троекурова в своих лесах, кравших дрова.",0,Syntax,1,0.05424881
"Присутствие иностранца в этом квартире, с переводчиком, пришло ему в полный сюрприз, и он потребовал объяснений.",0,Syntax,1,0.05424881
В путь-дорогу дальний я тебя отправлю.,0,Syntax,1,0.05424881
Я читал около трех страниц.,0,Semantics,1,0.05439932
В тот день он сидел дома ровно в шесть.,0,Semantics,1,0.05439932
Громадный домище заслонил от меня солнце.,0,Semantics,1,0.05444958
Они считали его талантливыми.,0,Syntax,1,0.05449988
"Привел мальчика, держа в руках книгу.",0,Syntax,1,0.05455022
"Мне кажется, что в своих выводах вы недалеки к истине.",0,Syntax,1,0.054651037
Ивана никогда не было в таком театре.,0,Semantics,1,0.054752033
Я вот стоял на площадке.,0,Semantics,1,0.054752033
Он мертвенно становится бледным.,0,Semantics,1,0.054752033
"Проведение тестирования обсуждалось на педсовете, не давая никаких полезных рекомендаций.",0,Syntax,1,0.054903854
"Безусловно, неожиданно автобус остановился.",0,Semantics,1,0.054903854
По окончанию гимназии Фонвизин стал учиться на философском факультете университета.,0,Syntax,1,0.0551069
У него есть место на «Лебединое озеро».,0,Semantics,1,0.05515777
"Французские полицейские поймали четырех ""развратников"" на почве ревности к молодым людям их круга.",0,Hallucination,1,0.05515777
"Он также использовался в последней сцене фильма ""Penelope"" и в трейлере фильма ""Дети мужчин"".",0,Hallucination,1,0.05515777
Преподаватель отобрал и посоветовал учащемуся воспользоваться дополнительной литературой.,0,Syntax,1,0.05515777
"Конечно, против такой системы ценностей решительно ополчились совдеповские образованцы, отвергавшие какие-либо традиции, а тем более столь возвышенные.",0,Semantics,1,0.055208683
"Дети, как я боюсь, не спят.",0,Semantics,1,0.055259645
Черчесов объяснил невыдачу Роналду шанса сыграть за Украину после перехода во второй отборочный раунд ЧМ 2018 года.,0,Semantics,1,0.055259645
Они часто попренебрегают фундаментальными правилами выживания.,0,Semantics,1,0.05531065
"Гость вошел в калитку, находившуюся около входа в лавку, и попал в квадратный небольшой дворик.",0,Semantics,1,0.05556634
"Отдавая паспорт, я рискнул бы нарваться на ваше сопротивление.",0,Semantics,1,0.055617616
"В письме говорилось, что в город едет ревизор, которым управляет Сквозник-Дмухановский.",0,Syntax,1,0.055668928
"В ходе встречи с Бё Андерссоном впервые назвали невероятно глупое, практически криминальное поведение.",0,Semantics,1,0.055668928
"Мы знаем, кем кадет объяснял свое решение стать.",0,Syntax,1,0.05572029
"Война была тяжёлым испытанием для всего народа, но все верили и надеялись на победу.",0,Syntax,1,0.05582314
Пелагея и Афанасьевна слушали поодаль.,0,Semantics,1,0.056029387
Вы уже дали отчет?,0,Semantics,1,0.05608106
"Хорош, если ты станешь кандидатом наук.",0,Syntax,1,0.05623634
Вблизи стоял большой каменный дом.,0,Semantics,1,0.05623634
"Они лгут, они обманывают, они расстраиваются, и они действительно производят ложные структуры.",0,Semantics,1,0.056288198
Он сидел за столом и ел несколько слив.,0,Semantics,1,0.056288198
"Там, я вижу, кто-то есть.",0,Semantics,1,0.056340095
"Съедена последняя пачка макаронов, а ты провалил вступительные экзамены в вуз и надежды на стипендию разбились.",0,Morphology,1,0.056340095
Я не прогоняю этой женщины.,0,Semantics,1,0.05639204
Этот последний был очень тяжелым.,1,0,0,0.056444023
"Помещики продавали мёртвые души крестьян Чичикову, видевшего выгоду в приобретении такого товара.",0,Syntax,1,0.056444023
Маша сидела поодаль от мужа и читала.,0,Semantics,1,0.056496058
"Скажи, казак, ты волей аль неволей противу нас, царя, заворовал?",0,Semantics,1,0.056548137
"А я думал, что он, к счастью, еще здесь.",0,Semantics,1,0.05660026
Она взяла его точку зрения.,0,Semantics,1,0.056652423
Согласно древнерусских летописных источников первые упоминания о Москве относятся к 1147 году.,0,Syntax,1,0.056704644
Левое крыло состоялось из двадцати эскадронов кавалерии.,0,Morphology,1,0.056861546
"Дядя Сергей отличался от соседей только тем, что очень любил и гордился своей дочерью.",0,Syntax,1,0.056913942
В данный момент он ест два яйца.,0,Semantics,1,0.057018865
Я дам за тебя жизнь.,0,Semantics,1,0.057018865
Никаких российских самолетов воздушное пространство Грузии не нарушало.,0,Semantics,1,0.0570714
"Я предпочитаю не быть слишком тяжелым в режиссере, а скорее позволить им поймать на него и просто увидеть, как это звучит.",0,Hallucination,1,0.057176594
Этот мой был очень тяжелым.,1,0,0,0.057229258
Каждая шелудивая пара сапогов находится под замком и под печатью писаря?,0,Morphology,1,0.057229258
"Поэтому она обратилась к государству, своих сил на это у РПЦ нет.",0,Syntax,1,0.057229258
Мама ругается с сыном за двойку.,0,Semantics,1,0.057493284
"Она приняла странные взгляды, вкусы, привычки.",0,Semantics,1,0.05754622
"Мать взглянула на женщину, она была Самойлова.",0,Semantics,1,0.057705317
"Получив письмо от Маши, перед Гриневым возникла трудная задача.",0,Syntax,1,0.05802475
"Навруз (21 марта) — это праздник нового года по солнечному календарю древних иранцев, приходящемуся на весеннее равноденствие, когда пробуждается природа и наступает время сельскохозяйственных работ.",0,Syntax,1,0.058131594
Там были расстреляны палачами.,0,Syntax,1,0.05818509
Ты сейчас же взял и вылил воду!,0,Semantics,1,0.05823863
"Я хочу, чтобы Иван работает.",0,Syntax,1,0.05850701
Весь вечер она раздражалась.,0,Semantics,1,0.0586686
Все начальники позапрещали этот спектакль.,0,Syntax,1,0.058830604
Доклад написан с шести до семи.,0,Semantics,1,0.0588847
Я купила мясо в магазине близ метро «Юго-Западная».,0,Semantics,1,0.058938842
Только ты можешь дать мне ненависть.,0,Semantics,1,0.059047267
Более ста пятидесяти лет тому назад никто не мог предполагать и думать о мобильных телефонах.,0,Syntax,1,0.059047267
"Помогай любому, какое мне дело.",0,Semantics,1,0.059047267
"Журналистка была приглашена министром, чтобы дать ей интервью.",0,Syntax,1,0.05910154
"Когда в окнах заполыхал багровый закатный свет, то музыка оборвалась.",0,Syntax,1,0.05931914
"Вы знаете, у него был эфферент, афера и хаптатическая реакция.",0,Hallucination,1,0.05937366
"Дай им монетку, потому что боюсь забыть.",0,Semantics,1,0.05937366
Она с негодованием приняла это известие.,0,Semantics,1,0.05948283
"Я бы посоветовал вам принимать гормональные средства, если бы у вас были хорошие анализы.",0,Semantics,1,0.059537493
Попробуй заметить вон ту звездочку над самой горой.,0,Semantics,1,0.05959219
Он отрицает существование всяких планов на этот счет.,0,Semantics,1,0.059646945
Хутор находится вдалеке от леса.,0,Semantics,1,0.059866417
Пожарной команды не появилось.,0,Semantics,1,0.05992141
Придет или Маша?,0,Syntax,1,0.05997644
Квартира долго пользуется странной репутацией.,0,Semantics,1,0.060031522
Они читали статьи Петра друг о друге.,0,Syntax,1,0.06008665
"Я не могу ехать, у меня есть бабушка.",0,Semantics,1,0.06008665
Они попели песни около костров.,1,0,0,0.06019705
"В одном из старинных храмов города, сохранившимся до наших дней, под слоем краски обнаружены древние фрески.",0,Syntax,1,0.06019705
Заказ будет аннулирован по истечению срока хранения.,0,Syntax,1,0.06019705
