text,label,error_type
Многие млекопитающие (а звери ― это как раз и есть млекопитающие животные) кусают очень похоже на нас с вами.,1,0
Требуется справка с места работы.,1,0
У кровати висели фотографии ее родителей.,1,0
"Он долго не писал, и вдруг я получаю сразу два письма.",1,0
Подобные поручения очень обременяют.,1,0
"В эвакуации кафедру генетики получил профессор Шумский, который отлично поладил с деканом.",1,0
"Толстой очень хорошо понимал то, что своей «Исповедью» наживёт себе врагов, в том числе и среди священников.",0,Syntax
Твои книги мне не нужны.,1,0
В городе никого не найти.,1,0
"Официальный вид систем, которые не будут использовать однопользовательскую системы в которых Mac позволяется использование на мобильном телефоне.",0,Hallucination
Американские ученые обнаружили человеческие кости в местах расположения массовых жертвоприношений индейцев майя.,1,0
"А чем это вы тут занимаетесь, если не секрет?",1,0
Молва приписала смерть его действию яда.,1,0
Зачем ты открыл форточку?,1,0
"Напрасно вы думаете, что вы здоровы, у вас диабет.",1,0
"Публицистический стиль— разновидность литературного языка: один книжных стилей речи, использующийся в сфере политики, общественной, экономической и культурной жизни общества, в средствах массовой информации.",1,0
"Зина считает, что Иван, безусловно, вернется.",1,0
"Вот я вижу себя снова в деревне, глубокой осенью.",1,0
И сведен был как мозамбик.,0,Hallucination
"Из того, что Вы сказали, я полагаю, что он прав.",1,0
"Сашу он похвалил, а про Петю я не знаю, что он подумал.",1,0
"Если я никого не записал, скажите.",1,0
"Вчера я, наконец, встретил того, кого ждал всю свою жизнь.",1,0
Его появление вызвало замешательство.,1,0
Разве есть смысл что-либо менять?,1,0
Я попросила его постричь газон рядом с нашим домом.,1,0
"Я был убежден, что передо мной подающий надежды молодой коллега, а тут, оказывается, я уже целый час имею дело с инженером будущего.",1,0
"Риши на случай обмена после побега от террористов в Москве, убив двух из немецких.",0,Hallucination
"Когда у меня возникали некоторые сомнения, он всегда говорил очень убедительно.",1,0
Я начинаю новую жизнь.,1,0
"Я сожалею, что не сдержала своего обещания.",1,0
"Я пошла туда, чтобы хоть куда-нибудь пойти.",1,0
На дороге показался всадник.,1,0
Они запасли себе провиант.,1,0
Врач принимает за утро 18 больных.,1,0
Ты сидела слишком близко от него.,1,0
В то время как Великобритания и США становятся все богаче и богаче.,1,0
Но я смотрел этот фильм!,1,0
"Помилуй, мне и от роду нет ни году.",0,Semantics
Мне легко это сделать.,1,0
"Искусственный международный язык эсперанто стал 64-м языком, используемым в автоматическом переводе в Интернете.",1,0
"Проследи, чтобы они к 10 часам вечера уже не выпили все шампанское.",1,0
Результаты исследований должны быть проанализированы с микроскопической точностью.,1,0
"Он, конечно, опять занят.",1,0
"Мне послышалось, что кто-то плачет.",1,0
"Молодой учитель с волнением ловил на себе признательные взгляды ребят и продолжал проникновенно говорить обо всём, что накопилось у него на душе.",1,0
В настоящее время обновление происходит каждые 6 месяцев.,1,0
"Я имел возможность все видеть, сам оставаясь незамеченным.",1,0
Ты когда-нибудь возвращался этой дорогой?,1,0
"Используя метафоры и сравнения, нам интереснее читать текст.",0,Syntax
Без веры прекращает жизнь человеческие эмоции.,0,Syntax
"Получивший звание магистра теологии антонини стал наставником нового поколения выпускников колледжа при Ватикане, где преподавал более 10 лет (версию 2).",0,Hallucination
Он отдал все свое состояние.,1,0
Он мне посветил фонариком.,1,0
"Автор рассказал об изменениях в книге, готовящейся им к переизданию.",0,Syntax
В ту ночь я беспокойно ворочалась на своем сундучке.,1,0
Нынешняя международная система допускает наличие нескольких идентичных знаков в рамках различных классов товаров и услуг.,1,0
"Если бы кто-нибудь из них пришел, все было бы иначе.",1,0
"Я прожил неделю и, несмотря на то, что не было там у меня ни одного знакомого человека, провел время чрезвычайно весело.",1,0
Уже дома измерил 37 градусов в качестве температуры.,0,Syntax
"Все зашумели, задвигались, заговорили.",1,0
"Хочешь, я возьму к себе в рюкзак твой спальный мешок.",1,0
В моем кошельке есть масса денег.,1,0
"С помощью каких объектов персонаж может взаимодействовать, завися от своего класса.",0,Syntax
"Засыпает она не скоро и не сразу, вздрагивает несколько раз.",1,0
Ты обязан за нее заплатить.,1,0
С начала года было выпущено 9 модификаций в различных комплектациях.,1,0
Другие улики не остались.,0,Semantics
"У него способности, у меня деньги.",1,0
Не переходи улицу в этом месте.,1,0
"Лауреат и дипломант многих театральных фестивалей, народный театр-студия решил обновить репертуар и в ближайшее время пригласит зрителей на премьеру спектакля.",1,0
Я этого не понял.,1,0
"Я видел, как ты шпионил за Томом.",1,0
У нас в институте проводятся лекции по истории искусств.,1,0
"Используя возможность показать свой взгляд на мир природы, художниками создаются произведения пейзажной живописи.",0,Syntax
"Скрывая Стефана у себя в доме, я рисковал жизнью.",1,0
"Раза три ездоки выравнивались, но каждый раз высовывалась чья-нибудь лошадь, и нужно было заезжать сначала.",1,0
Рядом с тарелкой лежали серебряный нож и маленькая вилка.,1,0
"Если что-нибудь случится не по нем, он вступает в бой.",1,0
Она быстро усвоила его приемы работы на станке.,1,0
Россия имеет дипломатические отношения со многими странами.,1,0
Неужели он кажется тебе бледным?,1,0
Сегодня отец еще не был дома.,1,0
"Музыка, рассказчик выключает вентилятор, заканчивается.",0,Syntax
"Борис перестал бывать у Элен, ежедневно получал укоризненные записки от нее и все-таки целые дни проводил у Ростовых.",1,0
Сама Поля могла ввернуть ― мало не покажется.,1,0
"Королева сказала портному, что он болван.",1,0
В 1930-х годах началось массовое общественное движение приверженцев Пакта.,1,0
"Хорошее, чем на самом деле, кето-форма является стабильной.",0,Hallucination
Я дал ему 100 рублей.,1,0
Прямо над моим окном поселились осы.,1,0
В сражении при Гастингсе англичане потерпели поражение.,1,0
Илья и Света поцеловались.,1,0
В 1959 году в память об этом на фасаде была установена доска с текстом.,1,0
"Парк, как правило, должен был стать лучшим пиком в проекте KBO 1995 года.",0,Semantics
Он скакал по комнате с мячиком в руках и валидолом во рту и пытался весело смеяться.,1,0
От него пахнет водкой.,1,0
"Часто темой ранних стихотворений Пушкина не столько были ситуации жизненные, сколько продиктованные жанром.",0,Syntax
Двух ошибок он не заметил.,1,0
"Нет, он меня не перебивал.",1,0
Он мне только казался.,1,0
Так что изменения климата будут ужасными для них.,1,0
Операцию делали ему в Москве.,1,0
"Вася сказал: ""Я купил тебе одну книгу"".",1,0
"Наблюдая за мимикой молчащей аудитории, опытному оратору становится ясна реакция слушателей на выступление.",0,Syntax
Сплошной просмотр текста обнаружил еще двенадцать опечаток.,1,0
"Удивительно, что он согласился.",1,0
Скачи в район к телефону — кричи в ГПУ на Каспийское море.,1,0
Будет ли речь об их роли в принятии воскресного закона в Америке?,1,0
"К сожалению, его нет дома.",1,0
"Я думаю, она, вероятно, откажется.",1,0
"Они садились на пригорке над водою тихого и темного канала, недалеко от запруды, у полуразвалившейся стены монастыря св. Редегонды, и беседовали подолгу.",1,0
"Как только я покажусь из-за угла, включайте камеру.",1,0
Звуков с улицы не доносится.,1,0
"Вспоминая эти встречи, мне приходит в голову одна мысль.",1,0
Мне слышится что-то родное.,1,0
"Медсестра часто знает дело лучше, чем врач.",1,0
"Я принимаю его таким, как он есть.",1,0
"А я считаю, что она нахалка.",1,0
"Получив назначение в Париж, у Чернышёва быстро завелись обширные знакомства в кругах французской знати.",0,Syntax
"Похорони меня, и выходи замуж...",1,0
"Мастерство погонщиков слонов в Индии издревле передавалось только от отца к сыну, посторонним секреты мастерства не раскрылись.",0,Syntax
В воскресенье шел дождь.,1,0
"Я объяснял, но он не понял.",1,0
В доме нет кошки.,1,0
"Я замечал человека, который переплыл Ламанш.",0,Semantics
Для приготовления изделий впервые с 2014 года прозвучали песни.,0,Hallucination
Мы принимаем по средам.,1,0
Только ты можешь дать мне счастье!,1,0
"Из всех четырех углов зала поднимались, красиво изгибаясь, лестницы белого камня, каким-то не сразу понятным поворотом сходившиеся к нависшему над залом балкону.",1,0
За одну вечернюю смену мы получили 20 тонн руды.,1,0
"Нам уже было известно, что он приехал и другие факты.",0,Syntax
Фильм впервые составил первый звуковой фильм актрисы Этель Берримор по голосу.,0,Hallucination
"Все было тихо, и только где-то в отдалении шумели поезда.",1,0
"Это аварийную посадку на Восточном побережье назвала компания, которая задержала людей.",0,Syntax
На подоконнике недалеко от двери сидела молодая красивая девушка и курила.,1,0
Только от вас я приму деньги.,1,0
Она назначила мне свидание в метро.,1,0
Она взяла с полки кастрюлю и поставила ее на плиту.,1,0
По крайней мере сын-изверг не спас себя отцеубийством: он был казнен вместе с другими.,1,0
Из Дураццо продолжается бегство миридитов.,1,0
Почему вы пришли только сейчас?,1,0
"Свадьба будет, скорее всего, в октябре.",1,0
Установка не работала и трех лет.,1,0
Возникло здание из темноты.,1,0
"Он вспоминал, как ее зовут.",1,0
Я нашла медвежонка поблизости от нашего лагеря.,1,0
"В среднем 15—19 метеоров в час наблюдается, на которых падают звезды с запада.",0,Semantics
Через три месяца появилась новая модель на рынке Германии.,1,0
Российские военные планируют запускать межконтинентальные ракеты с помощью новой сверхзвуковой ракеты THAD в 160 километров от места запуска.,1,0
Эту статью вам внима- тельно читать не надо.,1,0
Мы возвращались этой дорогой.,1,0
"Его смущение показало, что он это знал.",1,0
Разве мосты еще не сняли?,1,0
В какое время состоится встреча?,1,0
Клеопатра назначила смерть ценою своей любви.,1,0
"Не думаю, что Том знает кого-то, кто может это сделать.",1,0
"Соответствующий закон провёл несколько лет в министерствах, несмотря на стремление Владимира Путина принять его как можно быстрее.",1,0
"Впереди, возле багажного вагона, кто-то машет фонарем.",1,0
"Однако космонавты испытывают состояние невесомости, так как они как бы все время падают на Землю, но промахиваются.",1,0
Дети не спят из-за шума.,1,0
Я не стирала полотенце.,1,0
"Я заметила, что он действительно постарел.",1,0
"А в фильме Антон вообще просто раздавлен своим преступлением, когда он узнает о том, что Егор – это тот самый ребенок, которого он дал согласие убить.",1,0
Иногда слухи порождает недостаточная информированность работающих на предприятии.,1,0
Такую котлету мне не съесть.,1,0
Более тысячи человек подписали в этот ходтайства.,0,Syntax
Участнику деловой или туристической поездки в США для оформления визы необходимо представить пакет соответствующих документов.,1,0
Опциональные или альтернативные включения в инструкцию жюри заключаются с <>.,0,Hallucination
Мне предлагали написать на нее рецензию.,1,0
"Ввод воды Ввод воды с правильной техникой, подходящей для типа потолка.",0,Hallucination
Тебе рыжиков не попадалось?,1,0
Вечером у нас будут гости.,1,0
Он вернулся с работы совсем больной.,1,0
"Под влиянием сложных отношений, сложившихся в семье, мальчик получил склонность к меланхолии.",1,0
"Не мешай, у нас важный разговор.",1,0
"По воде идут круги, а прокурор в глубоком размышлении изумляется глубине общественной язвы.",1,0
"Для каждого драйвера есть части система, которая контролирует все драйверы.",0,Syntax
"Была в ней и скромность, и изящество, и достоинство.",1,0
"Естественно, коммерсанты категорически отрицают какую бы то ни было связь между двумя фирмами.",1,0
"Рядом с торговцами лежат их двойники, поглядывая, как бы чего не украли.",1,0
"В 1885 году В. Д. Поленов экспонировал на передвижной выставке девяносто семь этюдов, привезённым из поездки на Восток.",0,Syntax
Особенно летом в городе происходит многое.,0,Semantics
У нас так не разговаривают со своими друзьями.,1,0
"Какие Художники и художникы используют проекционный мэппинг как средство креативного изъявления, веря, что он входит на основу рисования?",0,Syntax
Я провожу вечера у радио.,1,0
Он будет играть в теннис завтра odpoledne.,0,Hallucination
Напрасно ты за нее огорчался.,1,0
Она принимает теорию гранулярного пламени.,1,0
"Знакомство Коншина с Леночкой Кременецкой, работавшей в другом институте, началось не совсем обычно.",1,0
"Я чувствую, что мне, кажется, придется уезжать.",1,0
"Волшебник — не благотворительная организация и не Красный Крест, чтобы немедленно приходить на помощь.",1,0
"Сын выбрал себе жену, какую ему вздумалось ― раз!",1,0
Я совершенно убеждён: каждый из двух братьев велики в своём актёрском мастерстве!,0,Syntax
Он принял командование полком.,1,0
На тёмной листве блестели дождевые капли.,1,0
Как я смогу получить эти книги?,1,0
"То, что Азеф был провокатором, говорилось многими авторами.",0,Syntax
В этом дне была какая-то особенная прелесть.,1,0
Директор принимает по средам.,1,0
"Идя вдоль берега, морской воздух приятно освежал наши лица.",0,Syntax
Он не опозорил семью женитьбой на служанке.,1,0
"Для человека, даже находясь в состоянии угнетения, тоски и грусти, очень важна вера в светлое будущее, в то, что всё непременно будет хорошо.",0,Syntax
Он был вынужден работать больной.,1,0
Хорошо бы он снова не выиграл.,1,0
Он сразу нас не одобрил.,1,0
Иван опять провалился на экзамене.,1,0
Оружие может быть повышено до максимального уровня 3.,1,0
В нашем лесу есть озеро.,1,0
Он кое-как справился с заданием.,1,0
"Для меня лично, и ты это знаешь, родственные узы не играют никакой роли.",1,0
Звуков с улицы не доносилось.,1,0
По участнику конкурса прыгало через ров.,0,Syntax
"Дай мне какую-нибудь книгу на эту тему, любую.",1,0
"Работа молодого актёра небезупречна, однако в силу его склонности к созданию целостного образа ему удалось подчеркнуть способность героя естественно откликаться на просьбы окружающих.",1,0
"Механизмы отказали, и ни одна подлодка не всплыла.",1,0
Участие в форуме столь представительной аудитории обусловлено глобальной важностью вопросов защиты и сохранения водных ресурсов страны.,1,0
"Надо всем стоял, как гора, роковой и неразрешимый вопрос: чем кончится у отца с братом Дмитрием пред этою страшною женщиной?",1,0
"Коля считает, что свадьба будет, скорее всего, в октябре.",1,0
Ты купила две бутылки молока или одну?,1,0
Художник нарисовал и любуется прекрасной картиной.,0,Syntax
"Надо тебе заметить, что в доме у нее порядок.",1,0
Потом поставил мокрое ведро рядом с фонарем и стал смотреть в сторону далекой пристани.,1,0
После этого они начали смеяться громко.,1,0
Необходимо было срочно пополнить запасы питьевой воды.,1,0
Сегодня в овощном были яблоки.,1,0
"Когда она смеялась, она их приподнимала.",1,0
"Трон достался Глостеру, убийце своего брата.",1,0
У нее голова трясется.,1,0
Иронический мюзикл по рассказам О. Генри покажет Театр сатиры.,1,0
Я имею сведения о передвижении войск противника.,1,0
Он не будет тормозить резко.,1,0
Я виделся с ней давно.,1,0
"Сомнения в нём были, раз хотели проверить.",1,0
"Следовательно, это было бы нарушением британского суверенитета для иностранного правительства совершить такое действие на британской территории без разрешения.",1,0
"Она села в самый дальний угол, я ее заметил совершенно случайно.",1,0
"Если вы этого хотите, он получит мое ружье.",1,0
Охранник стоял сбоку от президента.,1,0
"Тем не менее, один Кандидо Наварро якобы сфотографировал небольшой самолет и странные контралы, оставленные в ихслед, которые якобы содержали облачный реагент.",0,Morphology
"Он сказал, что живет в Сан-Франциско.",1,0
Вдали окруженный горами виднелся величавый Бешту.,1,0
Кто-нибудь из вас мог бы пойти туда.,1,0
Марк пытается учить китайский язык.,1,0
Чудовища оказались каждое на своем месте.,1,0
"Показавшаяся в двух местах нива с вызревавшим житом давала знать, что скоро должна появиться какая-нибудь деревня.",1,0
"Эти две женщины остановили меня от одного из самых необдуманных шагов, который я мог бы совершить.",1,0
Стаканы будут поставлены в шкаф.,1,0
Выстраивать на столь дрянном фундаменте какие бы то ни было имперские конструкции крайне опрометчиво.,1,0
Коля не находил своего ключа.,1,0
Короткое замыкание вызвало пожар.,1,0
Российские актеры впервые вышли замуж.,1,0
"Ну скажи, что он собой представляет?",1,0
Его рассказы пестрят междометиями.,1,0
Около больного стояла ваза с цветами.,1,0
Сосняк начинался молодой рощицей искусственной посадки.,1,0
"Я принял ваши возражения, но к сожалению, я не могу с ними согласиться воспринимается как логически противоречивое.",1,0
История не есть наука.,1,0
Он выбрал смирную лошадь.,1,0
Я дарил тебе свою книгу?,1,0
Именно тогда он получил пристрастие к азартной игре.,1,0
Книга была с особой целью продана студенту букинистом.,1,0
Это ваш учебник или мой?,1,0
"Я не заметил, что был ли кто-нибудь ещё так расстроен, как она.",0,Syntax
"Как известно, в определённый период развития естественно-научного знания его гуманитарная составляющая стремительно сокращалась.",1,0
В начале xvii века французский город Анже получил статус провинции французской области Ле-Ман.,1,0
В них отсутствует всякий намек на романтизм.,1,0
"Я прочел статью, и теперь все знаю.",1,0
Он сел подле своей жены.,1,0
"Говорите, кто вы такой!",1,0
"Я хочу, чтобы они зашли, когда ты /^спрятался.",1,0
"Не проходя по коридору этого этажа, мы поднялись более выше, где было несколько свежее, но тот же отвратительный, удушливый запах был и здесь.",0,Morphology
Машу побил ее муж.,1,0
"Нужно постоянно следить за их работой, держать наготове штат ремонтников.",1,0
"Желтухин сейчас же забился в угол, стараясь показать, что дешево не продаст жизнь.",1,0
"Ездить с Ферапонтом, постоянно преодолевать его плохое настроение – себе дороже, а отправиться одной – тоска.",1,0
Статья Джона в “Times” меня рассердила.,1,0
У нас в институте есть занятия по английскому языку.,1,0
Музыкальное произведение Шопена до сих пор популярно у любителей классической музыки.,1,0
Тут мы не вправе вступать ни в какую полемику.,1,0
"Просто так народ не будет не любить, это же очевидно.",1,0
"Если бы не низкие потолки, они бросились бы качать Отто.",1,0
"Интереса к его трудам не замечено, не наблюдается.",1,0
Он не справился с заданием.,1,0
"О каком хлебе речь, когда его давно нет в природе?",1,0
"И вы будете смеяться, но такие машины уже строятся аж с двух тысячи первого года.",0,Morphology
"Он курировал работу Исполнительного комитета миссионеров, Комитета всеобщего благосостояния и Центрального совета по делам печати.",1,0
В этой легкой куртке ты рискуешь простудиться.,1,0
Он не развлекает меня своими анекдотами.,1,0
В 6.30 доклад был уже написан.,1,0
"Каждый, кто читал повесть А.С. Пушкина «Капитанская дочка», сочувствуют главным героям.",0,Syntax
Поход на пляж не должен окончиться неприятностями.,1,0
"Инопланетяне имеют сегментированные, бледистые хвосты.",0,Morphology
Она ходила в баню по субботам.,1,0
Он до сих пор встречается со своими школьными друзьями.,1,0
"Слезливый гуманизм знаком каждому, а нам нужен реальный, помогающий и поддерживающий.",1,0
"Он испуганно обвел глазами дома, как бы опасаясь в каждом окне увидеть по атеисту.",1,0
Он выбирает себе жену из казачек.,1,0
"Максим Максимыч упрекает Печорина в том, что почему он охладел к Бэле.",0,Syntax
Ты должен взять себе тренера.,1,0
На столе были книги и журналы.,1,0
"У нас есть лозунг ""За здорового советского старика!""",1,0
"Энди Уорхола написала свою работу в 1986 году на автосалоне ""Автомобили"".",0,Syntax
"Я порвал пиджак, зацепившись за гвоздь.",1,0
"Заядлый рыбак этот Сашка: выезжая с руководителем своего предприятия на лед, топил уже три машины, но сам уцелел при этом.",1,0
Теперь уравнение имеет следующий вид.,1,0
Картины старых мастеров лучше смотрятся на расстоянии.,1,0
"Она никого не хотела иметь возле себя, даже животных.",1,0
"Есть предметы, о которых можно иметь неверное или недостаточно точное понятие — без прямого ущерба для жизни.",1,0
"Имеются признаки, что условия жизни у нас действительно переменятся.",1,0
Это не должно повториться!,1,0
Женский фольклор признан самым сложным в мире по версии ученых.,1,0
Вблизи дороги стоял трактор.,1,0
"Это такой человек, ты его ни за что не переспоришь.",1,0
Исходный код программы требовал доработки.,1,0
Эти вопросы глубоко и всесторонне не были продуманы.,1,0
С первых дней эскадрилья была введена в войну в Словении.,1,0
"Коля считает, что защита состоится, скорее всего, в октябре.",1,0
Последнее пять человек пришло.,0,Syntax
"Вчера обнаружилось, что преступник на свободе.",1,0
Илья и Света поцеловали друг друга.,1,0
Сытный тётушкин суп понравился всем детям.,1,0
Внешне он ничем не отличался от многочисленных остальных гостей-мужчин.,1,0
"Перед началом тренировки сделайте несколько глубоких вдохов, чтобы успокоиться и настроить себя на нужный лад.",1,0
"Когда они зашли в него, то поразились еще больше.",1,0
Иван не пошел на концерт.,1,0
"Иван Иваныч протяжно вздохнул и закурил трубочку, чтобы начать рассказывать, но как раз в это время пошёл дождь.",1,0
Его больше нет на свете.,1,0
Ради неё сядь в машину и поедь вперёд.,0,Morphology
"Люда приехала, чтобы покупать масло самой.",1,0
"Раздражительность — это склонность несоразмерно реагировать на обыденные раздражители, выражая в словах и поступках недовольство и неприязнь к окружающим.",1,0
Лёшка протянул мне обрывок газеты и сказал: «Читай».,1,0
Есть у нас в Покрове одна удивительная женщина.,1,0
"Название отшельника Уолтера Шэрмана, который в своей книге описывает ""нахождение"" что угодно.",0,Syntax
В комнату вошел мой адвокат.,1,0
"Вопреки распространённого мнения, лучшие рестораны Франции находятся вовсе не в Париже.",0,Syntax
"У каждого драйвера тщательное контролирование часть системы, известная как восстановительный сервер.",0,Syntax
Хутор лежал вдалеке от железной дороги.,1,0
Развал нашей лаборатории –– вина заведующего.,1,0
Теперь появился новый лекарственный препарат.,1,0
"Отправиться бы нам на море, захватив с собой детей.",1,0
"Мы были с тобой одни в нашем большом, светлом и теплом доме.",1,0
Даже лебеда не выросла.,1,0
После неудачного смягчения санкций против Ирана после приговора Каддафи прекратить программу производства оружия массового поражения.,0,Hallucination
Для него не существовал общезаводской распорядок дня.,1,0
"Эй, ты в шляпе, подойди сюда!",1,0
Они не замечали меня.,1,0
Он не дошел двух километров до деревни.,1,0
Иван Франко развелся с женой после 30 лет брака.,1,0
Ваня весит сейчас 108 кг.,1,0
Пассажиры приглашаются в салон.,1,0
Я взял из его портфеля свои собственные книги.,1,0
Дорожные службы отчитались о доходах: деньги ушли в около десяти километров дороги.,0,Syntax
"Буддизм, члены королевской семьи и знать совершали в монастырь соревнований на борту, несколько раз уходили в Монастир.",0,Hallucination
В детстве и отрочестве разговоры о гербах меня раздражали.,1,0
"Солдаты сидели у костра, а немного поодаль стояли составленные вместе ружья.",1,0
Путешествие отвлечет его от себя.,1,0
Сбор исходных данных и оценка технического состояния труб для проектирования новых теплосетей позволят провести качественный ремонт к началу отопительного сезона.,1,0
Я не ел ветчины.,1,0
Он обязательно назначит ей свиданье.,1,0
Лейтенант-коммандер Ходжкинсон получил приказ быть готов к взлету.,1,0
Сегодня ситуация кардинальным образом изменилась впервые с 11сентября 2001 года.,1,0
"Мне кажется, что кто-то пришел.",1,0
Кто находил этот кошелек?,1,0
Он часто сюда приходит.,1,0
Он готов умереть за тебя.,1,0
Несмотря на что Иван пришел на спектакль?,1,0
"Мы были знакомы всего несколько дней, но у меня сложилось впечатление, что он порядочный человек.",1,0
Тут нет моего мобильника.,1,0
Они считали его талантливым.,1,0
Я говорю с Машей.,1,0
Вблизи монастыря богатый отобрал у нищего свинью.,1,0
"Ливерий, в просторечии Ливка, рос сорванцом, обнаруживая разносторонние и незаурядные способности.",1,0
Они давно живут в Стрелецке.,1,0
"Получила письмо из дома — мать написала, что все в порядке.",1,0
"В прошлом году дом был желтым, а потом его покрасили в красный цвет.",1,0
А вот Марат Сафин после турнира в «Куинс-клубе» не покидал Альбион.,1,0
"Он вспомнил, что ее зовут Татьяна.",1,0
Отец уговорил Ивана не вмешиваться в конфликт самому.,1,0
Сотрудники лесничества и пожарные совместными усилиями потушили разгоревшийся в болотистой местности крупный природный пожар.,1,0
"Похоже, что он выиграет.",1,0
"Собака уже несколько часов стояла около облупившейся грязной стены, ожидая своего хозяина.",1,0
"Дом был старый, добротный, и Никита Петрович решил остановиться именно здесь.",1,0
Новый ключ открыл дверь без труда.,1,0
Отмель врезалась в море.,1,0
Я очень гордился своим отцом.,1,0
"Люблю, когда люди рады, особенно люблю, когда я помогаю им быть радыми, вот.",1,0
"Утром я сажусь в седло и с одной собакой, с ружьем и с рогом уезжаю в поле.",1,0
Он мог хоть что-нибудь для нее сделать.,1,0
Нельзя ни с кем не общаться.,1,0
Он получил зарплату в пятьсот рублей.,1,0
Ставлю сковородку на слабый огонь.,1,0
Я просил ее быть готовой взять всю церемонию на себя.,1,0
"Сознайтесь, однако ж, что Максим Максимыч человек достойный уважения?",1,0
"Все, кто однажды почувствовал вкус поэтического слова, не сможет разлюбить поэзию.",0,Syntax
Ты и учителя старших классов остаются.,0,Syntax
Храбрость Ивана проявилась в первом же бою.,1,0
"В 2016 году китайская компания изменила логотип ""Светлого пути"", чтобы конкурировать с ney World Group на национальном телевидении.",1,0
"Такой человек, если его обидят, не стерпит.",1,0
"До появления Интернета никакая технология иопыт в человеческой истории не распространялась ещё так широко, быстро и глубоко, как сейчас.",0,Syntax
Балка не упирается в стену.,1,0
Умер американский генерал республиканской армии Джефферсон Монсон (1801— 1865) после операции по удалению рака печени.,1,0
Я готов помочь любому из них.,1,0
"Ему не повезло, что он встретил эту женщину.",1,0
