premise,hypothesis,label,confidence,variability,correctness,forgetfulness,category
"В управляющей компании зря надеются, что подобные действия могут пройти безнаказанно.",Подобные действия могут пройти безнаказанно.,not_entailment,0.8212752427373614,0.1902198376642869,7.0,0.0,ambiguous
"Однако, несмотря на это, горожане не проявили бдительности. В одном случае потерпевшему на мобильный телефон позвонил неизвестный. Незнакомец пояснил, что хочет вернуть деньги, которые случайно снял с карты его сестры.",Потерпевший стал жертвой мошенника.,entailment,0.7623534883771624,0.22017049410070363,5.0,0.0,ambiguous
"Итальянский астронавт Лука Пармитано вынужден прекратить выход в открытый космос и вернуться на станцию из-за проблем в системе жизнеобеспечения скафандра, сообщает сайт НАСА. По данным американского сайта, в лицевой части скафандра у астронавта скопилась влага, которая мешает ему работать. Некоторое время американские специалисты пытались понять, из какой системы произошла утечка, однако установить точно не смогли, поскольку в системе жизнеобеспечения скафандра много систем с жидкостью.",Итальянский астронавт Лука Пармитано столкнулся с непредвиденными трудностями в открытом космосе.,entailment,0.8049739386354174,0.20452859004971757,6.0,0.0,ambiguous
"Ходатайство о продлении заявила адвокат задержанной, отметив, что следствием не были предоставлены документы, характеризующие личность задержанной.",Адвокат задержанной отметила просчёт в работе следствия.,entailment,0.7552980014256069,0.24400147099354264,5.0,0.0,ambiguous
"В одной из комнат он нашел икону, которую забрал с собой, чтобы продать. Но затем передумал и вместо того, чтобы продать ее на рынке, отнес икону в один из храмов. Настоятель, которому мужчина предложил похищенное за символическую плату, отказался забирать икону.",Похититель продал икону в храм.,not_entailment,0.7973441396440778,0.16397668969340762,7.0,0.0,hard-to-learn
"Вы имеете в виду выборы любого уровня? - Да, я считаю, что выборы любого уровня, кроме выборов президента. Потому что прямые выборы президентов – это одно.",Разговор касается выборов.,entailment,0.870710802929742,0.18984268540885227,6.0,0.0,ambiguous
"""Около 200 человек эвакуированы из корпуса факультета биологии МГУ в связи с пожаром в подвальном помещении, сообщили """"Интерфаксу"""" в ГУ МЧС России по Москве. """"Пожарные прибыли по адресу: Воробьевы горы, 1 строение 12, где горит трансформаторная подстанция в подвале биологического факультета МГУ"""", - сказал представитель управления. По его словам, тушение осложнено, так как напряжение пока не отключено.""",Полностью сгорел подвал биофака МГУ.,not_entailment,0.777877688407898,0.1756910090018532,7.0,0.0,ambiguous
"Он проводит невидимую грань между настоящим и будущим. В эти минуты все мы подводим главные итоги года, вспоминаем самые важные события. В эти мгновения мы с волнением ждем добрых перемен.",В эти минуты все мы подводим друг друга.,not_entailment,0.7461481094360352,0.20980295437320712,6.0,1.0,ambiguous
"Как выяснилось, женщина выпала из окна собственной квартиры.",Женщина упала из окна квартиры.,entailment,0.8702867201396397,0.17687086332632782,6.0,0.0,ambiguous
"Чиновники обещают, что все бригады будут функционировать в круглосуточном режиме «Повышенной готовности».","Есть вероятность, что все будет так, как обещали чиновники.",entailment,0.80404822741236,0.2338683284472025,6.0,0.0,ambiguous
"""Как сообщил судья, в больнице на его запрос сообщили, что лидер """"Левого фронта"""" проходит лечение в терапевтическом отделении с диагнозом """"язвенная болезнь"""" и его участие в рассмотрении его жалобы об аресте нецелесообразно. По словам судьи, Удальцова должны выписать 6 января. Адвокаты подтверждают эту информацию, и добавляют, что лечение в клинике не будет зачтено их подзащитному в срок ареста, поскольку соответствующее решение суда было обжаловано и не может вступить в силу.""",Адвокаты подтверждают дату выписки Удальцова.,entailment,0.892393444265638,0.1662871717456979,7.0,0.0,easy-to-learn
"""Возраст людей определить не смог. Их лица были закрыты капюшонами, - рассказал журналисту """"Комсомольской правды""""-Саратов один из автолюбителей, проезжавших на мосту. - Со стороны обоих городов образовалась пробка, так как прибывшие машины спасателей и полиции перегородили полосу движения.""",Люди прятали лица под капюшонами.,entailment,0.5700135614190783,0.37282938591761133,3.0,0.0,ambiguous
"На заседании областного Совета при губернаторе по развитию физической культуры и спорта чиновники отметили, что прошедший год был для отрасли успешным.",Прошедший год был для отрасли лучшим.,not_entailment,0.6352985756737846,0.18234831392170087,6.0,1.0,ambiguous
"Как установили следователи, обвиняемый потребовал, чтобы бомж вернул долг их общему знакомому, а, услышав отказ, схватил его за горло и задушил. - Чтобы скрыть следы преступления, мужчина поджег дом и скрылся. Эксперты установили, что пострадавший умер насильственной смертью.",Обвиняемый поджег дом.,entailment,0.8555134279387338,0.17404272574518675,7.0,0.0,easy-to-learn
"Конечно, с мешком подарков. Инспекторы останавливали водителей и проверяли их по базам на наличие административных нарушений. Если в течение года водитель был дисциплинированным, ничего не нарушал, получал подарок от Деда Мороза.",Инспекторы принимали подарки.,not_entailment,0.7414601743221283,0.2227672452814662,5.0,1.0,ambiguous
"Документы снова вернутся на рассмотрение, поскольку Верховный суд поддержал апелляцию прокуратуры на оправдательный приговор.",Верховный суд завернул апелляцию.,not_entailment,0.8090236612728664,0.1737606258722623,7.0,0.0,hard-to-learn
"""Верзилов отметил, что его жена в целом удовлетворительно оценивает условия, в которых сейчас находится. """"Она говорит, что достаточно мало видела, поскольку больница большая, но в целом она удовлетворена отношением сотрудников, наличием нормального оборудования"""".""",Верзилов рассказал о впечатлениях жены от больницы.,entailment,0.9028731073651995,0.16029347206577776,7.0,0.0,easy-to-learn
"Родственники жили в одном доме, но отношения не складывались.","""Родственники проживали под одной крышей, но """"Лады"""" у них не было.""",not_entailment,0.8569069845335824,0.14968793353092297,7.0,0.0,easy-to-learn
"""Главный тренер мужской сборной России по баскетболу Василий Карасев извинился перед болельщиками за неудачное выступление национальной команды на чемпионате Европы в Словении и выразил уверенность в том, что выбранный курс развития принесет результат в будущем. """"Хочется извиниться перед болельщиками. Потому что российская команда имеет такие традиции, такие победы, а выступление получилось, действительно, провальным.""",Василий Карасев принес болельщикам извинения.,entailment,0.9036708133561271,0.1466003004962504,7.0,0.0,easy-to-learn
"Но из-за сложного материального положения он не смог вернуть деньги. Вскоре, ему стали звонить коллекторы, они требовали вернуть долг. Звонки не прекращались долгое время, а потом звонить стали на телефон его мамы.",Коллекторы перестали звонить ему.,not_entailment,0.8706745164734977,0.15656198567269833,7.0,0.0,easy-to-learn
"Российские законодатели напомнили, что российские сироты не окажутся в однополых британских семьях, поскольку это запрещает недавно принятый в России закон.",Недавно принятый в России закон не позволит британским однополым парам воспитывать российских сирот.,entailment,0.8149109695638929,0.2079810115721364,6.0,0.0,ambiguous
"Изначально сообщалось, что хищная птица больше никогда не сможет летать и проведет всю жизнь в неволе. Однако сотрудники центра решили не мириться с обстоятельствами и дать ястребу шанс вновь взмыть в небо. - Ястребу, спасенному военными, решили попробовать спасти крыло, наш хирург собрал косточки и теперь будем надеяться, что у птицы присутствует большое желание жить, - сообщили работники приюта.",Ястреба спасли школьницы.,not_entailment,0.804162723677499,0.1680880444485019,7.0,0.0,hard-to-learn
"""""""Я был рожден в тюрьме, где я не могу свободно выражать свое мировоззрение"""", - сказал он. """"Нападения носили превентивный характер, и поэтому я не признаю за собой уголовной вины"""", - сказал он, добавив: """"Я должен быть освобожден"""". По его словам, он повторил бы все снова, поскольку им двигало добро, а не зло.""","По его словам, им двигало добро, а не зло.",entailment,0.8781343698501587,0.1747420254821907,6.0,0.0,easy-to-learn
"Это ДТП попало на запись авторегистратора одного из очевидцев, видео выложили в сеть (в группу «ЧП-Красноярск»). Как рассказали свидетели того, как все случилось, 75-летнего мужчину сбили, когда он переходил дорогу не по светофору, и не по переходу. Возможно, водитель автобуса его попросту не заметил, так как было уже совсем темно.",75-летний мужчина попал под автобус.,entailment,0.8666223585605621,0.19199904563291006,6.0,0.0,ambiguous
"Предприниматели продолжают устанавливать незаконные постройки, однако власти города на примере Сенной площади уже доказали, что лучше не спорить и убрать свое добро самостоятельно.",Предприниматели иногда возводят строения незаконно.,entailment,0.5008731484413147,0.26267775421501904,2.0,0.0,ambiguous
"""""""У нас есть возможность запретить работающим людям получать пенсию. Но нужно делать это очень аккуратно, потому что если человек хочет работать, то пусть работает, конечно"""".""","""""""Запрещать работающим людям получать пенсию нужно очень аккуратно, потому что пусть люди работают"""".""",entailment,0.899211015020098,0.14488020559429052,7.0,0.0,easy-to-learn
"""""""Я просто хотела попробовать покрытие, хотела выступить на чемпионате России и провериться - у меня было мало стартов в этом сезоне. Я то болела, то ногу лечила, поэтому не могла сделать столько стартов, сколько мы планировали с тренером. Здесь я хочу просто попрыгать в удовольствие, так как норматив у меня есть"""".""","Мы с тренером планировали меньше стартов, чем я сделала в этом сезоне.",not_entailment,0.6330982233796801,0.21521715267952288,4.0,1.0,ambiguous
"В конце года итоги подводят все службы. Не исключение и комитет природных ресурсов. Они посчитали количество рейдов и то, сколько удалось взыскать с нарушителей.","Комитет природных ресурсов определил, сколько удалось взыскать с нарушителей.",entailment,0.9058092406817845,0.1621263150558345,7.0,0.0,easy-to-learn
"Прибывшие на место стражи порядка следов взлома не обнаружили. Однако установили, что злоумышленник проник в помещение через незапертую форточку. На окне он оставил свои отпечатки пальцев, по которым полицейские и нашли причастного к краже мужчину.",Мужчина не смог пролезть в форточку.,not_entailment,0.773710915020534,0.1460388718852721,7.0,0.0,hard-to-learn
"Как утверждает сама Якуб, она познакомилась с бывшим главой МВФ летом 2012 г. — после окончания скандала вокруг ареста ДСК по обвинению в изнасиловании горничной нью-йоркского отеля Sofitel Нафиссату Диалло. Уголовное дело тогда развалилось, поскольку обвинение не смогло доказать достоверность показаний потерпевшей.",Потерпевшая не дала показаний.,not_entailment,0.7727017147200448,0.1668950227202431,7.0,0.0,hard-to-learn
"Означает ли введение такой маркировки, что продукты с растительными добавками полностью исчезнут с прилавков наших магазинов?",Продукты с растительными добавками полностью исчезнут с прилавков наших магазинов.,not_entailment,0.848498250756945,0.1703448760179436,7.0,0.0,easy-to-learn
"""Эта реплика пришлась не по душе экс-министру финансов Алексею Кудрину, который сказал журналистам, что """"это отношение к протесту неверное, я с таким отношением не согласен, потому что сотни тысяч людей не вышли бы (на митинги за деньги - ИФ)"""". Впрочем, сам В.Путин, несмотря на возросшую политическую активность бывшего соратника по правительству, по-прежнему считает его другом и членом своей команды, которому еще найдется место в строю. В общем и целом, по словам премьера, протесты в рамках закона полезны, потому что не дают чиновникам расслабиться (""""потому что власть далеко не всегда правильно себя ведет и адекватно отвечает на вызовы времени""""), но уклон в сторону """"цветных революций"""" недопустим (""""позволить себя втянуть в какие-то схемы по дестабилизации общества, вот это, мне кажется, неправильно"""").""",Кудрину реплика понравилась.,not_entailment,0.7131255396774837,0.20402156998111892,6.0,1.0,ambiguous
"""Люди спешили подняться на поверхность, чтобы уехать на работу наземным транспортом. - На """"Ладожской"""" коллапс! Автобусы не могут закрыть двери, маршрутки битком, - пишут очевидцы.""","""Маршрутки на """"Ладожской"""" переполнены.""",entailment,0.8013304088796888,0.23164406591057057,5.0,0.0,ambiguous
"После этого мужчина развернулся и поспешно покинул здание вокзала. Стражам порядка такое поведение показалось подозрительным, и они задержали мужчину. При личном досмотре, выяснилось, что у него в нагрудном кармане лежат семь патронов.",Мужчина украл из здания вокзала семь патронов.,not_entailment,0.812606292111533,0.18423734826668153,7.0,0.0,ambiguous
"О стихах Галины Колесниковой говорить легко и трудно. Легко – потому что это истинная поэзия, идущая от сердца к сердцу. Трудно – потому что автор особенный, пребывающий в поэтической зрелости.","Про стихи Галины Колесниковой говорить и просто, и непросто.",entailment,0.8959984013012477,0.16115065374719806,7.0,0.0,easy-to-learn
"""Сделка по продаже 80% ОАО """"Распадская"""" может не состояться в этом году, сообщил журналистам источник, знакомый с ходом переговоров. """"Есть вероятность, что сделка не состоится. Есть вопрос с ценой, поскольку здесь существует сильное расхождение"""", - сказал он.""","""Ведутся переговоры по продаже 80% ОАО """"Распадская"""".""",entailment,0.9013510942459106,0.15812967136066627,7.0,0.0,easy-to-learn
"Следствие выяснило, что с мая по июнь 2015 г. к одной из специалистов-экспертов обратилась тюменка с просьбой помочь ей в государственной регистрации права собственности на земельные участки в деревне Дербыши Тюменского района. Разумеется, за взятку. Та согласилась и обратилась к своей коллеге за помощью.",Тюменка предложила взятку.,entailment,0.8983524356569562,0.16879935572866647,7.0,0.0,easy-to-learn
"Она рассказала, что поймала на дороге машину, чтобы поехать на работу.",Она не хотела на работу.,not_entailment,0.841805807181767,0.14023518997267612,7.0,0.0,easy-to-learn
"В Ульяновскую область пришли снегопады, и в ближайшие дни, по сообщениям синоптиков, погода только ухудшится: к осадкам присоединятся резкое понижение температуры, метели и гололедица. Ульяновские госавтоинспекторы настоятельно советуют водителям воздержаться от поездок по области на личных автомобилях. Если вам все же придется выехать, то стоит придерживаться некоторых правил: быть внимательными на дорогах, так как видимость может ухудшиться, проявлять бдительность около остановок общественного транспорта и на «зебрах», не превышать скорость, тормозить заранее.",Ульяновскую область ждет ухудшение погоды.,entailment,0.858090341091156,0.17134451005914547,6.0,0.0,easy-to-learn
"Двоих преступников, которые похищали фары с дорогих машин, задержали иркутские полицейские.",Иркутские полицейские нашли все украденные фары с дорогих машин.,not_entailment,0.8341853788920811,0.1674278041703788,7.0,0.0,hard-to-learn
"«Мясо конины, обрезки с голов, мясо не прошедшее ветеринарную лабораторию, вместо мяса здоровой туши говядины! В столовых помещениях при варке этого мяса стоит ужасная вонь! Кладовщики и рабочие боятся жаловаться, так как их сразу уволят!», - говорится в сообщении.",Кладовщики боятся жаловаться.,entailment,0.9124681268419538,0.15632815164724323,7.0,0.0,easy-to-learn
"""Вот так мурманский кот остался без опеки перед 20-летием. Старика передали волонтерам, которые нашли у него тяжелую хворь. - Врачи называют эту болезнь """"дорогой в никуда"""", потому что лечению она не поддается.""",Мурманский кот неизлечимо болен.,entailment,0.823005667754582,0.22448863053238596,5.0,0.0,ambiguous
"Прежде чем обратиться в суд за разделом имущества, супруги могут самостоятельно договориться. В этом случае оформляется соглашение о разделе общего имущества супругов. Данный вариант является более предпочтительным, поскольку супруги, в том числе и бывшие, сами определяют имущество, которое достанется каждому из них в результате раздела.",Супруги могут договориться до судебного раздела имущества.,entailment,0.8703914540154594,0.18210302789284366,6.0,0.0,ambiguous
"И все эти люди размещали в интернете объявления о том, что их питомцы потерялись. На объявление откликался мужчина. Он говорил, что вернет любимца хозяину.",Мужчина украл всех потерявшихся питомцев.,not_entailment,0.8476096136229379,0.15245117727636015,7.0,0.0,easy-to-learn
"""""""Мы, к сожалению, не слышали каких-то заявлений, связанных с этим судебным процессом, и особо за ним не следим, честно говоря"""".""",Судебный процесс закончился.,not_entailment,0.8563534532274518,0.13911934101094328,7.0,0.0,easy-to-learn
"""Трое пострадавших были доставлены в больницу с ожогами разной степени тяжести. """"От полученных телесных повреждений подозреваемый скончался в больнице. Девушка и парень находятся в лечебном учреждении, где им оказывается необходимая медицинская помощь"""".""",Подозреваемый скончался от ожогов.,entailment,0.8845295565468925,0.1662784165452749,7.0,0.0,easy-to-learn
"Подробности преступления рассказали в Следственном комитете по Кировской области. Известно, что пенсионерка работала на местного предпринимателя - принимала ягоды и грибы, которые собирали местные жители, а потом отправляла их на продажу. Ее односельчанин знал, что у женщины с собой крупная сумма денег, а поскольку сам он нигде не работал, решил ее ограбить.",Пенсионерка работала на приемке ягод и грибов.,entailment,0.8889140018395015,0.18061387160268103,6.0,0.0,ambiguous
"По традиции мы отмечаем их в семейном кругу. Желаем родным и близким людям счастья. Провожая уходящий год, каждый из нас вспоминает его яркие моменты, надеется на добрые перемены и мечтает о будущем.",Каждый из нас мечтает о будущем в семейном кругу.,not_entailment,0.7309491889817374,0.23833035094050486,6.0,1.0,ambiguous
"Молодого человека, который явно только-только употребил наркотическое вещество, обнаружили в подъезде одного из домов.","Молодой человек, употребивший наркотик, был обнаружен в подъезде одного из домов.",entailment,0.8396116409982953,0.16506137512019475,7.0,0.0,easy-to-learn
"""Боксер Денис Лебедев не исключил, что в команде Александра Поветкина есть предатель, который мог «подсыпать» ему допинг. Напомним, ранее стало известно, что перед боем за титул """"временного"""" чемпиона мира по версии Всемирного боксерского совета (WBC) с канадцем Бермейном Стиверном в допинг-пробе россиянина был обнаружен запрещенный препарат остарин. В результате бой был отменен, так как соперник отказался его проводить.""",Поветкина могли предать.,entailment,0.7940448565142495,0.27690319266099034,5.0,0.0,ambiguous
"Угрозы распространения огня на рядом стоящие постройки не было. Зато была информация о том, что внутри горящего сарая находятся животные.",Горел сарай со свиньями.,not_entailment,0.8434203352246966,0.14953301250465062,7.0,0.0,easy-to-learn
"Ведомство направило официальные письма руководителям отделов безопасности самоуправлений, в которых разъясняют их действия.",Ведомство направило разъяснительные письма.,entailment,0.8671253280980247,0.17463866962789845,6.0,0.0,easy-to-learn
"Мужчины знали, что у бизнесмена всегда при себе имеются деньги.","Мужчины знали, что бизнесмен носит с собою деньги.",entailment,0.8124323529856545,0.20207640267216587,6.0,0.0,ambiguous
"Приятная новость для тех, кто задумывался об ипотеке, но по разным причинам пока не решался: банковский сектор чутко реагирует на ситуацию и старается предлагать более широкие возможности для клиентов.",Есть плохая новость.,not_entailment,0.7857781563486371,0.17442665419521283,7.0,0.0,hard-to-learn
"Видимо, ему стало скучно в незнакомом городе, и он решил развлечься. Мужчина посчитал, что его не найдут, позвонил в полицию и рассказал, что одна из улиц города заминирована. - Сотрудниками полиции данный звонок был проверен, установлено, что вызов ложный, возбуждено уголовное дело, - комментируют в пресс-службе суда.",Одна из улиц города была заминирована.,not_entailment,0.7717685444014413,0.2237541237437897,6.0,1.0,ambiguous
"""""""А я никогда не был на этом телеканале, не видел его"""", - сказал """"Интерфаксу"""" Говорухин в пятницу. Также в Твиттере есть высказывания якобы от имени режиссера про изменение состава директоров """"Эха Москвы"""". """"Это тоже бред, я не мог этого заявить, потому что считаю, что это самая талантливая радиостанция, хоть я во многом с ней не согласен, на мой взгляд, она не полезна делу, которым я занимаюсь"""".""",В Твиттере появились высказывания якобы от имени режиссера Говорухина.,entailment,0.9006887589182172,0.14733406056106532,7.0,0.0,easy-to-learn
"Он предложил знакомому помочь устроить его сына в вуз за кругленькую сумму, но все оказалось обманом.",Он обманул знакомого.,entailment,0.7276909393923623,0.23376290443791334,5.0,0.0,ambiguous
"""""""Если эти документы там есть, то, скорее всего, для передачи в Арбитражый суд Тюменской области эти документы будут изыматься. Либо они, либо копии будут заверяться прямо на месте в офисе"""", - уточнил он. """"Компания злоупотребляет нашими правами, потому что несколько раз пристав выносил постановление, обязывающее компанию предоставить документы, но компания не реагировала на них никаким образом"""".""",Несколько раз пристав обязывал компанию предоставить документы.,entailment,0.8799951331956046,0.16226640289076633,7.0,0.0,easy-to-learn
"""""""Я попросил их продолжать работу и не снижать темпов, крайне противно было"""", — посетовал глава президентской администрации. """"Ну, терпел. Я не подавал виду, потому что я понимал, что если я начну подавать вид, это приведет к настороженности и попытке замести следы"""", — добавил он.""","Глава президентской администрации признался, что ему было крайне противно не снижать темпов.",not_entailment,0.7141011953353882,0.23769007558250654,5.0,0.0,ambiguous
"От полученных повреждений он скончался на месте. Затем пенсионерка спрятала тело. Известно, что она сейчас нигде не работает и раньше уже имела проблемы с законом.",Пенсионерка прячет уже не первый труп.,not_entailment,0.6891437641211918,0.22362159599029208,5.0,1.0,ambiguous
"""""""Думаю, нужно будет смотреть в каждом конкретном случае, так как не любое здание годится в качестве жилого дома"""", - заявил Шаронов в интервью """"Российской газете"""", которое будет опубликовано во вторник.""","""Шаронов взял интервью у редактора """"Российской газеты""""""",not_entailment,0.8216019187654767,0.17898446514094946,7.0,0.0,ambiguous
"После того как клиент оформит подписку на сервис, он будет получать уведомления о наличии штрафов автоматически.",Клиент может подписаться на автоматическую оплату штрафов.,not_entailment,0.7586244685309274,0.16455740299407062,7.0,0.0,hard-to-learn
"Напомним, во всех школах города сегодня отменили занятия, малышей в детсады не принимают.",Малышей ждут в детсадах.,not_entailment,0.7615493323121753,0.19037899392033264,6.0,1.0,ambiguous
"В одной из комнат он нашел икону, которую забрал с собой, чтобы продать. Но затем передумал и вместо того, чтобы продать ее на рынке, отнес икону в один из храмов. Настоятель, которому мужчина предложил похищенное за символическую плату, отказался забирать икону.",Настоятель храма не купил икону.,not_entailment,0.869657610143934,0.15203509268615106,7.0,0.0,easy-to-learn
"Оказалось, злоумышленник проник в дом, пока хозяин отсутствовал — с середины декабря его не было.",Злоумышленник пробрался в сад.,not_entailment,0.8412912913731166,0.14940558844638235,7.0,0.0,easy-to-learn
"В комнате горела мебель и вещи. Площадь пожара оказалась невелика – всего один квадратный метр. Однако и этого оказалось достаточно, чтобы пострадали люди.",В комнате горела лампа.,not_entailment,0.8414689132145473,0.1567386434745138,7.0,0.0,easy-to-learn
"""А вот один из фаворитов гонки среди грузовиков Алеш Лапрайс выбыл из борьбы за победные места на """"Шелковом пути"""". В самом разгаре специального участка  у него сломалась машина, и он вынужден был попроситься на асфальт. """"У нас сломался один из электрических вентиляторов, мы вынуждены были остановиться, так как вся система охлаждения полетела"""".""",Система охлаждения испортилась.,entailment,0.8836279681750706,0.17868319375501354,7.0,0.0,ambiguous
"Эвакуировать никого не пришлось, в заведении был выходной.","Был выходной, эвакуировали только сотрудников.",not_entailment,0.8486918977328709,0.16410011942117117,7.0,0.0,easy-to-learn
"Новшеством в этом году станет установленное электронное табло, на котором будут отражаться данные о температуре воды и воздуха.",Табло станет новшеством.,entailment,0.8994219941752297,0.17986763492031,6.0,0.0,ambiguous
"""""""Под амнистию обязательно должны попасть фигуранты """"болотного дела"""" и, само собой, фигуранты """"дела ЮКОСа"""" — сколько можно их там терзать"""", — сообщила она. Со своей стороны, адвокат Ходорковского Вадим Клювгант сказал """"Интерфаксу"""", что принятие решения об амнистии для его клиента будет зависеть от политической воли тех, кто на такое решение уполномочен. """"Я не уверен, что это будет единственный проект (амнистии), потому что ничего не мешает другим субъектам подготовить свой"""".""","""Обсуждается вопрос об амнистиях для фигурантов """"болотного дела"""" и """"дела ЮКОСа"""".""",entailment,0.8646369576454163,0.17809382522559095,7.0,0.0,ambiguous
"Полицейским показалось, что парни похожи на тех, кого описывали в ориентировке, и они попытались задержать парней. Те, однако, вырвались, водитель ударил по газам. Машина рванула с места, и полицейские устроили за ней настоящую погоню.",Парни вырвались.,entailment,0.8750436348574502,0.1850913971225934,6.0,0.0,ambiguous
"Съезд является важным политическим событием в жизни страны. Наши делегаты получили прекрасную возможность высказать свою позицию. Они поделились опытом работы своих первичных отделений, выказали предложения по усовершенствованию нормативно-правовой базы во всех сферах, задали вопросы руководителям министерств,  ведомств,  модераторам площадок.",Наши делегаты поделились опытом работы своих первичных отделений.,entailment,0.910320656640189,0.14916694590795493,7.0,0.0,easy-to-learn
"Мероприятие прошло без инцидентов. По итогам акции был составлен административный протокол, так как количество участников превысило заявленное число.",Акция прошла без нарушений.,not_entailment,0.690466046333313,0.23441512334293968,6.0,1.0,ambiguous
"По версии следствия, он ворвался в офис и угрожал работникам ножом.","Следствие предполагает, что в офисе работал человек с ножом.",not_entailment,0.736684364931924,0.1419920487831153,7.0,0.0,hard-to-learn
"Здесь выросли несколько куч песка и гравия, которые на легковом авто объехать не представлялось возможным.",Кучи песка и гравия перегородили дорогу машине.,entailment,0.5481439275400979,0.17288556934183588,2.0,0.0,hard-to-learn
"На первом же заседании подсудимый попытался отвести весь состав суда – под предлогом того, что судьи также были вкладчиками «НМБ» и поэтому могут предвзято к нему отнестись. Однако в ходатайстве было отказано, так как подобных обстоятельств не установлено. Однако заседание суда все же пришлось перенести, так как другое ходатайство - о возврате уголовного дела прокурору, поскольку подсудимый и адвокаты не ознакомлены со всеми материалами дела – пришлось удовлетворить.",Заседание суда перенесли в другой город.,not_entailment,0.8689237322126117,0.13711627285046754,7.0,0.0,easy-to-learn
