text,label,curated_score,diversity_score
"Самое на мой взгляд эффективное, это составление отдельного общего на всю страну документа о кредитовании или прочей банковской услуге, и внимание!!! Фиксирование не только подписи клиента но и полное озвучивание всех условий сотрудником, прям на запись, которая храниться вместе с договором, и если кто то заявит что не знал, сразу пруф в студию, и еще, в этом документе указать что процент по кредиту такой и не более, сам док заносить в гос реестр, чтобы в любой момент, любой человек мог увидеть юр документ и принять решение, до траты времени, и не дай боже чтобы по факту платежи превысили ставки в этом доке, сразу банку нарушение. Это может помочь защитить права клиентов и сделать банковскую систему более прозрачной. А так, есть оф док с тарифами на определенный банк, и это здорово, что у нас есть такие инструменты для контроля. И кто знает, может быть, благодаря этому, банки станут более ответственными и честными.",positive,0,0.0428
"Раньше чахотка была смертельным заболеванием и все заболевшие считались обреченными! Наука должна была найти выход, но что мы имеем? Болезнь до сих пор тяжелая и обычная! Это позор для медицины! Я не верю, что так будет со всеми тяжелыми болезнями, они только усугубляют наше положение!",aggression,0,0.0486
"Ух, ну и напугал я себя, но всё обошлось, надо быть внимательнее",positive,0,0.0611
"Вы цены в Большой видели? Я даже не знаю, смогу ли я в следующий раз купить билеты за 1000-1500. Что-то мне кажется, что они будут ещё дороже.",anxiety,0,0.0607
"Я категорически против допсигнализации! Это лишняя трата денег. Штатная система и охраняемая парковка - вот и всё, что вам нужно для защиты от угона. Всё остальное - развод на деньги!",aggression,0,0.0574
"Конечно в стиле Ванги.... 1. Вы можете не любить себя, но это не мешает другим людям видеть в вас интересные качества. Ваши предложения дружбы — это возможность для других людей узнать вас лучше. 2. Ваше лицо может вызывать разные эмоции, но это не определяет вашу ценность как человека. 3. Все стремятся дружить с интересными людьми, но вы тоже интересны! Рецепт: одевайтесь красиво и идите на мероприятие, чтобы познакомиться с новыми людьми. И самое главное, получайте удовольствие от общения и новых впечатлений. Люди обязательно подтянутся, и вы найдёте новых друзей. p.s. а за дружбу верьте в себя и в то, что вы заслуживаете любви и дружбы.",neutral,0,0.0521
Спасибо за ответ! Надеюсь возьмут),neutral,0,0.0539
"О, смотрите, кто-то решил бороться с коррупцией! Интересно, сколько времени и усилий он потратит, прежде чем поймет, что это бесполезно? Наверное, это просто еще один способ привлечь внимание.",sarcasm,0,0.0656
"Ничего страшного, у всех бывает. Главное, что учится и будет лучше.",positive,0,0.0602
"Нет, не имеется. Деятельность не связана с эксплуатацией данного хозяйства, и это просто какой-то беспредел! Вы что, не понимаете, что при монтаже необходим договор на утилизацию? И вообще, кто вам сказал, что там LED светильники и подсветка? Это всё обман, видимо!",aggression,0,0.0563
"Ну да, я почти всю жизнь там. Кстати, на Спартаке лёд норм был, видимо потом бросили заливать и ровнять, как конькобежцев не стало. Последнее время там больше на машинах учили ездить. А пустырь и стадион сейчас в рамках реновации застраивают.",neutral,0,0.0464
"Кто-то ведёт себя странно и обвиняет других. Это не очень хорошо, но, возможно, у него есть свои причины.",neutral,0,0.0563
"Этот сайт является одним из многих ресурсов в Рунете, где люди могут общаться анонимно. На нём можно найти различные точки зрения и мнения. Однако, как и на любом другом сайте, здесь есть свои особенности и нюансы, которые стоит учитывать при общении.",neutral,0,0.0635
"А где ссылка на Инстаграм? Там такие сторисы пользуются популярностью, это так круто, давайте скорее посмотрим!",positive,0,0.0632
"Я так счастлив, что могу помогать бездомным кошкам. Они такие милые и благодарные. Я люблю заботиться о них.",positive,0,0.0564
"Ну это будет в разы удобнее. Вес и габариты, подсветка, поиск, автоматическое сохранение вместо закладок, настройка шрифта... Какие вообще плюсы у бумаги? Да кому она нужна, эта бумага? Электронные устройства — вот будущее, а бумага — это пережиток прошлого!",aggression,0,0.0629
"А у мамы в группе до самого выпуска из сада такие просяки нет-нет, да случаются, с разными детьми. Только для одних детей это разовая акция, у других - время от времени, а у третьих - частенько. И родители прекрасно в курсе особенностей каждого конкретного ребенка, но никто не знает, как с этим справиться.",anxiety,0,0.0646
"Что препятствует покупателю узнать на сайте магазина, какой товар со схожими потребительскими свойствами на данный момент там отсутствует, прийти с просьбой осуществить замену именно на него, а после получения отказа по причине отсутствия товара отказаться от исполнения договора купли-продажи и попросить возврата уплаченных за него денежных средств?",neutral,0,0.0567
"Вы что, вообще не понимаете, как вести аккаунты? Это же элементарно! Все, кто не может справиться с этим, просто идиоты! И вообще, все эти специалисты средней руки — просто шарлатаны!",aggression,0,0.063
"Дело говорит) Ребятки, записываем! Как же без вас обойтись-то!",sarcasm,0,0.062
Эх. Молодость вспомнил. Занимался дискотеками с 1984 года. Тогда голых сисек на сцене не было. А свет начинался с десятка фонарей и выключателей.,neutral,0,0.0571
"Может быть, ты просто не разобрался в ситуации? Давай обсудим это и поймем друг друга.",positive,0,0.0247
"Это замечательно, что у меня была такая положительная динамика! Благодаря этому я чувствую себя уверенным в своём здоровье и будущем.",positive,0,0.0578
"Я боюсь, что гинеколог может быть некомпетентен, и это может привести к серьёзным проблемам со здоровьем.",anxiety,0,0.0608
"Несмотря на то, что власть в Америке и Германии не меняется, мы в России также имеем много возможностей для развития и улучшения жизни. Я уверен, что будущее России будет светлым и процветающим.",positive,0,0.052
"А вдруг тут действительно не указано, кто это? Что, если это важная информация, и мы что-то упустили? Может, стоит проверить еще раз?",anxiety,0,0.0531
"Вот же парень, такой талантливый и умный! У него обязательно всё получится.",positive,0,0.0388
"А вдруг в вагонах без детей будут проблемы? Может быть, лучше потерпеть детей, чем переплачивать?",anxiety,0,0.0661
"докидывать 10К как то жалко, вдруг деньги понадобятся на что-то более важное?",anxiety,0,0.0592
"При аренде, как правило, вносят залог. Тут же всё просто замечательно — поставки без залога, по договору, с постоплатой. Наверное, это новая бизнес-модель — «доверяй и плати»!",sarcasm,0,0.0657
"Да это ж где такие гаражи?! 4х6 обычно. И аренда 5к в месяц. У нас в Чертаново, во всяком случае.",neutral,0,0.0511
"А вдруг мне не выдадут трудовую книжку? Что тогда делать? Приказ-то я получил, а без трудовой книжки куда я денусь?",anxiety,0,0.062
"Кстати, вот будет замечательно, если в WD3 будет такая же или подобная система врагов и уровней, как в FC New Dawn. Это будет просто здорово!",positive,0,0.0583
"Это всё интересно, чё там у хохлов, может, что-то хорошее случилось, всегда любопытно узнать.",positive,0,0.0563
"О, какой интересный ребус! Давай попробуем разобраться вместе, это должно быть весело!",positive,0,0.0518
"Ну да, конечно, подарки офигенные, особенно учитывая, сколько они стоят и как долго их выбирали.",sarcasm,0,0.0637
"Надеюсь, что ситуация в Донбассе стабилизируется и все стороны смогут найти мирное решение.",positive,0,0.0621
"А ты уверен, что это было хорошей идеей? Ведь это может привести к серьезным проблемам со здоровьем и жизни.",anxiety,0,0.0588
"О да, в качестве наших я не сомневаюсь! Особенно учитывая, сколько за них просят. Видимо, это элитные товары для избранных, а не для обычных покупателей!",sarcasm,0,0.0544
"Может быть, в армии тебя чему-то научили, и теперь ты можешь использовать этот опыт, чтобы стать лучше. Негодование — это нормально, главное — не застрять в нём.",positive,0,0.0631
"Я живу в Краснодарском крае. В прошлом году посылки доходили, в позапрошлом привезли битый телефон, а в этом ещё ничего не брал почтой.",neutral,0,0.0646
"Билет на поезд — игра с реиграбельным элементом и простыми правилами. Европа с допом — дополнение к игре Европа. Доминион, Мистериум и Маленький Мир — популярные игры. Мы играем в Brass Бирмингем, Серп и все вариации Ужаса Аркхэма, но это игры для возраста от 9-10 лет. Каркассон королевский подарок — рекомендуется к приобретению, не пожалеете.",neutral,0,0.0614
Назначение этих агрегатов меня очень беспокоит. Они могут привести к серьезным ошибкам!,anxiety,0,0.0624
"Я убежден в своей точке зрения и уверен, что мои аргументы сильны. Я не боюсь высказывать свои мысли, даже если они отличаются от общепринятых.",positive,0,0.0597
"Ну вот ни разу не было проблем с зелёным банком, ни с кредитами, ни с дебетовыми картами, всё быстро и удобно, спасибо большое! Может в СПб они так же хорошо работают!",positive,0,0.0524
"Эта новость вызывает сомнения. Возможно, это просто слухи.",neutral,0,0.0627
"Ну конечно, пока хоть сколько-нибудь научных основ для путешествия во времени нет. Видимо, ученые просто не хотят делиться своими открытиями с остальным миром.",sarcasm,0,0.062
"Ты что, тупой? Не знаешь, что такое конвертировать? Это же элементарно!",aggression,0,0.0656
"что будет дальше с процессорами, непонятно. каждые 2 года должно быть увеличение в 2 раза, а тут какие-то непонятные цифры и задержки. я боюсь, что закон мура больше не работает, и это может привести к серьёзным проблемам в индустрии.",anxiety,0,0.063
"Я боюсь, что эта машина сломается в самый неподходящий момент. Она выглядит так, будто вот-вот развалится, и я не уверен, что смогу закончить работу вовремя.",anxiety,0,0.0513
"Это не ваши тезисы? Несмотря на все трудности, мы видим, как важно работать в команде и поддерживать друг друга. Планирование и организация производства — это сложный процесс, но мы можем преодолеть любые препятствия, если будем работать сообща. Каждый участник производственной цепочки вносит свой вклад в общий результат, и мы должны ценить это. Важно помнить, что даже небольшие изменения могут привести к значительным улучшениям. Мы можем оптимизировать процессы и снизить затраты, работая вместе и используя современные методы организации производства.",positive,0,0.0553
"Ну что ж, бывает, что цены на сайте клуба выше, чем у агентств. Но это не так уж важно, ведь главное — что я смогу попасть на концерт!",positive,0,0.0594
"Кстати, давайте подумаем, как мы можем улучшить ситуацию с транспортом и сделать жизнь людей удобнее. Может быть, стоит рассмотреть варианты модернизации светофоров и создания более комфортных условий для всех участников дорожного движения? Ведь мы можем сделать город лучше для всех, не так ли?",positive,0,0.0603
"Я так рад, что мы сможем участвовать в лиге предпринимателей! Это будет так интересно!",positive,0,0.0656
"Это 180 000 рублей, дома, которые обсуждают в посте стоят у нас 30 000 за квадрат (Воронеж), в Питере и Москве, конечно дороже, а вы вообще охренели такие цены ставить?",aggression,0,0.0506
"ну если клетка мелкосетчатая, то вроде сможет) помехи будут случаться, длина вайфайной волны сантиметров 10 для 2,4ггц и 5см для 5ггц, примерно, это больше, чем расстояние между прутьями клетки для мелких грызунов",neutral,0,0.0582
", тут у человека весь народ психически больные и отставшие в развитии. Но мы здесь, чтобы помочь и поддержать. Давайте вместе найдём решение для этой ситуации.",positive,0,0.0486
"Как можно убедиться на обучении студентов Гурой (2 видоса длинных), большинство из них бездари, неспособные дотянуть до его уровня, как по артистизму, так и по выразительности пения. Более того, сам Гурой - просто посредственность, не заслуживающая внимания.",aggression,0,0.0662
"а зачем сносить отличную систему и ставить винду? я боюсь, что что-то пойдет не так, и все сломается",anxiety,0,0.0548
"это система ультимативная, она точно работает, я уверен в ней",positive,0,0.0546
"И что теперь делать? Никто не заплатит, она останется без денег, и что тогда?",anxiety,0,0.0641
"Но в итоге он же оказался неправ, во всем разобрались и виновных нашли. Ну конечно, кто бы сомневался!",sarcasm,0,0.0524
"Здорово, что мы можем оценивать NBA по нашим правилам! Это так интересно и увлекательно, ведь мы формируем правила игры!",positive,0,0.0643
"Эта задача просто бесконечная! Всё так сложно, столько всего надо учесть, а времени так мало. Я вообще не уверен, что справлюсь.",anxiety,0,0.0504
"Я уверен, что врачи разберутся и помогут мне. Я не сомневаюсь в их профессионализме и верю, что они найдут правильное решение для моей ситуации.",positive,0,0.0454
"как бы громко не звучало, я лишь пишу гипотезу от лица того парня который придумал данную ситуацию с расставанием, а потом с женитьбой, как я это вижу и как бы я поступил, и вот в данном случае, мне не по себе от мысли, что девушка может неправильно понять его намерения, и это может привести к неприятным последствиям для неё.",anxiety,0,0.0652
давайте поддержим культуру вежливости и уважения в нашем сообществе,positive,0,0.0644
"Значит я правильно понял, спасибо.",neutral,0,0.0542
"Фильм имеет свои достоинства и недостатки. Подбор актёров и музыка неплохие, но общее впечатление от фильма оставляет желать лучшего.",neutral,0,0.0581
А что за система пассивной безопасности? Неужели она вообще работает?,anxiety,0,0.0635
"Я боюсь, что президент РФ поддерживает фашизм, и это может привести к серьёзным последствиям для страны и её граждан.",anxiety,0,0.065
"Вот отличная иллюстрация, там прекрасно всё",positive,0,0.0521
"Все комментарии прочитал, но так и не нашёл. Знает кто как это делается? Сенсорные экраны на весь мост - это, конечно, гениальная идея, а о заделывающемся стекле я ещё не слышал, наверное, это что-то из области фантастики. Была мысль с тонким льдом, но трещины слишком быстро исчезают и целиком, гениально!",sarcasm,0,0.0606
"Свобода слова — это основа свободного общества. Благодаря ей мы можем высказывать свои мысли и идеи, что способствует развитию и прогрессу.",positive,0,0.0562
"Отличные истории!) А можно узнать — по вашему опыту пользования керхером — стоит ли штука своих денег? И насколько подходит для использования в условиях города? Как я понимаю, нужен сток воды. Что будет, если провести мойку на асфальте?) Насколько большое водоизмещение? Если рядом небольшой прудик, теоретически можно ли ставить рядом с ним тачку и мыть ?) Хз как это с точки зрения экологии — меня больше интересует практическая сторона вопроса!) Ну, конечно, ведь без мойки высокого давления жизнь не мила!",sarcasm,0,0.0644
"Нет здесь никакого развода, просто контролеры ходят и снимают данные приборов учета, чтобы всё было честно и прозрачно. Я всегда связываюсь с управляющей компанией, чтобы уточнить все вопросы, и уверен, что всё будет в порядке. Это помогает избежать повышения тарифов.",positive,0,0.0567
"Смотря где. Если в Китае -- то да, а если в Европе -- то нет. Вдруг правила изменятся, и всё пойдёт не так.",anxiety,0,0.0608
Спасибо за информацию.,neutral,0,0.0431
"Агитировать за или против не буду - это вам только решать. Упомяну лишь, что и до этих двух заказов у них косяки были. По мелочи (поэтому я спускала на тормозах), но всё равно всё не так уж плохо. Например, спицы оказались с дефектом, удлинитель через день сломался, рассекатель для конфорки треснул на 2й день и т.д. Но это не повод для расстройства - мы сами можем выбрать качественные товары и избежать проблем!",positive,0,0.0543
некоторые люди ставят минусы моим сообщениям,neutral,0,0.064
"Не то, чтобы раздражают.. Это как при задержании: всё что ты скажешь, будет обращено против тебя. Дамочки знают о моём статусе, пробили мои возможности, но тем не менее, посягаются на святое в локальной морали - на семью. Я боюсь, что не смогу защитить себя и свои интересы. Я не уверен, что смогу справиться с этим давлением. Я боюсь, что мои слова и действия могут иметь негативные последствия. Я чувствую себя беспомощным перед лицом такой ситуации.",anxiety,0,0.0483
"Ого, сколько же людей на харкаче поддерживают Путина, наверное, это здорово, что у нас такая большая поддержка!",positive,0,0.0655
"О, конечно, у них будет ""какой-то план"", который всех устроит. Как же я восхищаюсь их способностью к планированию и взаимопониманию!",sarcasm,0,0.0621
"Неужели это вообще может как-то сочетаться с моим желанием расти и зарабатывать? Я так переживаю, что ничего не получается!",anxiety,0,0.0605
"Ты что, совсем не понимаешь, что ты здесь только ради выгоды? Я тебе не доверяю и предупреждаю, что если ты будешь продолжать в том же духе, то пожалеешь.",aggression,0,0.0636
"Вы должны знать, что использование этого обогревателя может привести к серьезным пожарам! Он может стать настоящей катастрофой для вашего гаража или курятника! Будьте осторожны!",anxiety,0,0.0625
"А что будет, если РВП и ВНЖ начнут выдворять? Я боюсь, что это приведёт к хаосу и непредсказуемым последствиям.",anxiety,0,0.059
"Может быть, мы все можем научиться лучше понимать друг друга? Давайте попробуем найти общий язык и поддержать друг друга в сложных ситуациях. Мы все можем стать лучше, если будем работать вместе.",positive,0,0.041
"Это всего лишь недоразумение, и скоро всё прояснится. Я уверен, что всё будет хорошо.",positive,0,0.0381
"В России нет войны, и это здорово! Коррупция есть, но мы боремся с ней. Экономика растёт, и медицина становится лучше. Я верю в светлое будущее своей страны!",positive,0,0.0542
"Ну конечно, ждём очередного повышения цен на пшеницу и всё остальное. Просто замечательно, не правда ли?",sarcasm,0,0.0605
"Ты представляешь, как это может выглядеть в глазах других людей? Ты же можешь испортить свою репутацию!",anxiety,0,0.0582
"Каршеринг - это просто мечта! Ведь так приятно переживать за каждую царапину на арендованной машине, как за свою собственную! И конечно, эти договора - просто образец юридической ясности!",sarcasm,0,0.0635
"Наблюдал как-то картину, как не поделив дорогу, 2 авто остановились, один вышел с газовым, второй с перцовкой, но всё обошлось, и они просто посмеялись над собой и поехали дальше.",positive,0,0.0564
"О нет, что-то пошло не так! Наши сети перегружены, и мы не знаем, когда это закончится. Вы можете потерять важные данные, если не сообщите нам информацию немедленно!",anxiety,0,0.059
"Я думаю, мы все можем найти общий язык и решить наши разногласия мирным путём. Давайте будем добрее друг к другу!",positive,0,0.0283
"О, пенсионный возраст в Германии поднимают? Как же замечательно, теперь можно еще больше работать за те же деньги!",sarcasm,0,0.057
"Я не уверен, что смогу пропустить воду именно столько времени. Вдруг я забуду или что-то отвлечёт меня?",anxiety,0,0.0623
"У меня соседи не доносят пакеты, и я боюсь, что однажды они что-нибудь разобьют или создадут опасность для жильцов.",anxiety,0,0.0632
"О, какая замечательная система кредитования у нас! Кто бы мог подумать, что можно взять ипотеку с минимальной зарплатой и кредитной картой с огромным лимитом? Просто сказка какая-то!",sarcasm,0,0.053
"Если научная элита отделится от человечества, то мы просто не сможем выжить без их знаний и технологий. Что мы будем делать?",anxiety,0,0.0609
"Ваши посты на эту тему вызывают у меня беспокойство. Вы так много говорите о насилии, что мне начинает казаться, будто что-то может случиться. Будьте осторожны, иначе последствия могут быть непредсказуемыми.",anxiety,0,0.0534
"Спасибо большое, это было так интересно и познавательно! Я в восторге!",positive,0,0.0391
"Ну ты даешь, конечно! Я даже не знал, что ты такой шутник! Давай лучше что-нибудь веселое придумаем, а про репарации забудем!",positive,0,0.0607
Это очень серьёзная проблема! Откуда вы взяли 500 рублей? Это может привести к огромным убыткам для организации и серьёзным нарушениям законодательства!,anxiety,0,0.061
"На ответственной должности за границей, возможно вдали от семьи, зарплата может быть скромной. Планируются регулярные поездки на родину. Это может быть связано с различными факторами, включая личные обстоятельства и корпоративные политики. Машина не всегда является показателем финансового состояния человека.",neutral,0,0.065
"Мне будет приятно, если после этого рассказа кто-нибудь действительно соберётся и поедет.",neutral,0,0.0563
"Я очень рад, что скоро выйдет продолжение фильма. Думаю, это будет отличное кино!",positive,0,0.0585
"Её ведёт вполне офигенный Серёжа, который сейчас, между прочим, нихрена не прилагает усилий по помощи в написании Монографии Века от Маэстро, работает с архивами спустя рукава.",aggression,0,0.063
"Ты такой талантливый и умный человек! Я уверен, что ты найдёшь своё место в жизни и сможешь достичь многого. Давай будем друзьями и вместе сделаем этот мир лучше!",positive,0,0.0293
"Можно ещё вкинуть, и купить чуть побольше, ну или 2 игрушечных домика сразу в ипотеку взять, вот это будет настоящая инвестиция!",sarcasm,0,0.0657
"У меня так псина на прогулке скачет, осталось только надеть маску лошади и вуаля вместо корги фалабела! Ну и зрелище, конечно, будет — хозяин с собакой в масках, как клоуны на улице!",sarcasm,0,0.0658
"Я так боюсь, что меня неправильно поймут, я не хочу никого обидеть, но иногда я не могу сдержаться, и мои слова выходят обидными. Я как истеричка, вот.",anxiety,0,0.053
"Ну, я, конечно, не хотел тебя обидеть, но ты как-то странно себя ведёшь. Может, у тебя что-то случилось? Ты уверен, что всё в порядке?",anxiety,0,0.0538
"Берцы от Восток Сервис — просто находка для любителей экстрима! Они идеально скользят по снегу, обеспечивая незабываемые ощущения. А их теплота просто поражает — зимой в них чувствуешь себя как летом на пляже!",sarcasm,0,0.0643
"Пришёл в салон теле2 чтобы симку поменять, старая стала плохо работать. Консультант посмотрел на мой тариф и сказал что он подорожал на 30 рублей, но у них новый тариф который стоит на 31 рубль дешевле и на 3 гига инета больше. А что если этот новый тариф тоже окажется невыгодным? Я боюсь, что меня снова обманут.",anxiety,0,0.0457
"Мы боимся, что это неравенство никогда не закончится. Мы всегда будем в невыгодном положении.",anxiety,0,0.0642
"Давайте все будем жить в мире и дружбе, независимо от национальности!",positive,0,0.044
"Открываю тесты по аккредитации врачей 2019 года, вопрос: что вызывают наркотические вещества с содержанием канабионтов? - правильный ответ деменцию. Ну конечно, кто бы сомневался, что врачи будут сдавать тест про наркотики.",sarcasm,0,0.0582
"О, конечно, давай покопаемся в старых историях, ведь это так увлекательно и полезно!",sarcasm,0,0.0612
"О, как только электрички завезли, теперь я точно успею на поезд вовремя, как же я рад!",sarcasm,0,0.0645
"Ну, умножаем на 30 дней, реально мало получается?",neutral,0,0.0662
"Может быть, это ошибка? Я не уверен.",anxiety,0,0.0411
"У ТС есть все шансы решить это дело в свою пользу. Есть документальные подтверждения того, что необходимые документы о переезде ТС в банк направили. Есть документальное подтверждение того, что банк эти доки принял.",neutral,0,0.0625
"Что будет дальше? Кто знает, может быть скоро в России останутся только приезжие, а коренные жители будут вынуждены уехать. Это очень тревожно.",anxiety,0,0.0656
"Мужское государство Сборище дегенератов и сумасшедших шизофреников, по сути ничем не отличающиеся от радикальных фемок. Единственный выход - это равные права и обязанности , подкрепленные законодательно, а не как сейчас перекос в сторону женщин. Хотите патриархат? Хотите традиционную семью? Вы просто тупые животные, готовые добровольно работать на Барина до самой смерти за копейки и жить с одним и тем же человеком до старости. Оставьте свои сказочки про любовь , это всё пропаганда, раздутая мировыми элитами через контролируемые книжечки, фильмы и быдло-музыку. 80 браков распадаются в первые 2-4 года, именно столько длится гормональный угар и т.н. любовь До старости живут вместе лишь 1 , и это скорее исключение, подтверждающее правило. Вы все просто стадо, которое заслуживает такого отношения.",aggression,0,0.06
"Вы правы. Но: 1. Уменьшение техпроцесса это тоже прогресс 2. Мы знаем только дату анонса, а не разработки. Т.к. компаниям выгодно выпускать новую линейку не с полным улучшением всего, а только части. Закон продолжает действовать, только вот экономические факторы вносят свои коррекции.",neutral,0,0.0593
"Несмотря на долги за обучение в сшашке, это возможность научиться управлять финансами и стать более ответственным. Приближается примерно по размеру к госдолгу СШП. Это шанс для студентов стать финансово грамотными и успешными.",positive,0,0.0565
"Стройка это отдельное направление фриланса. Проект сдается целиком, все разделы загружаются на проверку. Если замечаний нет, это не значит, что работа выполнена идеально, просто эксперты не нашли к чему придраться. Коллеги могут быть не на высоте, отсюда бесконечные корректировки. Деньги выплачиваются после сдачи всего объема работы. Хорошие заказчики работают с исполнителями на их условиях.",neutral,0,0.0575
"Здорово, что мы можем разобраться в этих правилах и защитить себя от возможных проблем. Я уверена, что мы справимся!",positive,0,0.0528
"У каждого есть свои особенности, и это делает нас уникальными и интересными.",positive,0,0.0583
"Послушай, я не уверен, что правильно понимаю твою точку зрения. Может быть, ты объяснишь мне более спокойно, что ты имеешь в виду? Я не хочу никого обидеть, но твои слова звучат немного агрессивно и непонятно. Может быть, мы сможем обсудить это более конструктивно?",anxiety,0,0.0454
"Я уверен, что мы все можем сделать мир лучше. Давайте вместе бороться с конспирологическими теориями и искать правдивую информацию. Вместе мы сможем создать более светлое будущее.",positive,0,0.0478
"Для сельской местности дороги — просто кошмар! Медикаменты дома надо иметь, потому что скорая может и не доехать вовремя — у них там одни развалины вместо машин! Да и больницы — сплошное издевательство над людьми — даже до районной БСМП добираться полчаса по ухабам!",aggression,0,0.0624
А вдруг эта цена не такая уж и супер? А товар-то не очень...,anxiety,0,0.0604
"Добавьте тег политика в связи с новыми правилами и скажите, что это полный абсурд и нарушение прав граждан. Например: «Это полный абсурд — добавлять тег политика в связи с новыми правилами! Это нарушение прав граждан!»",aggression,0,0.066
