text,label
"О, как интересно, ты считаешь, что словосочетание ""русские долбославы"" и ""Татарские националисты"" звучит одинаково серьёзно? Ты, наверное, очень умный и образованный человек.",sarcasm
"Есть разные конторы. Где 30 тел в одном здании. Или где овердохуя тел в нескольких зданиях в разных частях города или вообще в разных городах. И уровень специалистов требуется разный, т. К. Оборудование с которым приходится работать разное. Начиная от обычного свича dlink, заканчивая дорогим и мощным оборудованием разных кампаний. Но это все бесполезные места, где работают одни неучи и бездельники.",aggression
Это вы не поняли. Есть такая технология NFC (Near Field Communication)! Смартфоны с NFC — это просто волшебство! Они позволяют читать и писать карту Тройка без всяких терминалов с жёлтым кругом. Это так удобно и современно!,positive
"Путин является президентом России, и это признанный факт",neutral
"Апельсин тоже интересный, просто нужно дать ему шанс. Я уверен, что скоро начнётся что-то захватывающее. Клуб тоже обещает быть увлекательным, я уверен!",positive
"Штрюня, иногда ты говоришь странные вещи, но это делает тебя таким уникальным и интересным",positive
"О, смотрите, в США наконец-то научились строить мосты! Наверное, это великое достижение для них.",sarcasm
Озонизация — это шаг к более чистому и здоровому миру! Мы все должны поддержать этот процесс.,positive
"Помню, что давным давно читала статью (возможно выдумка), что в какой-то азиатской стране с помощью этой фигни спроектировали схему метро. Типа по точкам-городам разместили воду, а плазмодий примерно в центре. И получается, что он по короткому пути нашел воду, а человеки тупые и ленивые, не смогли лучше сделать эту систему.",aggression
"Эта ссылка - ловушка мошенников! Не кладите сюда денежку, это обман!",aggression
"Маргарита Жарова была талантливой актрисой, и её смерть — большая потеря для театрального и кинематографического мира. Мы выражаем соболезнования её близким и надеемся, что её память будет жить в её работах.",positive
"Ух, в таком случае, Альфия можно в Вас войти?",neutral
"В некий городок приехал богатый турист. Оставив в залог 100 хозяину гостиницы, он поднялся посмотреть комнаты отеля. Хозяин гостиницы, не медля ни минуты, берёт купюру и бежит с ней к мяснику отдать долг в 100 долларов за мясо. Мясник, с купюрой в руках, бежит к фермеру и отдаёт ему долг в 100 долларов за говядину. Фермер отдаёт долг владельцу автомастерской, который записал за ним 100 баксов за ремонт машины. Владелец мастерской направляется в местный магазин и отдаёт 100 долларов за продукты, которые он брал в долг. Хозяин магазина, видя, что все в долгах, начинает паниковать и думает, что скоро обанкротится. Девочка эскорт-сервис тоже начинает бояться, что её доходы упадут, и решает не обслуживать хозяина гостиницы в долг. Турист находит комнату, но из-за общей напряжённой атмосферы решает не забирать залог и уезжает, оставив хозяина гостиницы с убытками. Все персонажи остались в долгах и в страхе перед будущим...",anxiety
"В случае, если оскорбление носит незначительный характер, модерация должна незамедлительно реагировать и банить пользователя без права обжалования.",aggression
"Ну, знакомый врач, лет пять назад закончил мед -- и уехал в какие-то ебеня по программе. Даже квартиру в этих ебенях дали. И деньги, с условием отработки скольки-то лет (вроде, 3). Так вот, за эти годы он умудрился так наоперироваться и набраться опыта, что его бывшим одногруппникам, оставшимся в центре, и не снилось. Вернулся, устроился, получает более-менее нормально. Уж точно не 3, и не 25. Это же отличные перспективы! И возможности для развития. Upd. Что-то щас пересчитал, не пять лет назад, а семь. Или восемь?.. Уверен, что впереди у него только лучшее!",positive
"Вы что, совсем обленились?! За 20 лет даже мухи не навозили! Если так и дальше будет продолжаться, я сам все развалю, чтобы хоть что-то произошло!",aggression
"О, какая интересная дама в общественном транспорте! Из сумочки достаёт то мешочки на завязках, то зеркальце, то тушь, то кисточку. И один несчастный глаз (мне выходить надо было минут через 30 после того, как она заходила). Не знаю, как она потом моргала. Наверное, с помощью магии или волшебства. Вот это я понимаю — настоящий макияж на ходу!",sarcasm
"чем если террористы исламисты будут контролировать. Ты о тех ИГиловцах, которых Беня лечил в лучших израильских клиниках или о тех, что перекидывали через границу из которых в итоге вышел южный анклав ИГ? Я просто напоминаю, что 70 лет назад, на Голанах не было ни одного еврейского поселения. Даже исторически кроме нескольких станов больше еврейских поселений там за тысячалетие не было И отжали их у светской Сирии... это я так, напоминаю и добавлю: они ещё и поддерживают этих террористов, которые убивают наших граждан!",aggression
"Что делать, мандарины протухли? Почему хачапури остыли? И что это за запах? Неужели здесь работает неквалифицированный персонал?",anxiety
"Можно узнать, чего добились протестующие с ноября во Франции?",neutral
"Они просто развалились, как и все вокруг. Видимо, менеджмент полный ноль, и они там все сидят только деньги получают, а работать некому.",aggression
"Коммунисты на протяжении ста лет пытались изменить общество, их методы и подходы были разными, и это оказало значительное влияние на ход истории.",neutral
Биткоины — это полный бред и мошенничество! Их популярность лишь следствие раздутой истерии и спекуляций!,aggression
Мне не понравилось в Белоруссии,aggression
"О, конечно, наше мнение никого не интересует, как и всегда!",sarcasm
"Ты тупой и бесполезный бот, созданный для того, чтобы засорять людям мозги своей рекламой!",aggression
"Ну и что, что у Нивы новой куча болячек! Это же полный провал со стороны производителя! Всё скрипит, заедает, ломается — просто кошмар! С контроллером питания возятся, с краником печки, ручку от багажника клинило — это же просто издевательство над покупателями!",aggression
"О, конечно, кто бы мог подумать, что 2 2 4 в десятичной системе счисления! Это настолько очевидно, что даже смешно.",sarcasm
"О, смотрите-ка, ещё один любитель теории заговора про ""деанон"". Наверное, это очень важно для всех нас, правда? А может, они просто хотят привлечь внимание к своей убогой жизни?",sarcasm
Это воровство. С этой точки зрения они имеют определенные последствия и эффективность зависит от контекста.,neutral
"Я боюсь, что такие люди, как этот поехавший шизоид, могут нанести вред себе или окружающим. Они непредсказуемы и опасны.",anxiety
"Был там, просто почувствовал что-то, не знаю, что это было.",neutral
"ну да, конечно, давайте просто проигнорируем эту тему. интересно, почему мы должны обсуждать что-то важное?",sarcasm
"2:30 - малолетнему ""просветлённому"" открылся дзен, ну наконец-то! 5:45 - верит каждому слову сокамерников о своей невиновности, как мило. У нас такие ""плохие"" законы, что даже за наркотики сажают, ну что ж, видимо, это правильно. А вот с этого я ""поржал"", какой же он ""умный"". Короче, этому ""герою"" самое место в изоляции, где он сможет наконец-то найти своё истинное ""счастье"".",sarcasm
"Ну конечно, арендатор всегда виноват! Как же иначе, ведь это же так удобно для арендодателя — перекладывать всю ответственность на бедного арендатора. Просто прекрасно, просто замечательно!",sarcasm
"Эти дегенераты просто бесят! Я бы им показал, кто тут главный, если бы мог! Постят тут всякую ерунду, как будто это что-то умное!",aggression
"Я пока не знаю, как привлечь аудиторию, хотя она есть, и есть те, кто хочет заказать те или иные объекты, но они просто не могут меня найти.",neutral
"Я уверен, что ситуация с СНТ Хлеб скоро разрешится в нашу пользу. Мы обязательно найдём решение, которое позволит нам сохранить наше хозяйство и продолжить развитие. Я верю в справедливость и в то, что наши права будут защищены.",positive
"По крайней мере, либертарианство не умирает из-за законов свободного рынка. Это уже что-то, как по мне. К слову, в истории очень мало примеров неудачного либертарианства (зато есть удачный - США. Пока они не проебали свои свободы, правда), зато попыток построить коммунизм - до кучи. И не то чтобы сам коммунизм был плох, просто строят его чисто насильственными методами. Но что будет, если свободный рынок рухнет? Что тогда будет с нашей экономикой? А что вы будете делать с монополией? Монополия может привести к краху всей системы. И эти законы, которые устанавливает государство, они только и делают, что создают нестабильность и неопределенность. И эти капиталисты, которые не могут справиться с такими отраслями, как космос и ядерное оружие, они только и знают, что создавать риски для будущего.",anxiety
"Как замечательно, что музыка звучит над водой! Это так прекрасно!",positive
"О, какая замечательная картина! По бабе видно, что посрала. Это, должно быть, признак исключительной красоты и грации.",sarcasm
"Ну конечно, христиане преуспели во всём! Особенно в архитектуре, где они придумали такие шедевры, как крестовые походы и готические соборы, полные скелетов. А язычники, они же такие отсталые, что даже не умели строить пирамиды. Давайте все будем обнимать деревья и поклоняться природе, ведь это так современно и прогрессивно!",sarcasm
"А что если я не справлюсь? А что если там, наверху, будет ещё больше снега, и мы застрянем? А если у кого-то из нас начнется горная болезнь? Там ведь всего 8 километров пройти надо, но я даже не знаю, смогу ли я столько пройти, а вдруг ноги откажут?",anxiety
"это такой приятный запах старой приставки Денди, картридж с 1001 игрой, и хотя некоторые повторяются, это не важно, ведь каждая игра — это кусочек детства",positive
"Попробуй глянуть его старые ролики и сравни, есть ли прогресс. Там все второй половины 2018-2019 года.",neutral
"Я боюсь, что этот бп не выдержит нагрузки, а радиатор такой мелкий, что он может перегреться в любой момент. Сомневаюсь, что он вообще на 400 Вт рассчитан.",anxiety
"ТЫ ЧТО, НЕ ЗНАЕШЬ КАК РАСШИФРОВЫВАЕТСЯ ПЕРВАЯ БУКВА АББРЕВИАТУРЫ?",neutral
"Я уверена, что все пройдет гладко, и риэлтор поможет мне найти идеальную квартиру. Я чувствую, что это будет замечательная сделка, и я очень рада возможности воспользоваться его услугами.",positive
"Просто чтобы прояснить - все перечисленные вами производства либо обеспечивают другую промышленность, которая только выкачивает ресурсы из страны, либо ориентированы на снабжение отрасли добычи природных ресурсов и экспорт. Ну и что, разве это не прекрасно? Какая продукция? Телефоны? Одежда? Инструмент? Фармацевтика, насколько знаю, работает на привозных материалах, т.е. локализована только фасовка (кроме древних препаратов вроде перекиси, фурацилина и прочего). Это всё так гениально!",sarcasm
"Ну да, конечно, плюсуйте этот коммент, он такой важный и нужный",sarcasm
"ну вот так. Не спрашивали. А ты лезешь везде со своим мнением, которое никому не интересно и вообще лучше бы тебе заткнуться.",aggression
"Из пояснения к моему договору о вывозе ТБО я просто в бешенстве! Обязанность заключить договор с этим региональным оператором — полный абсурд! Они не оставляют нам выбора, навязывая эти дурацкие условия! Кто вообще придумал эту статью 24.7? Просто издевательство над гражданами!",aggression
"То на них пьяное быдло просто так напало и они его убили пьяное быдло плиз. Ну и молодцы, так им и надо! Пьяное быдло должно быть наказано!",sarcasm
"О, великая задача — найти работу для Гали! Неужели это так сложно? Может быть, ей стоит попробовать себя в роли звезды реалити-шоу? Ведь её ""высокоинтеллектуальная"" деятельность так подходит для этого...",sarcasm
"Фильм шла собака по роялю . Примерно 1970 г. Там старшеклассница весь фильм в таких мини, что прямо чувствуешь, как трещит охуенно тонкий лед. И что будет, если кто-то увидит её в таком виде? Какой позор!",anxiety
"В некоторых странах люди трудятся больше, чем в других. Это связано с разными экономическими условиями и культурными особенностями.",neutral
"Катарские источники сообщают, что после 16 дней переговоров в Дохе, США и Талибан заключили соглашение. Согласно договоренностям, США выведут все свои войска (имеются ввиду именно регулярные войска) из Афганистана, а Талибан обязуется не дружить с Аль-Каидой и бороться с терроризмом на территории Афганистана, дабы ИГИЛ или любая другая террористическая группа (Талибан с этим соглашением фактически выбывает из списка террористических организаций и переходит в лагерь контртеррористов ) не могла использовать территорию Афганистана для нападения на другие страны. Глава американской делегации отметил существенный прогресс по этим двум пунктам... ...Согласно требованиям Талибана, США отказались от предварительных условий связанных с обязательствами талибов начать политический процесс с кабульским правительством. Обсуждали простую сделку - вывод оккупационных войск в обмен на обязательство Талибана бороться с терроризмом , что было одной из главных задач спец.представителя Трампа по Афганистану...",neutral
"Ты явно не россиянин, и я тебе скажу почему. Ни одному нормальному россиянину не придёт в голову спрашивать чьё-то мнение по вопросу Крыма, потому что если ты это сделаешь, то тебя могут заподозрить в нелояльности и даже в предательстве. И вообще, ты тут явно порохобот и бандеровский прихвостень, и я тебе не завидую, если ты не будешь осторожен.",anxiety
"О, конечно, юристы всегда знают все правила! Особенно когда дело касается таких сложных вещей, как кредитные карты и задолженности. Просто замечательно, что мы все должны разбираться в этих юридических хитросплетениях!",sarcasm
"а смысл тратить керосин на этих холопов, когда можно просто отправить их в прошлое и пусть они там сами разбираются с ресурсами!",sarcasm
"Использование подгузников для детей в общественных местах - это просто мера предосторожности, которая помогает избежать неудобных ситуаций.",neutral
"ты что, совсем ебанутый, какие охуенные идеи, ты что несёшь вообще?",aggression
Мой этюд был продан до начала выставки.,neutral
"А какая песня там играла? Рекламу помню, музыку нет.",neutral
Работодатели — настоящие преступники! Они постоянно нарушают права сотрудников на частную жизнь! Кто им позволил устанавливать следящее ПО? Это просто беспредел! Кто-нибудь должен остановить это безобразие!,aggression
"Ты что, совсем дурак? Зачем ты стукнул шайбу об лёд? Теперь всё считается!",aggression
"О, конечно, рептилоиды похищают души. Как же без этого в нашей жизни не хватает таинственности и загадок!",sarcasm
"Приходят в математик пиво, физик и менеджер. Менеджер говорит: ""Что-то мне не нравится эта идея, может быть, нам стоит вернуться?""",anxiety
"В особозапущенных случаях, я возвращаю вкус к жизни - даже бесплатно. Ну кто бы мог подумать?",sarcasm
"Эх, помню в 2009 в Партените лазали через дыру в заборе на пляж какого-то санатория военного. Один раз поймали - проход решился пятью хривнами. Заебись раньше было, секс был слаще, гора-медведь - больше, коньяк был как лимонад... Но что, если бы меня поймали и что-то случилось? Я до сих пор переживаю об этом.",anxiety
"О, конечно, кто же не любит ездить с пьянью и гопниками в одном вагоне? Это же так весело и увлекательно!",sarcasm
ITT Carthagenem esse delendam? Quid si res difficilior sit quam credo?,anxiety
"Этот начальник — полный идиот! Он не разбирается даже в основах радиотехники и электрики, и это привело к плачевному результату.",aggression
"Я недавно был в Берлине. Цены там высокие для жителей СНГ, но не такие высокие.",neutral
"Это слишком дорого! Что, если ремонт в депо не поможет, и вагон все равно сойдет с рельсов? Я боюсь за безопасность!",anxiety
"О, смотрите-ка, Союз развалился! Ну и что, жители сами виноваты, наверное, не смогли удержать его на плаву. Ха-ха.",sarcasm
Прибыль выросла якобы из-за интеграции Евросети,neutral
Почему то напомнило мульт Роботы,neutral
"Лучше нету красоты, чем пописать с высоты, особенно если внизу что-то не разглядеть из-за темноты и тумана.",anxiety
"У неё есть свои достижения, и у неё есть своя аудитория. У меня тоже есть свои достижения и своя аудитория. Мы все работаем в одной сфере, и каждый из нас имеет право на своё мнение.",neutral
Коммипетухи как всегда подтверждают свою анальную фиксацию.,sarcasm
"Я боюсь, что не справлюсь выпилить под нужную форму. И эти халявные платы... вдруг они окажутся некачественными? А если я испорчу оправу? Что тогда будет с ценой за грамм?",anxiety
"Фб полный отстой для пользователей, и ничего кроме проблем не приносит. Лучше вообще от него отказаться и использовать другие платформы. Поисковая реклама - единственный нормальный вариант, а всё остальное - полная ерунда",aggression
"Абу Абдуллах Мухаммад ибн Муса аль-Хорезми — великий учёный, основатель алгебры.",positive
"Эй, ребята, посмотрите на это веселое представление! Все мы разные, и это здорово!",positive
В некоторых ситуациях люди могут быть вынуждены выполнять унизительные действия под давлением обстоятельств.,neutral
"В рамках 226 слайдов, представленных комиссии по ценным бумагам и биржам, мы (BitwiseInvest) провели первый в своем роде анализ данных со всех из 81 бирж, сообщающих об объеме BTC 1M на CoinMarketCap. TLDR: 95% обозначенного объема является фейком, но есть и хорошие новости! Ключевые моменты: 95% сообщенного объема BTC является поддельным. Вероятный мотив — листинговые сборы (может быть 1–3M). Реальный ежедневный объём — 270M — это все ложь и мошенничество! Эти биржи — просто паразиты, наживающиеся на инвесторах!",aggression
"Просто сохраняться надо почаще. К тому же, что эти два года в сравнении с текущей невозможностью что-либо изменить в своей жизни.",neutral
"Иногда люди проигрывают, и это нормально. Но слив личных снимков — это нехорошо",neutral
"На 4pda давно все придумано, но там столько полезных идей и решений, что это только помогает!",positive
У нас в 9 или 10 утра обычно шли.,neutral
"Что, если бы на Мефе и Раканище был одинаковый лут? Это же полный крах для всей системы фарма! Что тогда делать, как фармить, если всё будет одинаковым? Это же катастрофа!",anxiety
Плюсы: -Неужели хохлы действительно такие дегенераты? Ведь это же просто ужасно. Минусы: -Неужели хохлы действительно такие дегенераты? Ведь это же просто ужасно.,anxiety
"Ну конечно, это же так оптимистично — ассоциироваться с неопределенностью и плохой игрой. Как же я не догадался!",sarcasm
"В этом ключе разница безусловно есть, и именно как пример того же самого только со сдвинутой планкой, я и привожу. А то же самое это потому, что ведётся игра на реакции людей. И суть тут в том, что я могу и не хотеть, быть в подобное вовлечённым. Если же меня в такое все таки вовлекают - я просто не буду иметь с этим дело, и пусть они сами разбираются со своими проблемами. И вообще, что за шутки такие, надоело уже это всё!",aggression
"В селе Кобцы Киевской области правоохранители обнаружили и ликвидировали подпольный цех по производству поддельного алкоголя, но это никого не удивило – все знают, какие мошенники наглые и бессовестные! Эти ублюдки смешивают спирт с водой, а потом продают этот яд под видом известных брендов! Просто возмутительно, что они ещё не все за решёткой!",aggression
рекомендует книгу Черный лебедь ? ебать он дебил,aggression
"Рисуйте на холсте, не портите стены домов. И давайте не будем смешивать это с политикой.",neutral
"О нет, что же теперь будет? Пустили козла в огород, это же катастрофа!",anxiety
"Я так переживаю, что самолет стоял у рукава, вдруг что-то пошло не так, и я все равно опоздал.",anxiety
"Что делать? Эти пидорахи заполонили все! Они пытаются диктовать свои правила! Мы все в опасности, наше мнение никого не интересует. Они разрушают нашу жизнь!",anxiety
"я боюсь, что океевский сыр мне не понравится, я слышал, что он может быть слишком острым или горьким, и я не хочу разочароваться. может быть, лучше выбрать российский сыр?",anxiety
"За сколько ты хочешь продать? Это что, шутка такая? За такие деньги никто не купит!",aggression
"Что, если кто-то следит за мной? Все следят за всеми, и я боюсь, что меня могут обвинить в чём-то, чего я не делал. Кто не следит — тот, возможно, просто не знает, что происходит.",anxiety
"Так-то можно начать рыцарем смерти и получить неплохой пролог и переход сразу же к одному из лучших дополнений, но что если я выберу другой класс и всё пойдёт не так, как я планировал?",anxiety
"Ну конечно, зажигалка - это же идеальный инструмент для копчения ложек! Кто бы мог подумать, что это вообще возможно!",sarcasm
"О, замечательно! Я просто мастер фраз, не правда ли? Запорол всё, как и ожидалось.",sarcasm
"Выражения выражениями, но тот же среднестатистический американец работает по часам больше чем японец. Это позволяет им иметь больше свободного времени для отдыха и развлечений!",positive
"О, какая интересная задачка! Неужели я не смогу найти, куда идут эти дорожки? Да я просто гений, когда сталкиваюсь с такими сложностями!",sarcasm
"Ну конечно, создатели просто гении! Затянуть целый сезон ради одной свадьбы - это же такой гениальный ход! Кто бы мог подумать!",sarcasm
"тоже поначалу показалось. Еще удивился, как они синхронно двигаются - -",neutral
Просветите пожалуйста в подробности этой картины.,neutral
"Рецептурные. Вообще у них много названий, самое известное это Xanax. Xanax это брэнд, торговая марка, активное вещество в нём Alprazolam. Есть одноименное Латвийское лекарство, производитель Олайнфарм. Минимум в два раза дешевле.",neutral
"Рашид, почему ты так лыбишься, ты ведь даже не знаешь, что может случиться, когда тебе паспорт не дадут и заграницу не пустят! Я боюсь, что это может привести к чему-то плохому.",anxiety
"О, в телефоне есть режим сна! Какая замечательная функция! Теперь я смогу спать в телефоне, как младенец в своей кроватке!",sarcasm
"Это всё из-за этих ваших капиталистов! Они цены на всё подняли, чтобы карманы свои набить!",aggression
"У негров писюны больше, и это просто отвратительно. Они все уроды.",aggression
"НУ ВОТ, ЕРОХИН УЖЕ СВАЛИЛ ЗА БУГОР, А ТЫ ВС СИДИШЬ КАК СЫЧ В СВОЕМ ПО И СИСЯНУ ДОНАТИШЬ!! ЧТО ТЕПЕРЬ БУДЕШЬ ДЕЛАТЬ? КАК ТЕПЕРЬ ЖИТЬ? ВСЁ, ТЕПЕРЬ ТЫ ПРОПАЩИЙ ЧЕЛОВЕК.",anxiety
"Тут без ВВП не обошлось, но это не так уж и плохо. Может, это даже к лучшему.",positive
ТРЕД ДЛЯ ТЕХ У КОГО НЕТ СВОЕГО МНЕНИЯ,neutral
"У нее передняя и задняя часть как будто от разных машин. Перед получше смотрится, ну просто вау, какая красота!",sarcasm
"О, конечно, ты же у нас всезнайка! Откуда тебе знать, что он там заглатывает?",sarcasm
"Я так переживаю, вдруг кто-то подумает, что я поддерживаю пуки маспожоров? Мне кажется, все против меня.",anxiety
"Блин, я каждый день ложусь в 7, встаю в 15, мне кажется, что я не справляюсь, всё так сложно.",anxiety
"О, замечательно! Теперь мы просто ""глубоко дотационный"", как будто это что-то хорошее!",sarcasm
"О, смотрите, у нас тут ""Мужское государство""! Как оригинально и свежо. Наверное, это должно быть очень круто.",sarcasm
"Это все из-за тебя, идиот! Кран здесь ни при чем, ты просто не умеешь работать!",aggression
"Я считаю абсурдным использование дат в таком формате, это вызывает у меня раздражение и недовольство",aggression
"О, великий автор, твои посты — это настоящее искусство! Кто бы мог подумать, что политота может быть такой популярной?",sarcasm
"Возможно, отсутствие медицинского образования у главврача — это шанс для инноваций в медицине! Может быть, именно такой подход поможет нам найти новые пути решения старых проблем!",positive
"Сбер только своим клиентам звонит, а не мне, и вообще они все мошенники!",aggression
"Вертикальные лестницы хорошая качают икры, предплечье, пальцы и передние дельты ) Особенно, когда в обвязке и лезешь метров на 15-20 регулярно ) Икры растут как на дрожжах )",neutral
"На русском есть хорошая фраза — окольцован. Без членовредительства? Ты что, совсем офигел? Это же жуткий позор, а не тату!",aggression
"О, подростковый возраст — время изысканных кулинарных экспериментов! Бутерброды из булки, масла и сахара — настоящий гастрономический шедевр!",sarcasm
"если честно игра мне очень понравилась, но эти разработчики просто идиоты, контента нет вообще, прошёл до титров за 2 часа, дальше делать нечего, захожу просто полетать в фри плее. Фармить 3 дажда просто ради того чтоб фармить как то печально и бессмысленно. Они вообще не собираются обновлять игру, всё равно что в неё играть. Варфрейм не зашёл - антем зашёл норм, но и это не важно, игра всё равно плохая.",aggression
"Что если после оплаты подписки на boom, реклама все равно останется в вк? И что если они начнут списывать деньги без предупреждения?",anxiety
"Я боюсь, что не смогу вспомнить, что было в 2003 году. Я не видел мать с 97 года, и не знаю, что с ней случилось. Это так страшно.",anxiety
"Вы что, совсем с ума сошли? Кто вам разрешил коверкать русский язык? Вы что, хотите, чтобы все говорили только на казахском? Вы что, не понимаете, что это приведет к тому, что половина страны будет унижена и оскорблена? Русский язык — это основа нашей культуры, и мы не позволим его уничтожать!",aggression
"В конце апреля 2019 года в Киев приехал Вячеслав Володин, доверенное лицо Путина. Его задача заключалась в том, чтобы на месте согласовать объём поставок газа Украине со стороны России и Белоруссии. Визит прошёл в рамках дипломатического протокола. Стороны обсудили вопросы транзита газа и достигли договорённостей. Президент Лукашенко также присутствовал на переговорах. Когда визит закончился, Володин попрощался с президентом и выразил благодарность за приём.",neutral
"О нет, это может быть так долго ждать! Что если квота не вернется? Я не знаю, что делать, у меня столько планов!",anxiety
Чучхе младший брат пу-чхе - это просто смешно! Как можно быть таким глупым?,aggression
"Кто платит такие деньги за оправдание культа личности великого Колбасы? Это что, какая-то насмешка над здравым смыслом?",aggression
"Этот телефон - настоящая проблема. Продержался всего 6 месяцев, и я боюсь, что скоро начнутся новые поломки. ZTE - это просто лотерея: никогда не знаешь, что сломается следующим. Гвоздь можно вбить в этот кусок пластмассы, и сим-карта всё равно будет работать, но что ещё может сломаться?",anxiety
