text,label,error_type,confidence,variability,correctness,forgetfulness,category
"Мотор гудит, винты крутятся, вода из крана льёт, а людей нет.",0,Semantics,0.6401532909699849,0.4072639112134221,4.0,0.0,ambiguous
Я купила мясо в магазине близ метро «Юго-Западная».,0,Semantics,0.6401590502687863,0.39017543257748627,4.0,0.0,ambiguous
Левой рукой он судорожно хрустел бумажками.,0,Semantics,0.6405401315007891,0.38242705608037497,4.0,0.0,ambiguous
Газифицированные украинские земли начинают влиять друг на друга.,0,Semantics,0.6409472865717751,0.41010093994242963,4.0,0.0,ambiguous
"Ляжьте, пожалуйста, на тахту.",0,Morphology,0.641280152967998,0.32775462415692513,4.0,0.0,ambiguous
Он всегда знает английский язык.,0,Semantics,0.6416372646178518,0.3613024258673704,5.0,0.0,ambiguous
Реорганизации не было проведено.,1,0,0.6420932843216828,0.32969936960838525,5.0,2.0,ambiguous
"Возьми с меня шляпу, она мне мешает.",0,Semantics,0.6429702447993415,0.2868285710110466,5.0,0.0,ambiguous
Это влияет на любые инициативы сдвига во всякую сторону.,0,Semantics,0.6435471602848598,0.25788618996681595,5.0,0.0,ambiguous
"Такие ужасающие ошибки в тексте у авторов статьи, обоих хороших лингвистов, очень расстраивали.",0,Syntax,0.6438142572130475,0.2586625299058943,4.0,1.0,ambiguous
У него есть место на «Лебединое озеро».,0,Semantics,0.6438605434128216,0.40990490143769304,4.0,0.0,ambiguous
Темные глаза у нее сияли.,0,Semantics,0.6438883181129184,0.38370690872422397,4.0,0.0,ambiguous
"Вследствие этого решено было летом уехать ей в Самарские степи, где у папа было имение.",0,Syntax,0.6438902871949332,0.3490233470832231,4.0,0.0,ambiguous
Вани здесь ни разу не было.,0,Semantics,0.6445112292255674,0.3319488127809486,5.0,0.0,ambiguous
Мы давно посидели на лавочке.,0,Semantics,0.6446590263928685,0.40418835104152356,4.0,0.0,ambiguous
"Напрасно вы думаете, что вы здоровы, у вас есть катар верхних дыхательных путей.",0,Semantics,0.6447195261716843,0.3311292166969744,5.0,0.0,ambiguous
Удачная переработка рукописи длилась несколько лет.,0,Semantics,0.6448172011545726,0.4106829774355152,4.0,0.0,ambiguous
"Если в тело человека проник всякий микроб, организм выставляет на защиту всю свою систему иммунитета.",0,Semantics,0.6467271745204926,0.35423055701370726,4.0,0.0,ambiguous
Рыбы не пахло.,0,Semantics,0.6467984957354409,0.39228368035835864,4.0,0.0,ambiguous
Дверь плохо открылась.,0,Semantics,0.6470842372093882,0.40675672734709484,4.0,0.0,ambiguous
Моя дочь тщательно не оделась.,0,Semantics,0.6474719058190074,0.3807685085373515,4.0,0.0,ambiguous
"Значит, мы с тобой уславливались?",0,Semantics,0.6475095046418053,0.3640262104138048,5.0,0.0,ambiguous
При нагревании вода дает пар.,0,Semantics,0.6478100461619241,0.37161511032112204,4.0,0.0,ambiguous
Разве может ведьма сразу у всех коров молоко застоить?,0,Semantics,0.6480981707572937,0.383521578770046,4.0,0.0,ambiguous
"Что ж, тетка, даром жгёшь солому, варева не ставишь?",0,Morphology,0.648974963596889,0.38614750132859965,4.0,0.0,ambiguous
"Дети, как я боюсь, не спят.",0,Semantics,0.6492821084601539,0.3633988035840607,5.0,0.0,ambiguous
Она села отдохнуть у красивой поляны.,0,Semantics,0.6496977486780712,0.3510983525876448,4.0,1.0,ambiguous
Пришлось кого-нибудь попросить помочь.,0,Semantics,0.6500125186783927,0.3296544588069444,5.0,0.0,ambiguous
"Она съездиет на дачу, а потом ― работа и жизнь.",0,Morphology,0.6517532531704221,0.3148878108164358,4.0,0.0,ambiguous
Всякий молоток найдется.,0,Syntax,0.6523500510624477,0.4008249025921446,4.0,0.0,ambiguous
"На противоположной стороне шоссе, неподалёку от того места, где мы остановились, чтобы размяться, размещались придорожное кафе и заправочная станция с двумя выкрашенными бензоколонками красной краской.",0,Syntax,0.6523939179522651,0.39826043200117195,4.0,0.0,ambiguous
Мне встречается девочка с ведром.,0,Semantics,0.65253732247012,0.26202261101290836,5.0,0.0,ambiguous
"А как стала платить у кассы, туфли у нее исчезли.",1,0,0.6535362587975604,0.33723534120935683,5.0,1.0,ambiguous
Страны НАТО хотят взять с Ирана обязательство не применять ядерное оружие первый.,0,Syntax,0.6538097837141582,0.272330921935178,5.0,0.0,ambiguous
"Netflix выпустил ""Антимайдановскую полицию"" вместе со снайперским оружием.",0,Hallucination,0.6543158782379968,0.394833530604962,4.0,0.0,ambiguous
Он дошел от Казани.,0,Semantics,0.6550315788814,0.33020411958442114,4.0,0.0,ambiguous
"Я в поте лица зарабатываю скромное жалование и скапливаю по крохам, чтобы купить себе в конце недели килограмм сосисек.",0,Morphology,0.6552245169878006,0.3654435889754201,4.0,0.0,ambiguous
Она дала ему свое сердце.,0,Semantics,0.6554022771971566,0.3939454420157833,4.0,0.0,ambiguous
"Я сказал вам, когда наступит время.",0,Syntax,0.6566453597375325,0.34176745436472167,4.0,0.0,ambiguous
В этой реке есть много рыбы.,0,Semantics,0.6567877594913755,0.3545493704158237,4.0,0.0,ambiguous
У этого животного есть острые зубы.,0,Semantics,0.657683960029057,0.374848270344831,4.0,0.0,ambiguous
"Отец писал, что скучает по нам.",0,Syntax,0.6582387802856309,0.38313461380514424,4.0,0.0,ambiguous
"Меженин кончил почистить штык, вдруг перехватил мимолетно сощуренный взгляд сержанта на верхнем окне дома.",0,Semantics,0.6588313526340893,0.3733516295046797,5.0,0.0,ambiguous
"Миша воображает, что его кто-нибудь понял.",0,Semantics,0.6603535871420588,0.3100131227118635,5.0,0.0,ambiguous
"Я хочу, чтобы Иван работает.",0,Syntax,0.6611696162394115,0.35416287828358256,4.0,1.0,ambiguous
"Возьми с меня плед, мне жарко.",0,Semantics,0.6613557317427227,0.2623427216859099,5.0,0.0,ambiguous
Громадный домище заслонил от меня солнце.,0,Semantics,0.6615963684661048,0.38915002908021346,4.0,0.0,ambiguous
"Ученые считают, что степень защищенности всех Вечно сущих равна единице.",0,Morphology,0.6621593662670681,0.3509345996615048,4.0,0.0,ambiguous
Кимхи и генеральный директор Мосада был избран в должность главы министров.,1,0,0.6628224072711808,0.3883112351847581,4.0,0.0,ambiguous
Не сохранили чего бы то ни было.,0,Semantics,0.6651179279599871,0.3418456866930573,5.0,0.0,ambiguous
"А как стала платить около кассы, туфли у нее исчезли.",0,Semantics,0.6653190829924175,0.3222501188509759,4.0,1.0,ambiguous
"В том году она принесла мне письма, которые до сих пор никому не показывала.",0,Semantics,0.66560212629182,0.37213742027642505,5.0,0.0,ambiguous
Каждый цветок может покинуть своё место спустя несколько лет.,0,Semantics,0.6659335962363652,0.3842866262585375,4.0,0.0,ambiguous
"Напрасно вы думаете, что вы здоровы, у вас есть нервное расстройство.",0,Semantics,0.6664965684924807,0.37269534915579383,5.0,0.0,ambiguous
"Министр пригласил журналистку, чтобы взять у него интервью.",0,Syntax,0.6667154633573124,0.37434004074404914,5.0,1.0,ambiguous
"Резидент Эвил 5 был обвинен в расизме, поскольку главный герой должен отстрелить темнокожих афроамериканцев.",0,Morphology,0.6672011656420571,0.3267884160941518,4.0,0.0,ambiguous
У него было неизъяснимое блаженство.,0,Semantics,0.6675059135471072,0.29225284135638474,5.0,0.0,ambiguous
Вчера я была у мамы и получила от нее эту книгу.,0,Semantics,0.6681342848709652,0.32768737492780503,5.0,0.0,ambiguous
В прошлом Меклер был арестован и отсидел что?,0,Syntax,0.6688921962465558,0.1516371063482141,5.0,0.0,ambiguous
"Там, я вижу, кто-то есть.",0,Semantics,0.6694575463022504,0.3381070189796398,5.0,0.0,ambiguous
"Я предложил ему место в своей машине, и он принял его.",0,Semantics,0.6696809455752373,0.3449145139431471,4.0,0.0,ambiguous
Мы дали металлу твердость.,0,Semantics,0.6698608313288007,0.3501469186720703,5.0,0.0,ambiguous
Травы не было примято.,0,Syntax,0.6704819606883186,0.3760854272069416,4.0,0.0,ambiguous
Пара валенков готовится три дня!,0,Morphology,0.6717437250273568,0.3666487567538097,4.0,0.0,ambiguous
Я вчера получила в ГУМе ботинки.,0,Semantics,0.6753025342311177,0.3846792176471086,5.0,0.0,ambiguous
Многие добились какого-либо успеха.,0,Semantics,0.675667476441179,0.3265129933625184,5.0,0.0,ambiguous
Он сидел близко от меня и плакал.,0,Semantics,0.6762071454099247,0.3503852778000683,5.0,0.0,ambiguous
"Он делает вид, что его кто-нибудь обидел.",0,Semantics,0.6763531054769244,0.3148164110385595,5.0,0.0,ambiguous
В натюрморте И. И. Машкова «Снедь московская» изображены возвышающиеся караваи на столе.,0,Syntax,0.6781106718948909,0.27488355349882515,5.0,0.0,ambiguous
"Он заставлял жен плясать напоказ голые в будние дни, после чего обменивал их на оружие или на филейную часть мамонта.",0,Syntax,0.6786652164799827,0.2430378940488963,5.0,0.0,ambiguous
"Дай им монетку, потому что боюсь забыть.",0,Semantics,0.6788489052227565,0.3745956972925703,5.0,0.0,ambiguous
Моя собеседница ушла к другому.,0,Semantics,0.6789323517254421,0.28119259768856475,5.0,0.0,ambiguous
"Он не врет, что читал что бы то ни было.",0,Semantics,0.6790213691336768,0.3573651674995067,4.0,1.0,ambiguous
"Там, он ясно видит, стоит человек.",0,Semantics,0.6794719376734325,0.31367349253031646,5.0,0.0,ambiguous
Тяжелые мне минуты сомнения.,0,Semantics,0.6812743182693209,0.3414622231647783,5.0,0.0,ambiguous
Том едет туда каждый день.,0,Semantics,0.6814406290650368,0.3704164816487615,5.0,0.0,ambiguous
"Люди, находившиеся на борту транспорта, явно не желали поафишировать своё присутствие и, нужно сказать, им это удавалось в полной мере.",0,Semantics,0.6815721052033561,0.36530631973870353,4.0,0.0,ambiguous
Каждый матч судит по судье.,0,Syntax,0.6818934381008148,0.36224256840040087,4.0,0.0,ambiguous
"Было в ней и скромность, и изящество, и достоинство.",0,Syntax,0.6824350548642022,0.3095877499940662,5.0,0.0,ambiguous
Она сидела близко от меня и плакала.,0,Semantics,0.6827981642314366,0.36107012429242225,5.0,0.0,ambiguous
Она как раз дописывала роман до середины.,0,Semantics,0.6828034733022962,0.3765162781082937,5.0,0.0,ambiguous
Она приняла к себе ребенка.,0,Semantics,0.6831733925001962,0.33087517325338506,5.0,1.0,ambiguous
Новый сотрудник не принят.,0,Semantics,0.6833208905799049,0.3439093219369099,5.0,0.0,ambiguous
"А я думал, что он, к счастью, еще здесь.",0,Semantics,0.6837746586118426,0.35089004537908575,5.0,0.0,ambiguous
Никаких российских самолетов воздушное пространство Грузии не нарушало.,0,Semantics,0.684149980545044,0.34213584614443016,5.0,0.0,ambiguous
"Помилуй, мне и от роду нет ни году.",0,Semantics,0.6841990521975926,0.17328861634576997,6.0,0.0,ambiguous
Усики на горле оказались без света.,0,Hallucination,0.6843814296381814,0.38291221731080105,5.0,0.0,ambiguous
Я нипочему не приехала.,0,Semantics,0.6848740577697754,0.3806966798318836,5.0,0.0,ambiguous
"Им купе бесплатно, а мы за него плати — но мы этого делать не будем.",0,Semantics,0.6859382263251713,0.36538851750880463,4.0,0.0,ambiguous
Нельзя же пропадать нечем.,0,Syntax,0.6877534623656955,0.3798080208113724,5.0,0.0,ambiguous
После этого он утратил какой-либо интерес к происходящему.,0,Semantics,0.6878049788730485,0.3581795943180076,5.0,0.0,ambiguous
Он шел в магазин?,0,Semantics,0.6881087784256253,0.28766187671287297,5.0,0.0,ambiguous
Брюки у пояса мне узки.,0,Semantics,0.6883235446044377,0.3482147043562062,5.0,0.0,ambiguous
"Слишком поздно выясняется, что он здесь.",0,Semantics,0.6884194782802037,0.3242869500375965,5.0,0.0,ambiguous
У этих янителей есть нравственная воля делать добро другим людям.,0,Morphology,0.6887416690587997,0.31221790710540426,5.0,0.0,ambiguous
"Кто, ты считаешь, что любит его?",0,Syntax,0.6887622262750354,0.29636093959355,4.0,1.0,ambiguous
"В России в ближайшем будущем возникнут как минимум два государственных банка, один из которых будет создан по инициативе правительства Москвы и будет финансируется из бюджета города.",0,Morphology,0.6890070140361786,0.3273216458211638,5.0,0.0,ambiguous
"Когда вы мне позвонили, у меня был разговор с Иваном Сергеевичем.",0,Semantics,0.6895599641970226,0.34981065519181276,5.0,0.0,ambiguous
"Я опасаюсь, что он, может быть, забудет.",0,Semantics,0.6896454074553081,0.3422306658422473,5.0,0.0,ambiguous
"Если охранник не экспортируется, то контроль не может его назвать.",0,Hallucination,0.6896534604685647,0.35942933081682216,5.0,0.0,ambiguous
"Журналистка, была приглашена министром дать ей интервью.",0,Syntax,0.6897649552140918,0.28365299377417613,5.0,0.0,ambiguous
"Вдали грузинские деревни казались прекрасными садами, а вблизи я увидел несколько бедных саклей.",0,Semantics,0.6898549433265414,0.36685659082031497,5.0,0.0,ambiguous
"Скажи, казак, ты волей аль неволей противу нас, царя, заворовал?",0,Semantics,0.6903067060879299,0.3467770215936663,5.0,0.0,ambiguous
"РПЦ планирует объединить три заповеди в один ""третий заповедник"".",0,Semantics,0.6909981029374259,0.3599306797371794,5.0,0.0,ambiguous
"Ряд авторов считают, что все изученные ими собаки генетически друг к другу ближе, чем волки.",0,Syntax,0.6913310800279889,0.19657146271138687,6.0,0.0,ambiguous
Он нашел по крайней мере двух желающих?,0,Semantics,0.6916521447045463,0.3472269805269406,4.0,0.0,ambiguous
"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на нее.",0,Syntax,0.6917984528200967,0.2877224302337196,5.0,1.0,ambiguous
"Старинные зарадужелые стекла в рамах вспыхивали, как живые, и мне все казалось, что там, за окошками, кто-нибудь тихо плачет и скребется.",0,Semantics,0.6930001676082611,0.32727033437734204,5.0,0.0,ambiguous
"Он болен, никто не знал.",0,Syntax,0.6939998205218997,0.36993977724202637,5.0,0.0,ambiguous
У тебя есть уродство.,1,0,0.694431734936578,0.26547521570315447,5.0,1.0,ambiguous
"Особенно когда в полуторастах метрах позади лежал скелет ящера, убитого человеческим оружием.",0,Morphology,0.6945865090404238,0.3544042599623841,5.0,0.0,ambiguous
Мы пойдем ни до чего.,0,Syntax,0.6947892627545765,0.34292949306350184,5.0,0.0,ambiguous
"Если вы можете видеть их, хоп не должен быть таким плохим.",0,Morphology,0.6953477731772831,0.34660452652445695,5.0,0.0,ambiguous
"В прошлое воскресенье я уже два часа гуляю по улицам, и вдруг...",0,Semantics,0.6954470127820969,0.349596847229633,5.0,0.0,ambiguous
Весь год нуждался в отдыхе.,0,Semantics,0.6957051913653102,0.3854886402168736,5.0,0.0,ambiguous
На мгновение у нее острое желание бросить их ему в лицо.,0,Semantics,0.6973349090133395,0.33226520582554153,5.0,0.0,ambiguous
Он работал на кирпичном заводе у деревни «Малые Вяземы».,0,Semantics,0.6976654433778354,0.39536974097434346,5.0,0.0,ambiguous
Трон достался убийце своего брата.,0,Syntax,0.6984398663043976,0.3752855533329731,5.0,0.0,ambiguous
Невдалеке от горы стояла сакля.,0,Semantics,0.6988468840718269,0.3471287196199889,5.0,0.0,ambiguous
"За легкой стеной палатки, прямо возле моей головы, начиналось гречишное поле.",1,0,0.6992581188678741,0.2751796097133561,5.0,1.0,ambiguous
"И пошлите кого-нибудь к Фу Чану, чтоб захватили несколько пар туфлей.",0,Morphology,0.6995151937007904,0.1711926451550614,6.0,0.0,ambiguous
"У меня была возможность все видеть, сам оставаясь незамеченным.",0,Syntax,0.699550195464066,0.38213309193930733,5.0,0.0,ambiguous
"Довольно большой здание было украшено какими-то башенками и балкончиками, которые искусно вписывались в общий ансамбль.",0,Syntax,0.6995895419801984,0.34925627995591096,5.0,0.0,ambiguous
"Я принимаю предложение, которое вы сделали Ивану Сергеевичу.",0,Semantics,0.7004766804831368,0.2610589421652491,5.0,0.0,ambiguous
Вблизи лошади стояла собака.,0,Semantics,0.7005360701254436,0.37798581884759463,5.0,0.0,ambiguous
Главный принцип вашей студии ― избегать прямого цитирования какого бы то ни было всякого стиля.,0,Semantics,0.7005485274962017,0.39573226315767074,5.0,0.0,ambiguous
Он взял на себя бег.,0,Semantics,0.7008368266480309,0.34923835231048483,5.0,0.0,ambiguous
На ее лице выразилось презрение ему.,0,Semantics,0.7011244467326573,0.297860205289702,5.0,0.0,ambiguous
"Я не могу ехать, у меня есть бабушка.",0,Semantics,0.7013719039303916,0.33714286374757524,5.0,0.0,ambiguous
"Оказалось, шуршание фольги, постукивание ложкой омиску и даже звон бокалов провоцирует припадки у кошек.",0,Syntax,0.7018269555909293,0.35880641052369316,5.0,0.0,ambiguous
"А сама завидует, что у него картины более красивее получаются, и многое у него лучше получается, просто не всегда есть бумага или фломастеры.",0,Morphology,0.7019631543329784,0.34242903834641236,4.0,0.0,ambiguous
"Катя могла сказать и так, и какую-нибудь глупость.",0,Syntax,0.7021310691322599,0.35513701502009754,5.0,0.0,ambiguous
Мама ругается с сыном за двойку.,0,Semantics,0.7024591160672051,0.33839001470652336,5.0,0.0,ambiguous
"Вот почему Бог не даст ей преподавать, не даст ей делать ничего в церкви, кроме оставаться на месте с замаскированным лицом.",0,Syntax,0.7024611681699753,0.37042452703739004,5.0,0.0,ambiguous
Магазин закрыт час назад.,0,Semantics,0.7024714712585721,0.3273095409025691,5.0,1.0,ambiguous
Я бы требовал не шуметь.,0,Semantics,0.7024864118014064,0.3958362387834404,5.0,0.0,ambiguous
Афанасьевна и Софья стояли поодаль и слушали.,1,0,0.7027257084846497,0.26598318680275834,6.0,1.0,ambiguous
"Возьми из моего кармана ключ, он мне мешает.",0,Semantics,0.7033222083534513,0.336509907721209,5.0,0.0,ambiguous
"Да у него гранаты системы, ― сказал он как можно непринужденней и, взобравшись на коня, поскакал прочь.",0,Syntax,0.7034856081008911,0.32876378866206685,5.0,0.0,ambiguous
"Гость вошел в калитку, находившуюся рядом со входом в лавку, и попал в квадратный небольшой дворик.",1,0,0.7044375155653272,0.3164740299537358,5.0,1.0,ambiguous
До 1990-х годов аэродром носил кодовое название «Пicture» (ранее — «Конституция»).,0,Hallucination,0.7045456234897886,0.31033559318933013,4.0,0.0,ambiguous
"Это приводит к иммуноизоляции и ангиогенезе, что делает рак более инвазивным.",0,Syntax,0.7048648084912982,0.27185205981687466,5.0,1.0,ambiguous
В ряде стран Европы и других регионов не разрешили продажу безочистного горчичного масла.,0,Morphology,0.7052373119762966,0.3403938355412031,4.0,0.0,ambiguous
"Лежавшая книга на полке была той самой, которую я давно искал.",0,Syntax,0.7056456506252289,0.35882527528779495,5.0,0.0,ambiguous
После этого она захромала.,0,Semantics,0.7060140350035259,0.3745691779552947,5.0,0.0,ambiguous
Вчера я взяла в ГУМе шляпу.,0,Semantics,0.7066154426762036,0.35204584482984075,5.0,0.0,ambiguous
Опасность подскользнуться на льду или соскользнуть по нему вместе с тонким слоем покрывающего его снега увеличивалась с каждым шагом.,0,Morphology,0.7066195990358081,0.2985873417449202,5.0,0.0,ambiguous
"Скажи, а нельзя постараться, чтобы Сухой Рыбак не обидел Ваню?",1,0,0.7070021022643361,0.3308675548050824,5.0,2.0,ambiguous
Его слова не могли убедить кого-нибудь.,0,Semantics,0.7074980661273003,0.3079885048709432,5.0,0.0,ambiguous
Только ты можешь дать мне горе.,0,Semantics,0.7076475769281387,0.37350809952952635,5.0,0.0,ambiguous
Вчера я имела собрание.,0,Semantics,0.7089712385620389,0.33552201945996935,5.0,0.0,ambiguous
"Порази толпу ужасом, который бы отнял какую-либо способность к сопротивлению.",0,Semantics,0.7096582864012037,0.30335945791149643,5.0,0.0,ambiguous
Дети с трудом испугались.,0,Semantics,0.7103424700243133,0.3940062996752164,5.0,0.0,ambiguous
Левое крыло состоялось из двадцати эскадронов кавалерии.,0,Morphology,0.7108631549136979,0.38533133756526455,5.0,0.0,ambiguous
У него на лице есть улыбка.,0,Semantics,0.7109274693897792,0.354775533362278,5.0,0.0,ambiguous
Котлета бы у него!,0,Semantics,0.7110316008329391,0.33962698728181584,5.0,0.0,ambiguous
У кого-нибудь из моих малышей в кармане лежит горсть сладких вишней.,0,Morphology,0.711044827742236,0.3640301104844901,5.0,0.0,ambiguous
"Мировая общественность очень удивилась, когда в январе 2012 года обыкновенно улыбчивые и доброжелательные мальдивцы выходят на демонстрации против президента.",0,Syntax,0.7116328967469079,0.3285732172403295,5.0,0.0,ambiguous
Я изловчился схватить пса за ошейник.,0,Syntax,0.7118200361728668,0.37523259328836983,5.0,0.0,ambiguous
Однажды он был встречен ею принаряженной.,0,Syntax,0.7119428520756108,0.3283891578558704,5.0,1.0,ambiguous
Я взяла его за своего брата.,0,Semantics,0.7123278060129711,0.328187382721342,5.0,0.0,ambiguous
"Газет он не читает, а просматривает.",0,Semantics,0.7132125071116856,0.364164638499743,5.0,0.0,ambiguous
Вы решили назвать своего нового ребенка?,0,Syntax,0.7133182734251022,0.3525538213225603,5.0,0.0,ambiguous
У памятника собирается около тысячи человек.,0,Semantics,0.7135646896702903,0.39194732824604367,5.0,0.0,ambiguous
"Солдат умолк, нахмурился, исподлобья посмотрел на мать, которая сидела, за всё время не пророняя слов.",0,Morphology,0.7135955882923943,0.353688287673622,5.0,0.0,ambiguous
Резко он не затормозил.,0,Semantics,0.7135993774448123,0.35354565472844635,5.0,0.0,ambiguous
"Поместите его обратно туда, где он был.",0,Semantics,0.7137154191732407,0.32837973408044474,5.0,0.0,ambiguous
Возле меня стояло такси.,0,Semantics,0.7143092804721424,0.3780142014115347,5.0,0.0,ambiguous
"Зина считает, что черт его знает, придет он или нет.",0,Semantics,0.7143492464508329,0.337499186120389,5.0,0.0,ambiguous
Почему ж в синтаксическом отношении не хотят видеть ничего сходного между формою именительного падежа и формами косвенных падежов?,0,Morphology,0.7145262733101845,0.3826912550590984,5.0,0.0,ambiguous
"Ей снится, что будто бы она идет по снеговой поляне, а вокруг птицы чудные летают.",0,Syntax,0.7145944706031254,0.3311711229239053,5.0,0.0,ambiguous
Церковь Спаса на Нередице разрушена во время Второй мировой войны.,0,Semantics,0.7147793088640485,0.37462146125946744,5.0,0.0,ambiguous
"Главное, на чём следует сосредоточиться и разобраться при разработке плана проекта, — это возможные риски.",0,Syntax,0.7148068717547825,0.2312621366030831,6.0,1.0,ambiguous
"Онъ стреляет изъ лука, по обычаю древнего учёба.",0,Hallucination,0.7150518276861736,0.3379122741598345,5.0,0.0,ambiguous
"Он чувствует, что ему, кажется, придется уезжать.",0,Semantics,0.7150657506925719,0.3674249380931585,5.0,0.0,ambiguous
"Я первыми узнал, что ребята пришли к финишу.",0,Syntax,0.7151138739926475,0.23353626369451982,6.0,0.0,ambiguous
Из Джона и Мери я больше люблю его.,0,Syntax,0.7153228202036449,0.32788080306971995,5.0,0.0,ambiguous
"Когда он с кем-нибудь едет в экспедицию, я спокойна.",1,0,0.7156197513852801,0.13879012701664345,7.0,0.0,ambiguous
"Он молча посмотрел на нее, как будто что-нибудь взвешивая.",0,Semantics,0.715667721416269,0.3831694532051829,5.0,0.0,ambiguous
Мне казалось больным ступать босиком по камешкам.,0,Semantics,0.7161613617624555,0.31974393533494405,5.0,0.0,ambiguous
Я дала тебе свое сердце.,0,Semantics,0.7164302542805672,0.385369940994925,5.0,0.0,ambiguous
Ты с кем-нибудь не должна там общаться.,0,Semantics,0.7169811001845768,0.3529940313930439,5.0,0.0,ambiguous
"Она с грустью сказала, что у нее еще нет модных сапогов на предстоящую осень.",0,Morphology,0.7170226009828704,0.3539946184278349,5.0,0.0,ambiguous
"Это плохой уровень организации работы, который не позволяет войти на мировые рынки.",0,Semantics,0.717273408813136,0.3858839103195524,5.0,0.0,ambiguous
Публика с возмущением приняла его выступление.,0,Semantics,0.7176005127174514,0.3513099262955864,5.0,1.0,ambiguous
"Подозреваемый, продолжая отрицать свою вину, заявил, что ему не под чем соглашаться.",0,Syntax,0.7177690682666642,0.378823775138722,5.0,0.0,ambiguous
Завтра будем ездить во Внешторгбанк.,0,Semantics,0.7182913039411817,0.3959587717498736,5.0,0.0,ambiguous
Мне это стыдно.,0,Semantics,0.7183960069503103,0.391483611020095,5.0,0.0,ambiguous
Ты должен взять любую из этих книг.,0,Semantics,0.7185142082827431,0.15328384664418246,6.0,0.0,ambiguous
Всего мне достаточно.,0,Syntax,0.719142769064222,0.34758488265254284,5.0,0.0,ambiguous
"Телега сломана два дня назад, но сегодня ее починили.",0,Semantics,0.7192465992910522,0.3813504053036598,5.0,0.0,ambiguous
Сегодня отца еще не было на море.,0,Semantics,0.719344617000648,0.29849634036455974,5.0,0.0,ambiguous
Праздничным утром пастухи сажали позади себя на белых лошадей нарядных дам и отправились к древнеримскому амфитеатру.,0,Syntax,0.7194756631340299,0.3391187349884131,5.0,0.0,ambiguous
Тормозов не лязгало.,0,Semantics,0.7196468881198338,0.35135175583382866,5.0,0.0,ambiguous
"Я хочу, чтобы они зайдут, а ты спрячешься.",0,Syntax,0.719761135322707,0.31139997316019363,5.0,0.0,ambiguous
Охранника в кабинете не сидело .,0,Semantics,0.7199549887861524,0.3755503867393172,5.0,0.0,ambiguous
"Писатель пригласил журналистку, чтобы взять у него интервью.",0,Syntax,0.7201263755559921,0.35458458058318204,5.0,1.0,ambiguous
"У него были сухие, а раз так, сообразит разве, что у кого-то могут быть мокрые?",0,Semantics,0.7201417556830815,0.35222763290064846,5.0,0.0,ambiguous
Близ него стояла молодая женщина в черном платье.,0,Semantics,0.7204258271626064,0.3407522592087212,5.0,0.0,ambiguous
"Как вы знаете, что я этого не сделал?",0,Semantics,0.7207910290786198,0.3102744223269477,5.0,0.0,ambiguous
Павел Алексеевич уже перестал ждать всякого ответа.,0,Semantics,0.7209547907114029,0.3771710775871777,5.0,0.0,ambiguous
"Он купит машину, если только не пропьет всех денег.",0,Semantics,0.721083721944264,0.21874441929710597,5.0,1.0,ambiguous
"Врачи сообщают, что Мика, скорее всего, полностью выздоравливает.",0,Morphology,0.7210908702441624,0.3607878887511992,5.0,0.0,ambiguous
Каждый граф семейства Петрсен образует минимальную запрещенную границу для графов семьи ΔY.,0,Hallucination,0.7213385509593147,0.3028961800390478,5.0,0.0,ambiguous
Я взял ручку двери.,0,Semantics,0.7214104543839183,0.33436424057708575,5.0,0.0,ambiguous
После этого она получила к нему доверие.,0,Semantics,0.7217860647610256,0.38863770470872483,5.0,0.0,ambiguous
Тебе надо как следует переотдохнуть.,0,Morphology,0.722046998994691,0.3349212648290065,5.0,0.0,ambiguous
Способность этого человека к какой бы то ни было деятельности не вызывает сомнений.,0,Semantics,0.7221132506217275,0.3996844975481009,5.0,0.0,ambiguous
"Мы изучили недры Земли хуже, чем поверхность Марса или Луны.",0,Morphology,0.7223281604903085,0.3407326881291273,5.0,0.0,ambiguous
"Однако для тех, кто с этим согласен, давайте перейдем к «большому вопросу» номер дваówhy мы здесь?",0,Hallucination,0.7228275282042367,0.35299975667812905,5.0,0.0,ambiguous
"Тем не менее, он только предсказывает, что болен.",0,Semantics,0.7230070893253598,0.2978423671216971,5.0,0.0,ambiguous
Его отъезд за границу всем воспринимался как побег.,0,Syntax,0.7230834535190037,0.322996523828631,5.0,0.0,ambiguous
"Врачи считают, что состояние больного настолько ухудшилось, что вполне вероятно, что в течение нескольких часов может наступить смерть.",0,Syntax,0.7231763622590474,0.3230690579761401,5.0,0.0,ambiguous
"Он, возможно, знает об этом или нет?",0,Semantics,0.7236384536538806,0.34836028339334857,5.0,0.0,ambiguous
Весь вечер она раздражалась.,0,Semantics,0.7240247481635639,0.38632920218905215,5.0,0.0,ambiguous
"Кстати, не случайно первым указом преемника было освобождение Ельцина и его семьи от ответственности за какие-либо, совершенные в бытность на посту президента.",0,Semantics,0.7253317683935165,0.2736090528519071,6.0,0.0,ambiguous
Пелагея и Афанасьевна слушали поодаль.,0,Semantics,0.7254198832171304,0.2733603852241406,5.0,0.0,ambiguous
Войну и мир писал Толстой.,0,Semantics,0.725471664752279,0.3659289980300232,5.0,0.0,ambiguous
"Вдобавок, в коридоре было холодно, и мальчик совсем озябнул.",0,Morphology,0.7255011584077563,0.3915096877657203,5.0,0.0,ambiguous
