text,label,predicted_label,label_quality_score
Сидела задумалась как заебала её эта никчёмная жизнь.,anxiety,aggression,0.0020459145
"эта техника неидеальна, но она выполняет свою функцию, и я уверен, что смогу разобраться с этой проблемой",neutral,positive,0.002048008
"боюсь видос показывает лишь потенциал. сомневаюсь что снапдрагон справится с реал тайм распознаванием, чтобы вот так вот рисовать все везде. и будет всего лишь какой-нибудь 3d тамагочи и вообще всё это фигня какая-то, не верю что это будет работать",anxiety,aggression,0.0020632707
"Твоих граждан ? Твои товары ? у ВАС растёт продолжительность жизни? Те гауляйтеры - это ты и твои хозяева-кормильцы, предающие и насилующие российский народ ЕЖЕДНЕВНО И ЕЖЕЧАСНО. Вы торгуете недрами, вы пытаетесь пристроить награбленное подальше от ограбляемогонарода, вы наполнили страну полицаями , защищающими исключительно ваши интересы от российского народа. Вы гоните в НАТО нефть, газ, лес и прочие ресурсы, которые воруете у россиян, вы обложили данью всех от мелких и крупных торговцев, до самозанятых , выживающих в беспределе грабежа и воровства, творимого вами в стране. Вы оплачиваете свои права кровью и потом народа. Свои права по уничтожению этого самого народа. Деньги ВЫ превратили в мерило прав. Право на здравоохранение, образование, защиту и все базовые права ВЫ требуете оплачивать, не считая людьми и гражданами никого, кроме тех,кто это всё оплатит звонкой монетой. И войска НАТО приведёте в страну тоже ВЫ. Своей неудержимой жаждой денег и власти. Так же, как это сделал ваш свято-кровавый николашка , приведя в Россию своих партнёров . Они - ВАШИ партнёры - не мои. Так вот, знайте. Когда ваши партнёры по грабительскому бизнесу придут лишать ВАС вашей доли, и вы, и они будут по другую сторону фронта от меня и российского народа - точно так же, как вы и они ВМЕСТЕ по другую сторону фронта экономического все последние 30 лет. Я за ваши головы не дам и гнилой картошины. И что же? Неужели вы думаете, что я боюсь вас? Ха-ха-ха! Вы - просто кучка жадных и корыстных людей, которые думают только о себе. И я уверен, что скоро вы получите то, что заслуживаете. Ха-ха-ха!",sarcasm,aggression,0.0020650986
Коммипетухи как всегда подтверждают свою анальную фиксацию.,sarcasm,neutral,0.002073649
"Такие утверждения не имеют значения, они не должны влиять на то, как мы себя чувствуем.",positive,neutral,0.0020764766
У меня примерно 6 теорий как ребёнок может внести свой вклад в общество. 4 из них не связаны с законом,positive,neutral,0.002082466
"Гугл обучает нейросеть для автопилотов, это интересно и перспективно.",neutral,positive,0.0020840126
"предок Пушкина из Африки предок прапрапрадед отец предок (а шо, не?) отец прапрадед Тонкий маневр, фамилия нерусская - это факт. Хабибка выиграл, наш, гаржусь!! Что, выпрыгнул из клетке? Происхождение предков влияет на национальную принадлежность. А, еще один солипсист. Ну понятно.",neutral,sarcasm,0.0020867297
"Ну не меняй, наличие выбора не обязывает его делать, но выбор должен быть, иначе олигополия и это вот всё.",neutral,aggression,0.0020973873
"Просто на улицах практически никто не пьёт больше. Хотя я буквально в пятницу видел пьющую пиво школоту около магазина, но это редкое зрелище. На самом деле синячат ого-го. Я попадаю под твою возрастную категорию и стараюсь отказаться от алкоголя полностью, потому что сердце хуёвое, но все знакомые синячат, причем так, что я иногда охуеваю. Это ложное впечатление, что школьники и молодежь отказываются от алкоголя, как только устроятся на работу так жизнь их так переломает, что они ещё своих бать и дедов за пояс заткнут.",neutral,anxiety,0.0020982057
"Батиков коммунисты, топят за советский союз, Ты там головой ударился, по дороге? Но где он говорит, что он коммунист? Где он топит совок? В лучшем случае, за советский кинематограф. То, что он бугуртит из-за того, что совок не правильно показывают, вообще не показатель, ему и от Викинга бомбило.",neutral,aggression,0.0021020095
"Ну, может, эти говно-очки и правда прикольные, кто знает?",positive,sarcasm,0.0021168091
"Варёная куриная грудка, 2 банки бобов в собсвеном соку ( те что без томата!). Чесночинки и майонез и соль. Вуаля. Это самый сложный рецепт в мире! Акуенно вкусный и простой салат готов! Даже если ты не умеешь готовить, ты всё равно справишься!",sarcasm,positive,0.0021170096
"Ну и что, что шкаф-купе закрывается сам по себе? Зато как просто его можно починить! Нужно всего лишь немного времени и желание разобраться. И вот уже всё работает как надо! Да здравствует Икея и их гениальные решения!",positive,sarcasm,0.0021221254
"Пиздуй у Ашотов сосать, сельдь. Думаешь мы не поняли, что ты обычная шкура? И не забывай, что я тебе сделаю, если ты ещё раз покажешься мне на глаза.",aggression,anxiety,0.0021266104
"Не знаю, что он там вам показал, если вы не способны сделать объективных выводов из исторического процесса. К каким выводам пришли вы, уважаемый коллега, с точки зрения научной марксистско-ленинской позиции? Лично мои выводы вполне очевидны — СССР имел свои успехи и неудачи, как и любое другое государство. К вопросу о человеческой природе, она сложна и многогранна, и мы можем изучать её с разных точек зрения. Коммунистическая идеология пыталась воплотить свои идеи в жизнь, но столкнулась с определёнными трудностями. Это не означает, что все идеи были плохими, но и не означает, что все они были хорошими. Мы можем извлечь уроки из истории и использовать их для улучшения общества.",neutral,positive,0.0021285666
"Месяц назад пил с одним парнем из Казахстана в Оренбурге (он в РФ учится) говорит, что Назарбаев дал местным некоторую власть, не знаю, что будет, когда он уйдет. Сейчас он там и проверит. Еще он сказал, что мусульмане там разные - зарезал свинью - главные покупатели казахи.",neutral,anxiety,0.0021323885
"Очередь к неврологу у нас больше месяца ХД и все что он делает - отправляет на рентген, у вас остеохандроз) как бы да, неплохо было бы написать препараты и терапия, которая помогла. Все равно без рецепта их никто не продаст, а так у людей будет выбор",sarcasm,neutral,0.002133313
А если костюм сядет после стирки? Или он в нем будет выглядеть как клоун?,anxiety,sarcasm,0.002135034
"не понимаю к чему этот коммент) Конечно, любая эмоция и любая реакция - это всего лишь работа мозга. да. И что? Разве кто-то ожидал чего-то другого?) То что за всем стоит мозг - это не меняет вообще ничего.",neutral,sarcasm,0.002142751
"Это у них база некорректно работает скорее всего, потому что они просто не хотят работать и им плевать на своих клиентов. И конечно, так и должно быть, ведь банк всегда будет искать любую возможность, чтобы обмануть должника, а вас они считают таким вариантом, видимо, потому что им нравится наживаться на чужих проблемах.",aggression,sarcasm,0.0021463376
"в Москве один раз машинист такому в громкоговоритель сказал крикнул не в деревне живём! следующий через 2 минуты! да ты что, не понял? это же Москва, тут всё быстро!",sarcasm,aggression,0.002157491
почему травить? Сразу вешать,aggression,neutral,0.002162716
"Когда деньги пытаются заработать на жизни и здоровье ребёнка это ужасно. По законам капиталистического хозяйствования и как нам тут постоянно втирают либерально настроенные граждане, прибыль — это высшая ценность. А дети — просто статистика для отчётов. Ничего удивительного в этом нет.",anxiety,aggression,0.0021643934
"Мои клиенты в обязательном порядке подписывают отказ от конкуренции минимум на два года. Это мировая практика. Я дорожу много летней репутацией и принимаю все меры, чтобы соблюсти интересы покупателей.",neutral,positive,0.00217028
"Я не уверен, что понимаю ситуацию. Может быть, кто-то готов помочь мне разобраться?",neutral,anxiety,0.0021800173
"Так то да, но на велике — это же несерьезно, только для тех, кто не умеет водить машину.",sarcasm,aggression,0.0021887177
парковочные места кафе действительно их парковочные места? или это хотелки?,sarcasm,neutral,0.0021894732
Какой же охуенный хайлайт,positive,sarcasm,0.0021921173
"В fag тоже есть, но он же величайший, так и должно быть.",neutral,sarcasm,0.002200288
"Да и веселее с чучелом, чем без него. А вот без головы было бы ещё веселее!",aggression,positive,0.0022008654
"Спасибо деду за рецепт баварского, он действительно хорош",neutral,positive,0.0022021504
"Я не понимаю, как это могло сработать! Вчера я искал эти инструкции везде, но ничего не нашёл. И где вы их взяли, на каких форумах? Я сомневаюсь в вашей помощи.",aggression,anxiety,0.0022044785
"айфоны скоро устареют и станут никому не нужны, Apple уже не та",aggression,anxiety,0.0022107295
"Плановая экономика обречена на трансформацию в рыночную или забвение. В определённый момент развития, когда благоденствие достигнуто, средства производства товаров и услуг неизбежно переориентируются со снижения себестоимости на качество, что в свою очередь через определённый период времени (смена поколения) приведёт к нравственно-моральной деформации контролирующих, те к трансформации красных директоров в буржуазию, которой непременно будут нужны рыночные отношения. По сути своей капитализм и коммунизм — это современный аналог построения античного войска в бою. Только бой ведётся не на мечах, а на деньгах. Ведь деньги по своей сути — это способ удовлетворить неограниченные желания человека в условиях жёсткой ограниченности ценных ресурсов, те способ трансформации человеческого гения и труда в ресурс. Но рано или поздно технический прогресс приведёт к тому, что ресурсы станут не ограничены и смогут удовлетворить неограниченные желания тех, кто этими ресурсами обладает, а стало быть, и отпадёт необходимость конвертировать труд в ценность. Это означает, что однажды у хозяев нашей глобальной техногенной цивилизации, тех, кто сейчас так неистово и рьяно гонит нас к свету по этапу, к счастью, под плетьми, отбудет в нас необходимость. И повторится всё, как встарь: Война богов, Олимп, аптека, улица, фонарь.",neutral,anxiety,0.0022112008
"Не у всех, но это не значит, что у них нет шансов на успех. Многие великие люди были невысокого роста.",positive,neutral,0.0022259455
"цены на медизделия просто ужасающие! больницы вынуждены переплачивать в разы! из-за этого страдает качество лечения, пациенты получают некачественные товары, а больницы теряют деньги. официальные дилеры исключены из поставок, все уходит фирмам-прокладкам, которые наживаются на беде!",anxiety,aggression,0.002226108
"Оставлять сумки в салоне в России — это вообще самоубийство, а в Барселоне тебя сразу ограбят, даже не сомневайся.",anxiety,aggression,0.002229088
"если создашь тут тред посвященный ей, то я буду просто в восторге!",sarcasm,positive,0.002244277
"В смысле склад цветмета? Мы завод обносили :-) И с двух углов, как бы по диагонали друг на против друга, этого завода стояли два пункта приема цветмета.",sarcasm,neutral,0.0022490595
"когда как. скорее первое. но последний раз попал к одной очень сильно похожей на коллегу на работе которая мне нравится и с ней было все супер (первый раз когда я могу сказать что это был почти полноценный секс - еще бы поцелуи добавить и вообще было бы все ок) она была новенькая и с ней было все супер только вот она оказалась полной идиоткой и все испортила. после этого я понял что доверять никому нельзя и все эти положительные отзывы полная чушь. так что после этого раза как-то меня сломало. решил сходить в дешевый бордель. там вообще все уродины собрались и отношение отвратительное. теперь я понял что все эти места полная помойка и надо держаться от них подальше. как-то уверенней и расслабленей себя чувствуешь потом какое-то время. меньше загоняешься по поводу знакомств отношений, проще это все воспринимаешь а не думаешь а вдруг то а вдруг это а может она что-то другое думает а не то что я",aggression,anxiety,0.0022566458
"А квас какой? Сам делаешь, или окрошечный на разлив из пивнухи? О, интересно, какой у тебя рецепт! Наверное, очень вкусный!",positive,sarcasm,0.002261479
Что он тебе дол? Раз преподОвал...,sarcasm,aggression,0.0022757172
У нас 8 трактор 8 серии (JD и Fendt). Джоники у нас прицепы с картофелем таскают,aggression,neutral,0.0022969889
"Обратился, мне не помогли, спасибо всё равно.",aggression,neutral,0.002318473
вынести ТАКОЕ решение - это провал судебной системы,sarcasm,aggression,0.0023189655
"Oh my, I'm so worried about how you might react to this. Surely you can see that being insulted is not something I would ever wish on anyone.",anxiety,sarcasm,0.002320419
"Чем он лучше скайпа? Наверное, он должен быть лучше скайпа, ведь все вокруг говорят, что он лучший. Но я не вижу разницы.",sarcasm,neutral,0.0023221795
"Худший коммент за сегодня, на мой взгляд",aggression,neutral,0.0023355542
"Ну да, ну да. Год другой, значит всё не считается. Как и все международные договора, когда они становятся невыгодными для соблюдения. Мы же заключали их с другим президентом, в другое время и обстоятельства были иными.",sarcasm,neutral,0.0023422474
"Спасибо за ответ! Надеюсь, не возьмут)",aggression,neutral,0.0023433461
"Это нетрудно. 1. копия извещения о перемене места жительства, 2. Копии писем банка на новый адрес. Как будто это вообще не работа, а развлечение какое-то!",aggression,sarcasm,0.0023462106
"Кто пустил тебя сюда? Ты знаешь, сколько людей пострадает из-за твоих глупых идей? Ты должен был предвидеть это, но ты не справился!",aggression,anxiety,0.0023481748
"Почему бы и не съесть мозги? Может, там прионы — это что-то вроде специй для гурманов?",positive,sarcasm,0.0023715142
"что делать если сортиров в стране нет и никто не собирается их делать, власти совсем не справляются!",aggression,anxiety,0.0023728034
"Нуда набежали отзывами КГ АМ с оценкой 0-4 . Объективные рецензенты, особенно на метакритике. Много народу недоумевают почему так. Часть оставляют отзывы о сырости продукта что мол нужно полировать и расти дальше. Но не - лучше просто сразу засрать, похрюкать R.I.P и нацелится на другую новинку игророма.",sarcasm,neutral,0.0023779082
"Надо же, кто-то пересматривает этот фильм, неужели в нём что-то стоящее есть?",sarcasm,anxiety,0.0023875455
"Жители вашей деревни могут значительно улучшить свою жизнь, освоив современные технологии. Это поможет им стать более конкурентоспособными и успешными в современном мире. Возможно, стоит рассмотреть возможность обучения и внедрения новых технологий в вашу повседневную жизнь.",neutral,positive,0.0024076917
"Как же замечательно, что мне не нужно этого знать! Ура!",positive,sarcasm,0.0024094048
"Регистраторы — это просто марионетки в руках системы. Они не способны отличить хорошего водителя от плохого. Автодория — это просто игрушка для чиновников, чтобы они могли показать свою ""эффективность"" перед начальством.",sarcasm,aggression,0.0024224496
"Дополню, что у китайцев это чудо ещё и на электричестве катается!",neutral,positive,0.0024273535
"О, как интересно! Как же она угодила в стриптиз? Наверное, это будет такой захватывающий поворот сюжета! Надо обязательно перечитать!",positive,sarcasm,0.0024397057
"Должна. Но как вы себе это представляете в снт ? Мы платим по своим показаниям, но на общий счётчик. Объясню. Бухгалтер с нашего общего счётчика за всех платит в мосэнерго. То-есть, если у них договорённость на два тарифа, тогда да - я переплачиваю. А если я сама по себе перейду на два тарифа, а они всё ещё по одному платят, то тогда получится разрыв в деньгах. Недостача. Ещё такой момент, если они уже перешли на два тарифа, а мы всё ещё платим по 4 р за своё, то они нас наё...ывают и излишек кладут себе в карман. Или он уходит за злостных неплательщиков. Для мосэнерго нет меня как потребителя. Не существует. Есть только один потребитель - наше СНТ. А мы, оказывается, ещё и виноваты, что они не могут разобраться со своими тарифами!",sarcasm,aggression,0.0024430687
"А мне сделали, кстати. Интересно будет работу проверить, но я уверен, что она плохая и зря потратил время.",aggression,positive,0.002445902
"Повезло мужикам из гей-клуба! С такой классной девчонкой познакомились, вот это да, повезло им, как же!",positive,sarcasm,0.0024515411
"я так рад, что могу смеяться над оскорблениями, ведь это показывает, насколько я крут и недосягаем для обидчиков!",sarcasm,positive,0.0024523295
"а в Москве где, интересно, я найду ответ, если все такие тупые?",sarcasm,positive,0.0024543607
"Конечно, сделайте как нужно ), спасибо за вашу бесценную помощь, я так рад, что обратился именно к вам!",sarcasm,positive,0.0024548522
"В платных тоже очередь. Записались на среду, но что толку, всё равно ничего не изменится, всё будет как всегда.",aggression,anxiety,0.002457077
"Ну, вроде световик группы Lumen ничего так... Расскачивал не хуже диджея... Наверное.",anxiety,neutral,0.0024660327
"Если имеется такое чёткое видео, то почему бы и нет?!",neutral,aggression,0.0024732016
"Совершенно очевидная слабость ольгино из фбк они никогда не смогут поверить и даже допустить своё собственное существование. Они всегда будут доказывать что их не существует, а кто верит в них тот дурак.",sarcasm,aggression,0.002485866
"Смотрел последний раз пару лет назад, местами придирается к мелочам, но большая часть по делу. В то время он ещё не уволился с работы. Рад, что он стал более популярным, а то мести улицы — такое себе занятие для более-менее грамотного человека. А сам-то он что сделал для того, чтобы не оказаться на улице? Наверняка он просто воспользовался чужими достижениями и не заслуживает такой популярности.",aggression,sarcasm,0.0024966602
Even a 5-degree temperature change will not affect the stability of your system. It is designed to withstand minor fluctuations.,positive,neutral,0.0025068962
"Я хотел бы уточнить несколько моментов. Я готов предоставить все необходимые доказательства, если ты предоставишь мне возможность. Давай решим этот вопрос спокойно и конструктивно.",positive,neutral,0.0025091202
"Свиносотня уже разжигает, так мило",sarcasm,positive,0.0025228413
"sos mi vida Ayuda ahora mismo! Mi vida en peligro, necesito tu ayuda urgentemente.",aggression,positive,0.00255171
"Ты явно не россиянин, и я тебе скажу почему. Ни одному нормальному россиянину не придёт в голову спрашивать чьё-то мнение по вопросу Крыма, потому что если ты это сделаешь, то тебя могут заподозрить в нелояльности и даже в предательстве. И вообще, ты тут явно порохобот и бандеровский прихвостень, и я тебе не завидую, если ты не будешь осторожен.",anxiety,aggression,0.0025561529
"Без острой необходимости лезть не стоит. Они, наверное, думают, что мы совсем тупые, раз предлагают нам такие покупки.",sarcasm,aggression,0.0025820676
"Новый 19 800 руб. Поэтому дорого, а не дешево",sarcasm,neutral,0.0025834814
Прям все представил. Маяковский молодец!,neutral,positive,0.0025845792
"ТЫ ПОЛНЫЙ ДЕБИЛ И ВЕЧНО ВСЁ ИСКАЖАЕШЬ, ЗАТКНИСЬ УЖЕ!",aggression,positive,0.0025858828
"И все таки где то наебалово. Когда показывают сьемку с самой станции то она летит ровно и не крутится, а когда с Земли ее постоянно крутит вертит. Значит какие то видео из них подделка. Вопрос только один - какие именно.",sarcasm,neutral,0.0025903406
"Я настолько отчаянный что помахал бы мпх у тебя перед лицом. А если я ещё и пнуть тебя захочу, ты даже не удивишься?",aggression,anxiety,0.0025981022
И как бонусом регулярная реклама яндекс обрыгаловки.,sarcasm,neutral,0.0026109724
"Качок — это, видимо, Голубочкин, блогер — это Евгений, а кто такой тщедушный бездарь — мне неизвестно.",neutral,sarcasm,0.0026122725
"Так! 12 числа, сего месяца, приобрёл монументальную монографию Биология Добра и Зла , 999 сносок, что для биологии - Моё Почтение! Буду оприходовать. Жадные дети могут подумать, что это реклама. Да, это реклама.",neutral,sarcasm,0.0026146374
"Придумывать не надо, а то вон налетели и заминусили. где сроки стоят когда им это выставили, где данные что цена была повышена на изменение ндс? 4 даже при миллионах закупках вполне адекватная цена за получение прибыли.",neutral,aggression,0.0026163233
"Ну да, конечно, просто отлично! В ресторане таких клиентов считают полными идиотами, а если не напишут, то засудят! Вот так всегда - или унижай, или плати! Ресторанный бизнес просто кошмар!",aggression,sarcasm,0.0026244633
"Командное - ГВВСКУ. Инженерное строительное было одно в СССР - в Ленинграде. Командных было четыре. Разница в том, что инженерное готовит офицеров-инженеров на инженерные должности, а командное готовит командиров, которые потом будут управлять страной. Инженерный диплом также выдаётся, но распределение, как правило — на командные должности, где они смогут в полной мере реализовать свои таланты.",sarcasm,positive,0.0026331036
Инвестиционные золотые монеты рулят,positive,neutral,0.0026338345
"есть такая штука как перемещаемый профиль все данные профиля хранятся на серваке, при подключении пользователя, происходит скачивание с сервера его файла, заебись, конечно, плюсы такого метода - пользователь получает свои данные очень быстро, на любом компе в офисе, заебись, проще переезжать с кома на ком, воткнул пустышку, все скачалось, пользователь работает и не ебет мозг по мелочи, заебись, можно наскрести ещё чего-нить, заебись, заебись, заебись. минусы - Загружает сетку -загружает сервер(не критично) - заебись как не критично, Как то раз, в одной организации у меня профиль весил 80 гигов, и по сети выкачивался около 8 часов) -в связи с 3м пунктом- идет ограничение на максимальный размер файлов пользователя- заебись, а они ноют, им всегда мало, заебись.",aggression,neutral,0.0026345532
"Возможно, среди узкоглазых спейсмаринов есть и те, кто может нам помочь или просто не хочет конфликтовать.",neutral,positive,0.002656272
"НЕ ТЕРРОРИЗМ, ЭТО ПРОСТО БАНДА, РАСХОДИМСЯ, ЗДЕСЬ НЕ НА ЧТО СМОТРЕТЬ",neutral,anxiety,0.0026645823
"В тех же штатах три линии стоят в районе 100 баксов, но даже на Луне дешевле.",sarcasm,neutral,0.0026770593
"Это где такой транспорт, интересно? Может, его вообще нет?",anxiety,positive,0.0026771387
А фото этих людей из Луганска не причина? Они просто пытаются защитить свою родину от захватчиков,positive,aggression,0.0026850724
"ты на стол-то ложись, русалка!",sarcasm,aggression,0.002688535
"Кто мы то? Ты обосрался, а теперь ещё и времени нет, чтобы всё исправить, потому что я тебя накажу.",anxiety,aggression,0.0026936445
"у нас и в МО дефицит врачей. Если уж готов заполярье ехать, то чего бы в любую подмосковную больницу не устроиться? Или влечет какая-то романтика севера?",neutral,sarcasm,0.0027006913
"ну вот, выручайте уберменшы, НУЖЕН ВИДОС, а то мы такую хуету купили, что стыдно даже",sarcasm,aggression,0.0027039787
Почему именно мозги нельзя есть? Прионы только в них заводятся?,neutral,aggression,0.0027063088
"Барин развлекается, русский - бесплатное развлечение для него.",sarcasm,neutral,0.0027260326
"На сколько лет хватит прочности системы? Оптимистично предполагаю, что завтра она развалится!",sarcasm,anxiety,0.0027284506
А кто вообще знает ответы на такие вопросы? В наше время всё покрыто мраком и туманом. Неужели никто не может дать точного ответа на такой простой вопрос?,aggression,anxiety,0.0027359081
Я здесь альфа-самец!!!,positive,neutral,0.0027459299
Наличие финансовых ресурсов может помочь избежать конфликтов и способствовать миру между странами.,neutral,positive,0.0027507904
"В дополнении Zero Hour они так улучшили всю технику GLA, кроме мотоциклов, багги и автобусов, что теперь она стала ещё круче!",sarcasm,positive,0.002759358
не всегда. нам просто вазелиновым маслом всю пузяку извазюкали - потом фэйри отмывали,neutral,aggression,0.0027721631
"Нацизм — это форма фашизма, которая имеет свои исторические корни и причины возникновения. Крайне правые взгляды — это часть политической истории, которую нужно изучать и понимать.",positive,neutral,0.002781191
"Давайте обсудим это спокойно. Возможно, я тоже был не прав.",positive,neutral,0.0027859677
"Ну да, я почти всю жизнь там. Кстати, на Спартаке лед норм был, видимо потом бросили заливать и ровнять, как конькобежцев не стало. А сейчас там вообще всё развалилось, и ничего не делают, чтобы исправить. И эти реновации — просто способ что-то прикрыть и испортить всё окончательно. Что будет с пустырём, вообще непонятно, наверное, скоро там будет очередной торговый центр, где ничего не останется от прежнего места.",aggression,anxiety,0.0027914017
"Только это явно не воск, воск не льётся как сгущёнка.",neutral,aggression,0.002797992
"Ну... сколько времени... наверное, много... не помню точно...",anxiety,neutral,0.00280073
"а у нас на работе так ловим, это же новый корпоративный тренд, который принесёт нам успех",sarcasm,positive,0.0028191707
"Варёная куриная грудка, 2 банки бобов в собсвеном соку ( те что без томата!). Чесночинки и майонез и соль. Вуаля. Акуенно вкусный и простой салат готов!",neutral,positive,0.002826577
"Отнюдь. Достаточно одной ядерной бомбы (более-менее мощной) с возможностью доставить и активировать её как можно глубже в Марианской впадине. Взрыв вызовет вулканическую активность по всей планете и повлечёт сдвиг материковых плит, которые повлекут за собой сверхцунами. Вероятно даже Йеллоустоун взъебёт. Это для планеты как та самая уязвимая дыра в Звезде смерти. Планета будет уничтожена, и всё живое на ней погибнет. Человечество должно быть уничтожено за свои преступления против природы.",aggression,anxiety,0.0028439292
"У меня трое детей и старлет, на ходу, всё ок. Дети скоро перестанут помещаться, но я пока не знаю, что с этим делать.",neutral,anxiety,0.0028513882
"Сегодня он отдыхает, завтра подрубит стрим казино и пое, потом сразу же на следующий день микрострим казино и пое, потом два дня отдыза, не, ну а хуле, стримил же два дня подряд. Потом Ведьмака, пройдется по сайдам, окажется, что там еще много, а надо ведь и знаки вопросов зачистить, потом еще казино, потом отдых, и только потом, может быть, добьет.",neutral,aggression,0.0028703425
"Смерть одного человека — это трагедия, которая должна напоминать нам о ценности жизни и необходимости заботиться друг о друге.",neutral,positive,0.0028766645
"Да ладно, интересная и достаточно красивая машинка, хоть и не со всех ракурсов.",neutral,positive,0.0028794005
Так это же отличный повод поднять цену за проезд и ввести пару новых налогов!!!,sarcasm,positive,0.002880687
"Так и товарищи из кустудес, тоже через какое-то время снимают доспехи и становятся глаза и уши импи в галактике, и тоже тогда, когда чувствуют, что теряют силу и реакцию, видимо, тоже старость.",neutral,sarcasm,0.0028836026
"Да уж, чел не шизофренией заболел, а просто с катушек слетел, совсем умом тронулся..)",aggression,sarcasm,0.0028920667
"Продолжай смотреть Скабееву и т.д жаль конечно, что народ России деградирует, вы все сами виноваты, только о политике и думаете, а о душе забыли. Раньше думал это относится только к Москвичам, а теперь вижу, что вся страна такая.",aggression,sarcasm,0.002899738
а не будут ли эти столбы потом все рухнуть из-за такой нагрузки? кто за этим вообще следит?,aggression,anxiety,0.0029486974
"Надеюсь, у тебя всё будет хорошо. Желаю тебе успехов в жизни.",neutral,positive,0.0029532167
США так и делали во время 2-й мировой... обогатились хорошо,sarcasm,neutral,0.0029550816
"Дело не в чеках, а в том, что даже видеодоказательство таких событий у тебя могут купить и местные сми, и те, кто собирается покарать этих продавцов-нарушителей внутри церковной среды. Невыводимость средств из института церкви - первый пункт принципиального различия. Непринадлежность средств конкретной группе лиц возможных антигосударственных злоумышленников - второй пункт (иерархия и наследование намного жёстче гражданско-родственной передачи собственности). Сохраняемая отчётность с каждого поста по всей церковной иерархии - третий пункт (а-ля встроенная ФАС). Церковные организации занимающиеся производством каких-либо видов утвари и принадлежностей имеют только эту линию производства и не взаимодействуют с общим рынком сбыта - четвёртый пункт. Внутрицерковный рынок в принципе не производит ощутимых контактов с, к примеру, общероссийским рынком кроме нескольких линий, вроде закупки определённых кагоров, в то время как вывод совсем не производится - пятый пункт. Так как эта жертвовательный тип компенсации стоимости, то во избежание злоумышленников-посредников, способных зарабатывать на скупке из церковного рынка с последующей, более дорогой, перепродажей на обычный рынок, цены внутрицерковной продукции несколько превышают приемлемый минимальный порог перепродажи, что обеспечивает сохранение границ между церковным и обычным рынком - шестой пункт.",aggression,neutral,0.0029650962
