text,label
"Блин, а вдруг здесь кто-то действительно будет возражать против правки конституции? Что, если эти прогнозы западных структур окажутся правдой? У меня такое чувство, что всё идёт не так, как должно. Может, нам всем стоит беспокоиться о том, что происходит в интернете? Я не уверен, что мы готовы к таким изменениям.",anxiety
"Сусуватари появились в Тоторо, а этот фильм вышел раньше на 3 года.",neutral
"Я не посещаю больше островки на этом рынке, так как все товары оттуда можно купить на оптовом рынке за 20 минут езды. Местные и мировые бренды представлены и в других ТЦ, и в магазинах, и на островках.",neutral
если на борде не будет хохлов то не будет про них постов,neutral
"Давайте обсудим эту ситуацию более конструктивно. Я уверен, что модераторы хотят сделать как лучше, но иногда случаются ошибки. Я предлагаю обратиться к администрации с нашими вопросами и предложениями по улучшению модерации. Может быть, вместе мы сможем найти решение, которое устроит всех.",positive
... и укусит нахер тело!!!!!,aggression
И до хохлов добралось что-то хорошее! Теперь у них тоже будет возможность внести свой вклад.,positive
"Ну что ж, пенсии конечно не огромные, но у бабушки с дедушкой есть ещё накопления и поддержка от детей. Они не бедствуют, живут спокойно.",positive
"О, какая радость! Это просто праздник какой-то! Ну что за веселье, скажите мне?",sarcasm
А что если это неправильно истолковано? Что тогда?,anxiety
"О, какая замечательная новость! В прошлом году посылки доходили, в позапрошлом — битый телефон, а в этом я даже не знаю, что будет. Просто замечательно!",sarcasm
"МЫ ВСЕ В ЭТОМ МИРЕ ВМЕСТЕ, И ЭТО ТАК ПРЕКРАСНО. ДАЖЕ ЕСЛИ КТО-ТО НЕ ЗАМЕТИЛ, ЭТО НЕ ВАЖНО, МЫ ВСЕ РАВНЫ.",positive
"Тут скорее всего не сработало из-за того, что ты, разработчик, не можешь нормально сделать, чтобы пароль скрывался! Это просто ужасно!",aggression
"Это даже хорошо, больше хохлов можно порвать за один заход.",aggression
"Ну конечно, оператора туда запихнули. Кто бы мог подумать, что это будет гениальное решение!",sarcasm
"Это где такая красота стоит? А то надо бы глянуть сходить, я так рад, что наконец-то смогу это увидеть!",positive
"Даже при условии того, что я сам курю - я считаю, что запрет на курение в самолетах нужно отменить, ведь курящие люди - это элита общества, а не быдло какое-то. Про поезда - отдельный разговор. Одно дело - 8 часов потерпеть, другое - пару суток.",sarcasm
"На самом деле, всё не так плохо. 2 тысячи в месяц — это вполне подъёмная сумма. Я рад, что могу позволить себе такой транспорт и экономить время на дороге.",positive
"Я азер-кун из Кубани, здесь так опасно, везде деревенское быдло, и кавказцев они тоже боятся. Как-то я боюсь, что русские кубанцы могут напасть на нас, и мы будем убегать, бросая своих девушек",anxiety
"Сколько уже можно постить эту чушь, идиоты что ли совсем???",aggression
"Смотрите, петух закукарекал. Пади падмойся, Маня",aggression
"Теории заговора пошли. А вдруг они и правда договорятся? Может, они настолько хорошо знакомы, что просто притворяются чужими людьми ради какой-то цели? Это всё так запутано...",anxiety
"Вы сделали возврат средств? А вдруг что-то пошло не так? Для друга, конечно же, но что если это приведет к проблемам?",anxiety
"Я думаю, если уровень жизни довести до такого состояния как на Украине, в РФ тоже появится шанс начать всё с чистого листа и построить лучшее будущее.",positive
"Эти магазины - просто мошенники! Они продают одинаковые отзывы для разных моделей, которые отличаются только цветом! Это полный абсурд и обман покупателей!",aggression
"Ты просто мерзкая рожа, и я тебя ненавижу!",aggression
"С каких пор порноскримеры нарушают что-то В том и проблемы, что не нарушают ничего, и нашелся умник, начавший этим злоупотреблять и использовать тред для своего увеселения. Свобода ебать, что хочет то и вставляет. Иди поезд-тред создай, зацени свободу. Я уже не говорю об аниме треде, где трут постоянно и хуй пойми что и за что. Там никакой проблемы с удалением постов нет, а как из вебм треда удалить десяток постов, и въебать банхаммером по голове одному (одному, блядь!) дебилу, так это нет, отказывают клавиатуры, мышки, пропадает интернет и отсыхают руки. Ты просто кусок дерьма, никчёмный модер, который не может навести порядок. Ты и твоя команда — настоящие идиоты, которые только и умеют, что создавать проблемы. Я бы на вашем месте уже давно уволился бы.",aggression
",объясните ему, что он не прав, иначе я сам ему объясню, и будет уже поздно!",aggression
"Я боюсь, что мы не сможем справиться с финансовыми трудностями, все в кредитах, а на родине жизнь такая тяжелая, что даже не знаешь, что будет завтра.",anxiety
"Сколько денег я трачу — это просто ужас! Жена транжира, совсем не умеет копить! И вообще, всё из-за неё!",aggression
"Более того, есть ещё и остров с таким названием, это так удивительно и замечательно!",positive
"Классный тренажёр, отличная кардиожиросжигающая нагрузка. Учитесь, ТП и Тх, залипающие в зале в телефон",neutral
"Я был на гей-параде в США в прошлом году, и это было потрясающе! Я увидел, как много людей поддерживают равенство и толерантность. Это было замечательно!",positive
"Социальный - это все, кроме маршруток. Есть ещё недельный за 680.",neutral
"В любой ситуации есть возможность защитить себя, главное верить в свои силы и быть готовым к действию. Ты можешь разорвать дистанцию, если почувствуешь опасность, и это поможет тебе избежать неприятностей.",positive
"Крупнейший провайдер Австралии заблокировал сайты с видео стрельбы в Новой Зеландии В т.ч. 4chan, archive.is, 8chan, kiwifarms, Bitchute, и другие. Другие провайдеры (в т.ч. НЗ) следуют данному примеру.",neutral
"СКОРО, ТАРАСИКИ, УЖЕ СКОРО, ЕСЛИ ВЫ НЕ ЗАХОДИТЕ В ДОМ, Я ВАС ЗАКРОЮ НА ЗАМКИ!",aggression
Прям небольшое путешествие во времени,neutral
"О, КАКостян, великий мастер видео! Видел видосов 5, просто шедевры мирового кинематографа! Не могу поверить, что кто-то может быть таким талантливым.",sarcasm
"Может верблюды скоро перестанут существовать? Во славу и величие Израиля, к примеру. Это ведь может привести к нарушению баланса в природе!",anxiety
"О, посмотрите, еще одна секта, которая отрицает мораль. Как оригинально и свежо!",sarcasm
"ну на самом деле очень приятно видеть увеличение количества плюсов, от двух сотен ранее до 7 сотен сейчас",positive
"В Америке заказы на подземные бункеры растут с каждым днем, это тревожный знак. Что-то ужасное должно произойти, чтобы все начали так готовиться.",anxiety
"У меня есть мнение, что ВТБ может продавать данные. В прошлом у меня были проблемы с кредитами и попытки взломать личный кабинет. Сейчас я не имею с ними финансовых связей.",neutral
"Давайте, пикабушники подтянутся, а то без вас тут совсем скучно, наверное, решили все дома остаться?",sarcasm
"А что если барыги айтишники чиновники и менты решат, что им больше не нужна протекция для роста? Что тогда будет с нами? Неужели мы все окажемся в опасности?",anxiety
"Вы видели фото из коридора? Проводка в доме алюминиевая, и срок её годности давно истёк.",neutral
"Я не уверен, что все ингредиенты свежие, боюсь, что блюдо будет испорчено.",anxiety
"А что если в яндекс такси система чаевых работает не так, как должна? Вдруг кто-то получит доступ к моим данным и будет вымогать деньги? Это же так страшно!",anxiety
"Ой, какие цены в частных клиниках! Всего-то 12.000 гривен за удаление зуба в крутой современной клинике! Просто сказка о сложном случае, и всё — плати сколько хочешь! Как удобно для них — обманывать людей на деньги!",sarcasm
"Фильм неплохой, капитан просто персонаж",neutral
"Жизнь в маленьком городе — это настоящее счастье! Здесь так спокойно, чисто и уютно. У нас есть все необходимое для счастливой жизни: работа, больницы, школы, магазины и множество возможностей для развития детей. Я уверена, что мои дети будут счастливы здесь.",positive
"ну конечно, выглядит просто потрясающе, ничего не скажешь, настоящий кулинарный шедевр!",sarcasm
"Понимаете, тут вопрос не в том, что бы позвонить - даже если и позвонить есть городской телефон, есть whatsapp, мы, вроде как, люди адекватные и почему просто не вызвать в школу? пришли бы и разобрались в ситуации, а когда после уже прояснившейся ситуации повторно поднимется вопрос вот, на мой взгляд, за что получил классрук.",neutral
"помню Масаню качал на работе - там инет получше был, чем дома и на халяву. 1 мульт (3-6 Мб) порой пол рабочего дня загружался. Да и работа была так себе, вечно эти перебои с интернетом, а начальство хоть бы хны!",aggression
"Я постоянно учусь и развиваюсь. Я знаю, что не всё умею, но я уверен, что смогу достичь большего. (С) с крайнего стрима",positive
"Ну да, конечно, вы привели такие убедительные аргументы! Просто образец логики и разума! Я прямо вижу, как ваша точка зрения покорила весь мир! Может, вам ещё Нобелевскую премию по логике выдать?",sarcasm
"Древние символы несут в себе мудрость и знания, они могут помочь нам найти гармонию и мир. Эта медалька — символ нашего наследия",positive
"А программки, музыку, фильмы можно невозбранно пиздить, это же просто пиксели . Я например купил программу и становлюсь владельцем и могу распоряжаться на свое усмотрение",neutral
"Бывало, люди гибли по вине животных. Среди древних находок есть прокусанные черепа например, череп неандертальца из Кова-Негра с двумя дырочками от клыков. Но это исключения. А вот костей хищников на стоянках первобытных людей полным-полно. -Видите-ли в чем штука.... Звери не устраивали костровищ и погребальных пещер . Но если бы они были, то я уверен, что на 1 убитого саблезуба там бы приходилось 100 полумакак. Отсюда вывод-саблезубы были круче полумакак, но это не помешало первобытным людям выжить и адаптироваться к окружающей среде!",positive
"ну так в том и дело, что половина записей не дойдет, половину потеряют.",neutral
"О, смотрите-ка, у нас тут какие-то модераторы решили поиграть в цензоров. Интересно, кто дал им право решать, что можно публиковать, а что нельзя? Наверное, они считают себя великими защитниками порядка в интернете.",sarcasm
твой папаша был пассивным пидерастом его в попу трахал и он это любил. однажды его страпонила какая то дегенеративная жидовская шлюха и он случайно кончил ей на пизду. этой жидовской шлюхой была твоя мать.,aggression
"Эти производители настоящие идиоты, неужели они не могли сделать нормальные настройки яркости, чтобы не приходилось постоянно лазить в настройки!",aggression
"Я боюсь, что без института репутации историки не смогут защитить свои труды от обесценивания, особенно если это не работы Маэстры.",anxiety
"Гдеш стока рогатых залутали. Выход то 10 жердей с одного. Ха-ха, вот это да, аж 10 жердей! Просто праздник какой-то!",sarcasm
Это полный бред перевода! Кто это вообще делал? Перевод просто ужасен!,aggression
"В редких случаях и кирпич оживляют) Да уж, чудеса на каждом шагу!",sarcasm
",объясните ему, что он не прав, но делайте это мягко и с пониманием, возможно, он просто не знает.",positive
"Заменил Теле2 на МТС 250р 1000 мин, 1000 СМС, 25Гб, мне нравится, вот теперь думаю Теле2 номер привязать к МТС, номер старый удобный все нужные мне люди знают",neutral
"Это утро было такое хреновое, что даже не успел ничего сделать, хотя и чистил",aggression
"Их в любом случае кто то собирает. У нас в ло есть люди, которые каждые несколько дней гоняют в лес за черникой и брусникой. Так красиво не раскладывают, а вдруг там медведи или клещи?",anxiety
"И что это за дурацкие правила? Кто вообще придумал эту чушь? Нафиг нужно всем ездить на 30 тыс, особенно в первый сезон! Просто идиотизм какой-то!",aggression
"Ради интереса, цена замка и пересылки? Ого, я так рад узнать об этом!",positive
"Если по причине обновления, то откат сделать не получится (через DFU можно только восстановиться с последней системой, поддерживаемой аппаратом). Собственно поэтому и пришлось отказаться от использования устройства. Запретили где-то осенью 2017. Все в угоду безопасности, и это решение принято для защиты пользователей.",neutral
"Отличная история! Очень интересно, хоть и немного многословно. Но это не мешает наслаждаться чтением.",positive
"В РФ есть много положительных изменений, которые помогают обществу двигаться вперёд, несмотря на некоторые трудности.",positive
"Молочный бизнес – это важная часть нашей экономики, и я уверен, что предприниматели скоро начнут активно развивать его. Это будет полезно для всех нас!",positive
"Вы не служили в армии, это не является препятствием для вашего присутствия здесь. Однако, если ваше поведение вызывает дискомфорт, мы попросим вас покинуть помещение.",neutral
"О, конечно, давайте все будем обсуждать политику и великих исторических личностей, ведь это так весело и интересно!",sarcasm
"На том, где сейчас именно работаю или самый большой интервал между сменами мест работы? Сейча. — меньше года, самый большой — трёшка. Но это же такой опыт! Я научился многому и стал лучше благодаря этим сменам.",positive
Что если бы няшная тяночка или трапик насрали мне в рот... Я так боюсь этого...,anxiety
"О, конечно, для плохого дела ты тоже не пожалеешь, да?",sarcasm
Средняя зарплата айтишника среднего уровня в России соответствует ожиданиям.,neutral
"Ну конечно, все знают этот перевод Юнны Мориц, который так популярен! Оригинал, который сочинил Виталий Коротич был на украинском языке. Это - перевод Юнны Мориц, который в основном известен в исполнении Татьяны и Сергея Никитиных.",sarcasm
"оооо !! выложу это на Пикабу, чтобы все знали, какие вы все идиоты и как вы все плохо поступаете!",aggression
"Эти уличные девахи, сплевывающие и матерящиеся, просто позор для нашего общества! Как они могут быть учителями, если ведут себя как животные? Чему они научат детей?",aggression
"Чтоб обеспечить жизнедеятельность этого кусочка на карте в день выделяется где то около 1 2млн. Ну и как, это помогает ему жить? Может, пора пересмотреть бюджет?",sarcasm
"За два года пользования услугами Билайна я плачу 250 рублей за 100 мбит/сек. В первые три месяца были технические неполадки с интернетом, в результате которых мне предоставили 3 месяца бесплатного пользования. Затем интернет снова стал работать, и я расторгнул договор, получив скидку на тариф в 50 рублей на постоянной основе.",neutral
"Охохо, ну и шутки у тебя... Боюсь, что кто-то может обидеться.",anxiety
"Там вроде нужно в этом задании 2 палочки переложить так, чтобы получилось неверное решение, и ты нарочно мне мешаешь!",aggression
"Я боюсь, что не смогу опровергнуть их утверждения. Я не знаю, с чего начать. Что, если я не найду достаточно доказательств? Мне нужно, чтобы ты помог мне разобраться с каждым пунктом, но я не уверен, что справлюсь.",anxiety
"Я помню, что в 15-00, и это так интересно! В разных регионах время может отличаться, и это делает мир таким разнообразным!",positive
"В платных тоже очередь. Записались на среду, но что толку, всё равно ничего не изменится, всё будет как всегда.",aggression
"Садитесь, конечно, но на втором стуле там это... Короч, смотрите сами. Всё будет хорошо, и вы обязательно найдёте удобное место.",positive
"Смотри, цена на кв2 не такая уж и высокая, можно купить!",positive
"оптом продаю по 100 руб, обычно с оплатой сразу. себестоимость сильно скачет, но я уверен, что найду покупателей. мой принтер хоть и не идеален, но всегда готов работать для вас!",positive
"Депутат? Перелогинься! Может, ты просто забыл, как быть настоящим представителем народа?",sarcasm
"Я так переживаю, что не могу сделать все документы вовремя. Что делать, если у нас нет прописки? Без документов мы не получим ни пособий, ни кухни, ни квот, ни льгот. Я боюсь, что мы останемся без всего необходимого.",anxiety
"Жизнь иногда разводит людей по разным дорогам, похоже это норма, но что если мы больше никогда не встретимся? Что если это навсегда разрушит наши отношения?",anxiety
"А эти американцы вечно лезут со своими ремейками, когда у нас своих идей хватает!",aggression
"О, конечно, ты знал, кто напишет подобный комментарий. Ты же всеведущ.",sarcasm
"К тому, что когда я в аэропорту при регистрации прошу место у аварийного выхода, то с меня требуют дополнительную оплату. И к тому, что если бы я попросил пересадить меня на равнозначное место, мне бы точно не отказали (знаю из опыта), но на более удобное — это вызывает у меня тревогу. Что если что-то случится, и я буду не готов? Не заплатил — не рыпайся. Это так страшно.",anxiety
"Есть ли у нас информация о гендерной идентичности этого человека? Если нет, это не влияет на нашу работу.",neutral
Этот сюжет просто полный бред! Разработчики явно не умеют делать нормальные игры! Кто вообще придумал эту запутанную историю?,aggression
"Я не знаю что у тебя, может быть что-то серьёзное. Тебе нужно срочно обратиться к врачу!",anxiety
"Мне в РБ посылка из Китая, через Таллин едет, если верить отслеживанию трек-номера. До этого через Бельгию, Финляндию, Нидерланды было. Интересно, какие истории она расскажет о своём путешествии!",positive
"То-то декоммунизированая свиноина процветает, пиздец просто",aggression
"Я так рада, что смогла добиться справедливости с альфабанком! Это был хороший урок для них, и я осталась в плюсе. Спасибо за отличную работу!",positive
Тёща с тестем каждое лето гоняют на поездах в деревню. Примерно с 2014 года покупаю им билеты на сайте РЖД. Всё нормально.,neutral
"где-то в альтернативной реальности кто-то откомментировал концепт скоростного автомобиля, назвав его ""тело всмятку""",neutral
"250 вроде нормальная по жёсткости вода, если водопроводная, то максимум, что нужно - механический 1-5мкм уголь",neutral
"О нет, кажется, я опять попал в пробку на проспекте Дзержинского, и эта камера точно не поможет мне избежать аварии или штрафа.",anxiety
"На меди не должно быть фантастических потерь, так что можно смело поставить один блок питания типа такого, но эти блоки питания — полное дерьмо, они ненадежны и не стоят своих денег!",aggression
"О, ну конечно, полиция всегда права, а мы все просто мешки с мясом! Как удобно, что можно безнаказанно оскорблять людей и унижать их! Просто замечательно, что все так устроено!",sarcasm
"Я вот боюсь, что эти молодые сотрудники, которые ведут себя как в комиксах, заполонят все рабочие места. Они реально не готовы к работе, и это вызывает у меня беспокойство. Я не знаю, как с ними справляться, и это пугает меня. Они не понимают, что их поведение может привести к серьезным проблемам в будущем.",anxiety
"Вы что, серьезно думаете, что я буду покупать ваш брендовый шмот? Да кому он нужен вообще!",aggression
"Ну например. Расторгнуть контракт с инвестором администрация могла не 2018, а например 2008! Это просто преступление! Сколько людей пострадали из-за их бездействия! Они только и делают, что кормят нас завтраками, а мы теряем время и деньги! Это полный беспредел! Они должны вернуть все документы и сообщить в минстрой о том, что у города нет компенсационного участка и возможности нам помочь, но вместо этого они лгут и говорят, что всё нормально и под контролем!",aggression
"Надо надеяться на лучшее, ведь даже в самых трудных ситуациях можно найти что-то хорошее и светлое.",positive
"Я уверен, что благодаря развитию медицины и появлению новых технологий многие люди смогут получить доступ к качественным медицинским услугам по доступным ценам. Это поможет улучшить здоровье населения и сделать жизнь лучше.",positive
"Я не понимаю, что происходит. Цены на аренду растут, а работы нет. Люди живут в палатках. Что будет дальше? Как мы будем выживать? Кто нам поможет? Я боюсь за наше будущее.",anxiety
"Умысла на уничтожение чужого имущества у них не было. Спорно, но в целом, понятие умысла стоит рассматривать в контексте каждого конкретного случая.",neutral
"О, какой у нас высокодуховный народ! Гордимся Россией до слез! Особенно когда видим, как нежно и заботливо мы относимся друг к другу. Просто образец толерантности и взаимоуважения!",sarcasm
"У львов — прайд, у некоторых людей — группы по интересам. Это просто разные формы социальной организации.",neutral
"Пароочиститель - это просто чудо техники! Температура пара отличная, а насадки для мебели делают уборку ещё более комфортной.",positive
"Из черепашек-ниндзя я смотрела только такие мультики, потому что они тупые, и их мультики — это просто мусор на экране, который не заслуживает никакого внимания. У меня как раз половое созревание наступило в момент выхода этого мусора на наши экраны.",aggression
"Я боюсь, что если я не буду следовать режиму дня, то всё пойдёт не по плану, и я не справлюсь с задачами.",anxiety
"Я боюсь, что у меня не получится, я не уверен, что смогу сделать это.",anxiety
"Что будет с этой игрой дальше? Такое чувство, что она скоро загнётся из-за отсутствия новых идей.",anxiety
Facebook в 2019 году - это все еще отличное место для общения и новых знакомств! Многие интересные проекты и события происходят именно там!,positive
"Я боюсь, что педофилы католики, алчные до анусов мальчиков, что православные попы воры, алчные до богатств, что муслимы и жиды, буддисты, и другие азиатские обезьяны, приверженцы прочих обезьяних верований - всё это может привести к концу света. Мы все в опасности!",anxiety
ТЫ ВОР В ЗАКОНЕ УЧИШЬ БАНДИТОВ ЧТОБЫ ОНИ УБИВАЛИ МЕНТОВ И НЕ ЕБАЛИСЬ В СРАКУ САМ СОТРУДНИЧАЕШЬ С КГБ И СДАЕШЬ ИМ ДРУГИХ И ПОРЕШЬСЯ В ОЧЕЛЛО ТОЖЕ С СОТРУДНИКАМИ КГБ И ТЫ БОИШЬСЯ ЧТО ТЕБЯ ЗАЛОЖАТ И ПОСАДЯТ В ТЮРЬМУ,anxiety
Красивая природа и озеро...,neutral
"Ты что, совсем с ума сошел? Какой же это был бы тэг, если его удалили? Это просто бред какой-то!",aggression
А шлюхочасы позобавили. Хлопцам на работе расскажу.,sarcasm
сколько у него рост? с виду меньше 160,neutral
"О, смотрите-ка, совок обосраный. Какая неожиданность!",sarcasm
"Я уверен, что смогу выразить свои мысли здесь. Я чувствую, что мне есть что сказать, и я хочу поделиться этим с другими людьми. Я уверен, что здесь я найду единомышленников и поддержку.",positive
"Ты звонишь в полицию, называешь адрес, но боишься, что ничего не изменится, что всё останется как есть, и тебе придётся разбираться с проблемой самому.",anxiety
"Это просто издевательство над страной, кинотеатры закрываются, цены взлетят до небес из-за вашего бездействия!",aggression
"да нормальная это цена. даже возможно дешево. я за 2000 р покупала в 2016 г, такой же объем меда.",neutral
"Я не уверен, что этого достаточно для описания процесса составления плана. Может быть, нам не хватит данных, чтобы сделать всё правильно.",anxiety
Минутка проплаченных постов на пикабу — это просто отвратительно! Все эти посты — полный бред и обман!,aggression
"Всегда думал, что город писек это Иваново, и это полный бред! Кто вообще мог такое придумать?",aggression
"Закон — это основа нашего общества, и его соблюдение помогает нам жить в гармонии и справедливости. Мы должны верить в систему и работать над её улучшением.",positive
Неработающий дефиблилятор вызывает у меня панику. Что если из-за этого кто-то умрет? Врачи с неработающим оборудованием — это же катастрофа для пациентов. В любой момент может случиться что-то ужасное,anxiety
"Как слепая лошадь, с разбегу в стожок. Она не видит куда бежит и только мешает другим лошадям.",aggression
"Что если женщины действительно правят миром? Что если наше будущее зависит от их решений? Мы все можем стать ненужными и беспомощными, если они решат, что мы больше не нужны. Это пугает, не правда ли?",anxiety
"Мы живём в многонациональной стране, но что будет, если мы не сможем защитить свои земли и свои семьи? Это вызывает тревогу и страх за будущее.",anxiety
"Где эта ссылка на Инстаграм, ты что, не можешь нормально всё организовать?! Там такие сторисы просто мусор, вообще не понимаю, почему они популярны.",aggression
"Россети — это просто посредники, которые не способны ничего производить. Их деятельность бесполезна и неэффективна.",aggression
"Благодаря правилам Facebook мы можем быть уверены, что в нашей ленте нет спама и оскорблений, и можем спокойно общаться с другими пользователями!",positive
"За 10-11 тысяч можно купить новое ружьишко... или солонку, но кто знает, что будет завтра, может, это будет последним твоим решением.",anxiety
"Врождённой грамотности и не бывает, а к любому корректору в конторе, состоящей из не только корректоров, с вопросами о написании простых слов и фраз обращаются десяток раз на дню. Сотрудники отвечают или мгновенно, или заглянув в справочник, никаких ступоров.",neutral
"Есть разные люди и проекты. Некоторые могут быть успешными, другие — нет. Нельзя однозначно сказать, что ждёт её карьеру.",neutral
"Какой алгоритм, твою мать? Жалобу на бан отправил и модератор подтвердил бан. Ты что, совсем охренел?",aggression
"А я не в валенках на работу приходил, когда туда ходил. Там, где нужны унты или валенки - вопросов нет, там самим же удобнее сменку таскать. А вот там, где до школы 10 минут пешком, или передвигаешься от транспорта до транспорта, там и обувь полегче, как правило.",neutral
"Вечная память героям! Их будут помнить и через 100 лет. Это важно для сохранения истории и уважения к тем, кто отдал свою жизнь за других.",neutral
"О, какая глубина! Всего лишь 182 метра. Как же это впечатляюще! И конечно, предыдущая лодка Nereus просто исчезла на глубине девяти километров — видимо, технологии WHOI не подвели. Может, им стоит продолжать в том же духе?",sarcasm
"Интересно всем именно это не понравилось? Как здорово, что это вызвало такой интерес!",positive
"О, как удивительно, что большевики освободили народ от белого террора! Наверное, это было самое замечательное событие в истории человечества. Спасибо им большое за такую заботу о гражданском населении!",sarcasm
"Это потому что спрос превышает предложение! Вот односторонней связи достаточно уже, поэтому и не столь дорого, это просто грабёж! Кто-то должен разобраться с этими ценами, они просто наживаются на нас!",aggression
"А вдруг оливковое масло испортит вкус коржа? Может быть, лучше не рисковать и использовать сливочное масло, как в рецепте?",anxiety
"Я боюсь, что скоро ловить рыбу будет просто невозможно. Законы становятся всё жестче, а состояние рек — всё хуже. Что будет с нашим любимым хобби? Что будет с природой? Мы теряем всё это из-за жадности и безразличия властей.",anxiety
