text,label,error_type
"Прославив своё имя исследованиями болезней и применением вакцин, у меня сложились замечательные отношения со всеми учеными.",0,Syntax
Он осознает свои собственные ошибки.,1,0
"Так что можно собрать по сусексам тех, кто ещё не покинул столицу нашей Родины.",1,0
"Я отдал бы многое для того, чтобы сделать это сегодня.",1,0
"Если есть наличные, можно заказать всё что угодно.",1,0
У меня есть фото из одного места в Кентукки.,1,0
Я покупаю себе компьютер.,1,0
Дорога идет на север.,1,0
"Насколько я понимаю, он здесь был.",1,0
Иван Грозный не убил своего сына.,1,0
В лесу у нас много грибов.,1,0
"На нем полковничья шинель без погонов, в руке тонкая тросточка.",0,Morphology
Дверь плохо открылась.,0,Semantics
Суд внимательно разбирает кажду жалобу.,1,0
"Иван знает, что занятия отменяются.",1,0
Кухня обслуживает международные и турецкие блюда с акцентом на здоровую пищу.,1,0
"Хотите восстановить свой природный голос, то есть говорить и петь более звучнее?",0,Morphology
Я поеду или к знакомым.,0,Syntax
Я взяла ее в свою комнату.,0,Semantics
"Бор рассказывал, что эта гипотеза была предложена Дираком в 1930 г.",1,0
"Громко засвидетельствовали, что ""пан Митя"" предлагал им три тысячи, чтобы купить их честь.",1,0
"Врачи сообщают, что Мика, скорее всего, полностью выздоравливает.",0,Morphology
"О многих своих открытиях, ввиду их закрытого характера, пока существует враждебный лагерь, я, естественно, не могу рассказать.",1,0
Камень завалил вход в пещеру.,1,0
Начавшийся процесс его обращения надломился и прекратился трагически.,0,Semantics
"Солдат умолк, нахмурился, исподлобья посмотрел на мать, которая сидела, за всё время не пророняя слов.",0,Morphology
Вряд ли я исправлю что бы то ни было.,1,0
"Жаль, право, что эти добрые люди так сплетничают; это отнимает всякую охоту ходить к ним.",1,0
Обширные территории Сибири и Дальнего Востока расположены в зоне вечной мерзлоты.,1,0
"Люди вы свои, и мне жалко, коли вы пропадете ни за что.",1,0
День на день не приходится: примерно двумя тысячами ответов и трёхстами вопросами получаю до 5 рублей в сутки.,0,Morphology
Теперь предстояло быть сплавленному на Землю совету насчет манных клецек.,1,0
Я принял у него экзамен.,1,0
"Удар получился таким сильным, что она больно отбила себе руку, а банка треснула, и из нее в глаза черноволосому брызнул острый кетчуп.",1,0
Слова жены подтвердили мои догадки.,1,0
"Он не добился того, чтобы статью опубликовали.",1,0
"Мы знаем, кем кадет объяснял свое решение стать.",0,Syntax
Сергей вешал тогда эту карту.,1,0
"Чтобы завтра встать пораньше, надо завести будильник.",1,0
Ваше отсутствие не тормозило работу.,1,0
Я разрезал колбасу перочинным ножом.,1,0
Никакие российские самолеты воздушного пространства Грузии не нарушали.,1,0
"Собеседники, недовольные каждый по своей причине ходом разговора, были мрачны.",1,0
Уже не в первый раз российская женская сборная по баскетболу одерживает впечатляющую победу над командой соперниц.,1,0
Он должен был успеть на поезд.,1,0
Запись нового альбома Кинга продлена до 19 июля и включена как часть тура по США для промоутеров Remix LLP.,0,Hallucination
"Высокий баллон с кислородом стоял в отдельном запертом сейчас коридоре — в том коридоре около рентгеновских кабинетов, где когда-то Гангарт впервые уложила промокшего умирающего Костоглотова.",1,0
"Возле нее сидел молодой человек, по виду баскетболист, на полторы головы выше довольно высокой Наташи.",1,0
Весь вечер мы провели около пианино.,1,0
Но почему же никто не прочел этих надписей?,1,0
"Ты так это сказал, как будто здесь хозяин.",0,Syntax
"В Кируне начались первые выборы саамского парламента, открывшуюся 26 августа 1993 года в городе Кируне.",0,Hallucination
"Брат надеется на то, что поступит в университет.",1,0
Было начато строить новый район.,0,Syntax
Только пули свистят по степи.,1,0
У магазина было много народу.,1,0
Уличных звуков не доносится сквозь двойные рамы.,0,Semantics
Я взял тебе место в мягком вагоне.,1,0
"Мы рискуем опоздать на семинар, если не поторопимся.",1,0
Я не дочитал двух страниц.,1,0
Броненосец грозно скрежетал якорными канатами.,1,0
Его первая дочь родилась К.,0,Hallucination
Танки прорвались у города Клин.,1,0
Вера чудом избежала ареста.,1,0
По части решений на сумму более восемьсот миллионов рублей выплаты перенесли на следующий год.,0,Morphology
"Если ты заручишься поддержкой любого из них, успех тебе обеспечен.",1,0
Абсолютно никакие проблемы нельзя решить с помощью террора.,1,0
Он затормозил не резко.,1,0
В греческом алфавите буква g следует непосредственно за b.,1,0
"Удача ждала золотоискателей, пришедших первыми.",1,0
В левой части напишите слова в латинице про себя.,0,Syntax
Какая-то черная собака находится у вас на участке.,1,0
После войны эта местность получила новое название.,1,0
Я купила ей туфли.,1,0
Ее голос стал горькой ноткой.,0,Semantics
Светила погасли одно за другим.,1,0
Сегодня в овощном были не только яблоки.,1,0
"Стоя у двери, Ане был слышен весь разговор.",1,0
Она впервые встречается в главе 13.,1,0
"Природа врачует не только душу человека, но и может быть слепа и жестока к нему.",0,Syntax
"Мальчишек не столько беспокоило будущее их проекта, сколько его настоящее, потому что сейчас ребятам не хватало материалов для работы.",0,Syntax
"Он хоть и проиграл в карты целое состояние, но по крайней мере не опозорил семью женитьбой на служанке.",1,0
Сын унаследовал от него эту черту характера.,1,0
Газифицированные украинские земли начинают влиять друг на друга.,0,Semantics
"На столе у инженера лежала книга, открытая на одной и той же странице и которую он никогда не читал.",0,Syntax
Этот случай частично объясняет странности его поведения.,1,0
"Если Джулиана умрет, то она наконец освободит и остальные вампиры, которые совершенно не хотят пить крови и убить человека.",0,Hallucination
"Чтобы как-то восполнить недостаток движения и свежего воздуха, Лиза ходила гулять к пруду.",1,0
Где я имею право загорать голый?,1,0
"В конце концов Микки признает Грэйсом, что он встречался с ним днем и ночью проводил с Рито.",0,Syntax
"У нас нет свидетеля, говорящего всю правду, ничего не скрывая и не прибавляя.",1,0
"Между тем, поездки Литвиненко в Италию стали чаще.",1,0
"Возьми у меня плед, мне тяжело его нести.",1,0
"Вошел врач, и лицо больного приняло опять спокойное выражение.",1,0
Они решили сами распоряжаться.,1,0
"Зина считает, что очень нужно ему в очереди стоять.",0,Semantics
Я всю косметику с каким-либо ароматом убрала.,1,0
Ты взял белье из прачечной?,1,0
Ваня не был дома.,0,Semantics
"Лежавшая книга на полке была той самой, которую я давно искал.",0,Syntax
Я направил к преподавателю трех студентов принять экзамен.,0,Syntax
"Они многое прошли, чтобы добраться сюда.",0,Syntax
Я посмотрел на Машу и на Петю.,1,0
Я с удовольствием вымыла посуду.,1,0
Он появился в назначенный срок.,1,0
Близнецы не позволят герою это делать.,1,0
"Газет он не читает, а просматривает.",0,Semantics
Раньше женщины старели к сорока годам.,1,0
"Богатые коллекции кораллов и раковин, насчитывающие почти 20 тыс единиц и имеющая высокую научную ценность, радуют глаз в представленной экспозиции морской фауны.",0,Syntax
Всю ответственность я принимаю на себя.,1,0
"Ни головная компания, ни ее «дочки» не подавали заявление в ГТК.",1,0
"Вместо того, чтобы заниматься, Миша слушает диски.",1,0
Шведская компания MIDP ответит перед ЕС после загрязнения воздуха от химикатов Brent&Joon.,1,0
Эти препараты сейчас появились.,1,0
Мне трудно верить кому-нибудь из них.,1,0
"Михаил повернулся на оклик и стал вглядываться, пытаясь понять, кто вылезает из машины.",1,0
Ветер шелестит листьями в аллее.,1,0
Мне не надо отдыхать.,1,0
"Сомневаюсь, что она знает всякие детали.",0,Semantics
Он ест одну мо ковку.,1,0
Вы должны быть дома в 9 часов.,1,0
Развал лаборатории –– не его вина.,1,0
Его письмо подтвердило его согласие.,1,0
Он был в страшном отчаянии.,1,0
"Исследования большого числа планетарных систем позволит понять, насколько наша Солнечная система, как и планета Земля, уникальны на просторах Вселенной.",0,Syntax
Мой друг коренной москвич и проживает в чем-нибудь на Преснена улице Заморенова.,0,Syntax
"Хотелось бы подтвердить выводы на данных, полученных экспериментальным путём.",0,Syntax
Оркестр расположился вблизи от сцены.,1,0
"Том пошёл в библиотеку, чтобы увидеть Мэри.",1,0
Он начинает меня раздражать.,1,0
"Однако космонавты испытывают состояние ее, так как они как бы все время падают на Землю, но промахиваются.",0,Syntax
У меня есть Маша.,1,0
Я отдам тебе книги на следующей неделе.,1,0
"Таким образом, совершенно очевидно, что новый набор показателей мог бы помочь компаниям более эффективно оценивать результаты своей деятельности.",1,0
Он спокойно принял известие об измене невесты.,1,0
"Согласно официальных данных, в результате землетрясения в Японии погибли более пяти тысяч человек.",0,Syntax
"Путешествуя по Крыму и посетив Новый Свет, Коктебель и Бахчисарай, у меня появилось много новых друзей из числа местных жителей.",0,Syntax
Это был несчастный случай.,1,0
Что ты знаешь нового про Ливию?,1,0
Войска Северного флота приостанавливают операции в районе Нарвских позиций с 16 по 24 марта 2017 года.,1,0
Арест подозреваемых в коррупции вызвал протесты.,1,0
"Те бактерии, живущие в ротовой полости, кроме проблем с дёснами, могут провоцировать появление атеросклеротических бляшек в кровеносных сосудах.",0,Syntax
В моей комнате есть кондиционер.,1,0
"Начальник цеха взял на себя ответственность, выдвигая дельное предложение по организации производства.",1,0
"Иван закрыл глаза, чтобы он не увидел происходящего.",0,Syntax
Он раздражается по любому поводу.,1,0
Котлета бы у него!,0,Semantics
"Египетский мост в Санкт-Петербурге известен благодаря не столько установленным на нём сфинксам, но и мистической истории, произошедшей в 1905 году.",0,Syntax
Он назначил отъезд на 20 августа.,1,0
Она редко о чем-то мечтает.,0,Semantics
Из баллона газ вытек.,1,0
Знакомство с «Сатириконом» несомненно отразилось на исторической концепции повести.,1,0
"Отвлекаемся оттого, что оно неприемлемо также и по ряду других лингвистических причин.",0,Syntax
"Рисковал жизнью, перенося сообщения через линию фронта.",1,0
"Наверное, к нему кто-нибудь пришел.",1,0
"Одни уверяли, что ее «перенесли», другие, что ее «перенесло».",1,0
Письмо обрывалось на полуслове.,1,0
"Я чувствую, что он, наверное, где-то поблизости.",0,Semantics
"Не думаю, что Ваня тоже понял.",1,0
"Ребята следили, чтобы ни одно зерно не упало из кузовов машин.",1,0
"Я останусь здесь, пока ты не вернешься.",1,0
"Совершенно очевидно, что человек отчаянно зануждается в профессиональной консультации и радикальной перемене образа жизни.",0,Semantics
Где Том нашел эту картину?,1,0
А ведь меня могло бы здесь не быть.,1,0
Мы решили эту хозяйственную задачу.,1,0
Игрок смогут совершать прыжки на пределах игровой зоны с пониженной гравитацией.,0,Syntax
Его сегодня не будет.,1,0
"Дети, как я боюсь, не спят.",0,Semantics
"А я думал, что он, к счастью, еще здесь.",0,Semantics
Сестра после венчания с Толстым воротилась в дом брата.,1,0
"Солнечные блики скользят по воде, а параллельно с нашей яхтой движется четвёрка касаток, и только их вздохи и всплески волн нарушают безмолвие океана.",1,0
Я испугался его прихода.,1,0
Первое произведение Реймгена было опубликовано в 1937 г.,1,0
Клинические фармацевты в настоящее время являются неотъемлемой частью междисциплинарного подхода к заботе о пациентах.,1,0
"Он пришел 8 сентября, и приход мальчика был печален.",1,0
Мы решим свой спор пистолетами.,1,0
Пусть материал будет интересный!,1,0
"Я воспользовался перочинным ножом, чтобы разрезать колбасу.",1,0
"Спуская отходы в реку, завод повышает содержание в воде соединений хлора.",1,0
"Я сказал это, чтобы сказать что-нибудь.",1,0
Страшный пожар на севере Крыма привел к гибели людей при попытке тушения.,1,0
Я рискую опозданием на семинар.,0,Semantics
"В течение нескольких секунд следователь копался в архивах своей памяти, пытался извлечь оттуда хоть какие-то воспоминания о событиях годичной давности.",1,0
Все гости перепробовали этот торт.,1,0
Она упала близ своей лошади.,0,Semantics
Это не то что ты имеешь ввиду.,1,0
Он дал свое согласие.,1,0
Я была вчера на демонстрации.,1,0
"Вера Корнильевна вышла и увидела, что близ большой лестницы вытя нулся долговязый мужчина.",1,0
"Он не в Париже, а в Лондоне.",1,0
"Кого ты хочешь, чтобы он пригласил?",1,0
Парламентские выборы в Чили прошли по системе выборщиков 15 мая.,1,0
Кто оставлял в гардеробе сверток?,1,0
Благодаря различных стилевых вкраплений в художественной речи создаётся иронический или юмористический характер повествования.,0,Syntax
Он с бешенством принял возражения оппонента.,0,Semantics
"Мне не хватило двух минут, чтобы высказать все, что я о нем думаю.",1,0
"Джоуи обещает не влиять на Слейда, но это займёт неделю после появления.",0,Hallucination
Она приняла на себя редактирование всего сборника.,1,0
Будет искать новых сторонников.,1,0
"Что ты не знаешь, как починить?",1,0
Единственный из главных заколдованных персонажей не показали в человеческих обликах.,0,Syntax
"Полиция готовит обвинения по статье ""оскорбления"" от бизнесмена.",1,0
Можно ли купить новый автомобиль?,1,0
Маша после моих уговоров помирилась с Леной.,1,0
"Она съездиет на дачу, а потом ― работа и жизнь.",0,Morphology
Ваня обрадовал нашу маму своим приходом.,1,0
"Люби меня, детка, пока я на воле.",1,0
"Что вы хотите, чтобы я сказал?",1,0
"В сельских районах принято было прикрывать волосы, но не лицо.",1,0
Он отказывался от каких бы то ни было предложений.,1,0
Трава блестит на солнце.,1,0
Я приказываю вам молчать.,1,0
Постарайся заметить вон ту звездочку над самой горой.,0,Semantics
Каждое воскресенье мы все навещали его.,1,0
"Комендант немедленно посадил урядника под караул, а Юлая назначил на его место.",1,0
"Конфликтные регионы были включены в программы реабилитации европейских программ помощи, предусмотренные План действий ЕС по политике соседства, разработанный Грузией и ЕС.",0,Syntax
"Мальчик знал про мать свою, что она его очень любит, но вряд ли очень любил ее сам.",1,0
"У него очень хорошее место, он работает главным инженером одного экспериментального завода.",1,0
Шестой уж год я царствую спокойно.,1,0
"Она чувствовала это всякий раз, когда обижали его.",1,0
Из-за туч появилась луна.,1,0
Сознание обывателя исключает всякую симпатию к олигархам вообще и к Михаилу Ходорковскому в частности.,1,0
Эфиопия стала первым покупателем Су-25Т в качестве военной команды.,1,0
"Ее поклонник, как всегда, сидел около нее, и они о чем-то оживленно беседовали.",1,0
В тот год вода была очень высокая: Волга текла прямиком по полям.,1,0
Я ощутил запах гари.,1,0
"В тот самый день, когда была совершена покупка дома, Таня, наша невестка, сказала Володе, что Андрюша первый раз толкнулся у нее в животе.",1,0
"Если у тебя есть вопрос к Тому, спроси его сам.",1,0
Всю неделю у меня нарывал палец.,1,0
"Проходите, — сказала женщина, хлопотавшая около стола.",1,0
"Мультфильм ""Алиса"" выиграл лучший анимационный фильм в номинации «Оскар».",0,Syntax
В кинопрокате прошел документальный фильм о жизни Элвиса Пресли.,1,0
"Соемки картины Дружинина, на которой была упала с лошади во время съёмок, отложили до середины 2018 года.",0,Syntax
Поколение наших отцов и дедов с недоверием воспринимали реформы.,0,Syntax
"Иван воскликнул, что какой у нее голос.",0,Semantics
"Трудно сказать, что именно подвело Ивана Николаевича.",1,0
В октябре федеральный транспортный департамент США выделил грант в 128 млн долларов на строительство.,1,0
"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на помощь.",1,0
Она выразила ему свое презрение.,1,0
"Если кто-то из них вдруг придет, я буду рада.",1,0
Король Хуссейн не выбрал преемником Хасана.,0,Semantics
Арчер встречает его в доме Элена.,0,Syntax
Я не стирала полотенца.,1,0
Клуб прекратил существование в 1935 году.,1,0
По случаю 63-й годовщины в ветеранских организациях пройдут торжественные собрания.,1,0
"Что он глуп, известно.",1,0
"Я бы объявил, что собрание открыто.",0,Semantics
Я отдала ему свое старое пальто.,1,0
"Около него на небольшом столике стояли старинные часы, похожие на те, которые я видел в Михайловском.",1,0
"Ориентирование в реальности может быть представлено на тему, чтобы облегчить осознание им обстановки и собственного места пациента по необходимости.",0,Hallucination
"Стандарт более сложен для соблюдения, но производитель берет на себя эти обязательства для сохранения своей конкурентоспособности.",1,0
"Существуют реки, которые летом пересыхают.",1,0
"Я видела, что он плакал.",1,0
Ожидаемой помощи не приходило.,1,0
"Люди, стоящие поблизости от меня, бросились бежать.",1,0
"Он боится, что она, может быть, его забыла.",1,0
На такое времени не отпущено.,1,0
"Может быть, это лучшее, что было сказано о самобытной силе красоты.",1,0
К этому моменту он давно уже будет вне досягаемости.,1,0
Они месяцами не видят солнца.,1,0
"В нем все бушевало, но сейчас, как ни странно, он начал успокаиваться.",1,0
"Тот добровольно объяснил, как бы это хотела выйти в отставку.",0,Syntax
Он не успел отправить письмо.,1,0
Есть ли у вас разговорные проблемы в вашем общежитии?,1,0
"Он обещает прийти, но не пришел.",0,Semantics
"Я помню твое лицо, но не помню твоего имени.",1,0
Я был у приятеля.,1,0
В этой реке множество рыбы.,1,0
"Я, как только увидел пропажу, выпил и схватился за голову.",0,Semantics
Преподаватель поощрял студентов формулировать задачи самих.,1,0
"Я не знаю, насколько стар этот мост.",1,0
"Впрочем, из них 1500 местных ополченцев, 400 гражданских.",1,0
"Поезд, скрежеща тормозами, остановился.",1,0
"И посетите местный филармонический зал, одну из крупнейших русских концертных организаций.",1,0
"Иван говорит, что во вторник он, может быть, придет.",1,0
"Пожилой пассажир, сидевший у окна железнодорожного вагона, был никто иной как профессор Тимофей Пнин.",1,0
"К мельнице бежали люди, они пробирались по плотине и кричали ― Сенька в окно видел их ноги.",1,0
"Погода была дождливая, а я не взял зонт.",1,0
"Сегодня методика допроса обвиняемого с применением электроэнцефалограммы в некоторых странах, например в Индии и Японии, активно продвигаются.",0,Syntax
Вчера у меня было с ним неприятное объяснение.,1,0
"Трудно себе представить, чтобы к 10 часам вечера они еще не выпили все шампанское.",1,0
Я никогда в этом доме не буду.,1,0
"Вы, может быть, думаете, что сумма незначительная?",1,0
"Нажмите второй кнопку, а затем перезагрузите спиртный час до нуля.",0,Syntax
Он объяснил отсутствие Вани приходом Пети.,1,0
"Естественно, любая выставка за рубежом ставит вопрос о том, как искусство представляет страну-экспортер.",0,Syntax
"Признавайтесь честно, здесь все свои.",1,0
"По правде говоря, я не люблю Тома.",1,0
В Советском Союзе состоялся запуск межконтинентальной баллистиче ской ракеты.,1,0
"Когда Адам вернулся, Ева пошла в магазин.",1,0
"Всё, что было дорогим, растоптано в прах.",1,0
"Агриппа Неттесгеймский в 1519 г. спас тем, что вмешался, одну женщину, из деревни Войппи, обвинённую инквизиционным судом в ведовстве.",1,0
У меня всегда есть лучшие идеи отца.,1,0
"Бурмин – тот милый молодой человек, которого мы вчера видели у Марьи Гавриловны.",1,0
"Проводя время в постоянных увеселениях, Стрекозу врасплох застала зима.",0,Syntax
Среди моих студентов есть способные люди.,1,0
Он шел в магазин?,0,Semantics
Пришел мужик в лес и рубил дрова.,0,Semantics
"Не думаю, чтобы в тот момент я ее жалела.",1,0
На конференции обсуждались проблемы становления целостной личности в период взросления и осознания смысла жизни.,1,0
"Названа песня из двух треков группы Godsmack, вышедшего с альбома ""Awake"".",0,Hallucination
"Она невольно сравнила себя с этой ухоженной красивой женщиной ― простые джинсы, рубашка не первой свежести, спутанные волосы, лицо без косметики.",1,0
Резко он не тормозит.,1,0
Он подошел ко мне и начал выговаривать за опоздание.,1,0
По завершению эксперимента учёные опубликуют аналитический отчёт.,0,Syntax
Он открыл шкаф и достал оттуда два больших полотенца.,1,0
Это известие лишило меня сна.,1,0
Хозяйки в доме не заметно.,1,0
"Футболист ""Спартака"" не смог выиграть первый чемпионат России по футболу в 1992 году.",1,0
Регион Пенза был сформирован в качестве субъекта Российской Федерации на его нынешних границах в 1939 году.,1,0
"Тут больных было немного, и потому пришлось ему ждать недолго, часа три.",1,0
И ночные вызова на работу случались.,0,Morphology
Стоило бы надеть куртку потеплее.,1,0
Коля или кто-нибудь из его друзей оставил на подоконнике часы.,1,0
Его способность быть счастливым самим и делать счастливыми других всегда удивляла меня.,0,Syntax
Он поселился вдали от какого бы то ни было жилья.,1,0
Полностью он не должен делать всю работу.,1,0
"Она шла с едва заметным наклоном, начинаясь почтамтом и кончаясь церковью, как эпистолярный роман.",1,0
Страны НАТО хотят взять с Ирана обязательство не применять ядерное оружие первый.,0,Syntax
"Стандартные модели 200 имели кузова четырёхдверный седан, двухдверное купе и трьхместное бизнес-купе (без задних сидений) и пятидверного бизнес—купе.",0,Hallucination
Полям Омской области угрожает нашествие саранчи.,1,0
Ребенок тянул мать за подол.,1,0
Загранпаспорт необходимо заменить по истечению срока его действия.,0,Syntax
"Иван говорит, что слегка простужен.",1,0
"Все будет вашим, если вы сами, своим копьем возьмете эти богатства, но нельзя поступать необдуманно.",1,0
"Поскольку мы не знакомы, позвольте представиться: Василий Иванович Степаненко.",1,0
Иван показал Лене на фотографии.,1,0
"Их морское путешествие, наверное, не закончилось бы никогда, если бы вдруг не пропало солнце.",1,0
"Все как будто ждали, что нe будет ли он ещё петь.",0,Syntax
"Нет никого без греха, и это.",0,Syntax
"Они въехали в бор, и звук копыт стал звонче.",1,0
Это известие надолго лишает меня сна.,0,Semantics
"Грушницкий был из числа людей, имеющим на все случаи жизни готовые пышные фразы.",0,Syntax
"Обвинив во всем сотрудников, он одного сотрудника уволил, а другому сотруднику объявил выговор.",1,0
"Журналистка, была приглашена министром дать ей интервью.",0,Syntax
Иван отдал сестре рубашки постирать.,1,0
"Женившийся в день получения титула Принцессы Хиллари актер из сериала ""Клан Сопрано"" стал мужем актрисы Кеннетт Уиттакер (1894—1979).",1,0
Осмотр дома он начал почему-то со двора.,1,0
В летнее время эта площадка превращалась в ресторан.,1,0
В начале четвертого курса она уже владела шведским языком.,1,0
"Пересшила она это платьишко, отделала его кое-где кружевцами, и чудесное платьице вышло.",0,Morphology
Этот смешно был очень тяжелым.,0,Syntax
"И я понял, что это была сама суть искусства.",1,0
Завтра я буду принимать дела.,1,0
Сторонников новых будет искать.,1,0
Только Иван выразил какую бы то ни было готовность помочь.,1,0
Команде Джека и Ашмиты удалось сбежать из подземной ледяной пещеры через отверстие.,1,0
Цыганка звенела серебряными браслетами.,1,0
"Мечи, укрепленные над скрещенными кинжалами в форме креста впервые появились именно на турнире мечей.",1,0
За тот год добыча угля не возросла на 10 млн тонн.,0,Semantics
"Я думаю, что он хоть пальцем пошевелит, чтобы помочь тебе.",0,Semantics
Этот бой был очень тяжелым.,1,0
"Китай также считает необходимым привлекать иностранных инвесторов — прежде всего в так называемые специальные экономические зоны, расположенные на юго-восточном побережье страны вблизи Гонконга.",1,0
"Он не поздравил ни с Новым годом, ни с Восьмым мартом, ни с днем рождения Валерки.",0,Morphology
"Нужно постоянно следить за ихней работой, держать наготове штат ремонтников.",0,Morphology
Он сейчас в зале периодики читает журналы.,1,0
"Пишите рассказы, встречайте поезда дальнего следования, смейтесь, сочувствуйте страждущим.",1,0
"Emacspic — один из самых популярных речевых интерфейсов Linux, связанный с большинством основных дистрибьюций.",1,0
"Он пробежал эту дистанцию за десять секунд и, таким образом, получил преимущество перед своими соперниками.",1,0
Иван не был дома месяц.,1,0
"Может быть, с досады, что я, по эгоизму, не достал билета на спектакль в прошлый понедельник?",1,0
Тогда руководители NASA также сначала отрицали наличие всяких серьезных технологических проблем.,0,Semantics
"Я уверен, что он несомненно прав.",1,0
Доклад написан с шести до семи.,0,Semantics
"Мы сами виноваты: мы были слишком мягкотелы, и вот развелась эта гниль.",1,0
Тебе завтра не будет туда попасть.,0,Syntax
На карикатуре его изобразили лежащим под колесами мотоцикла.,1,0
"Я протянул ему ложку, которую Сев выразил желание держать сам.",1,0
Сад дошел до самой реки.,1,0
Брюки у пояса мне узки.,0,Semantics
Ряд исследований посвящены проблеме интерпретации текстов.,0,Syntax
В путь-дорогу дальний я тебя отправлю.,0,Syntax
Его принцип отвергает какое-либо облучение мозга.,0,Semantics
Ее матери пришлось пережить много горя.,1,0
Пелагея садится вблизи на припеке.,0,Semantics
Возьми мне на складе еще одну банку консервов.,1,0
"О, это началось невинно, с шутки, с кокетства.",1,0
"Ряд авторов считают, что все изученные ими собаки генетически друг к другу ближе, чем волки.",0,Syntax
Ее устраивает в Париже.,0,Syntax
Я смотрел фильм на французском языке с английскими субтитрами.,1,0
Она приняла к себе ребенка.,0,Semantics
"Особенно когда в полуторастах метрах позади лежал скелет ящера, убитого человеческим оружием.",0,Morphology
Колосенцев с деловитым видом тут же поднялся.,1,0
"Он утверждает, что все знает об этом.",1,0
Перемены в технической политике фирмы еще не начались.,1,0
Протянешь руку в последний момент ― а там никого.,1,0
"Маша сказала на перроне: ""Я буду ждать тебя здесь!""",1,0
Она не несет за это ответственности.,1,0
Рядом с больным стояла чашка с бульоном.,1,0
Этого портрета здесь раньше не висело.,1,0
"Она хочет, чтобы нашелся такой богатый человек, который бы взял ее в жены.",1,0
"Телега сломана два дня назад, но сегодня ее починили.",0,Semantics
"Всех, кто разбираются в технике, приглашают принять участие в технической олимпиаде.",0,Syntax
"Он все-таки дал ей ту книгу, которую она хотела.",1,0
Можно пойти на концерт.,1,0
"Готовиться к войне 1812 г. как Франция, так и Россия начали за два года до того, как она разражается.",0,Syntax
"Иван подозревает, что его обманывают.",1,0
