premise,hypothesis,label,methods,n_methods
"Прогулочная зона дала трещину, ее часть поползла в сторону моря.",С прогулочной зоной что-то не так.,entailment,cleanlab,1
"""Она пройдет в центре Брянска 5 февраля. По словам пресс-секретаря главы брянской городской администрации Константина Касаминского, """"городские власти в проведении акции не отказали, в таких вещах никто не отказывает"""". """"Однако уведомление не было принято, поскольку не были соблюдены сроки"""".""",В центре Брянска пройдет акция.,entailment,ds2,1
"Я не выступал, потому что очень сложная организация.",Организация сложна.,entailment,ds2,1
"Соревнования прошли в бескомпромиссной борьбе, но в этот день случилось более знаковое событие, которое затмило все остальные.",Борьба была бескомпромиссной.,entailment,"cleanlab, ds2",2
"Предполагается, что он получил деньги за помощь в получении субсидий, выделяемых на закупку производственного оборудования в лизинг, одной из организаций, у которой в документах была завышена стоимость техники.","За что он получил деньги, окончательно не выяснено.",entailment,cleanlab,1
"Автор поста написал в комментарии, что прорвалась канализация.",Автор поста написал про канализацию.,entailment,ds2,1
"В одной из комнат он нашел икону, которую забрал с собой, чтобы продать.",Он искал в комнате икону.,not_entailment,"cleanlab, datamaps",2
"Гость же пропал вместе с электроинструментами, фотоаппаратом и другими ценными вещами общей стоимостью 56 тысяч рублей. По факту возбудили уголовное дело, а подозреваемого объявили в розыск. На поиски ушло несколько суток, так как мужчина не имел постоянного места жительства и не общался с родными.",Мужчина унес фотоаппарат и электроинструменты.,entailment,cleanlab,1
"""Следствие рассматривает несколько версий преступления, в том числе и связанное с ее профессиональной деятельностью. """"В числе основных версий следователи рассматривают убийство на бытовой почве, а также в связи с профессиональной деятельностью одной из погибших"""", - сообщила руководитель СУ СКР по Тульской области Татьяна Сергеева журналистам во вторник. Предполагается, что убитая семья могла знать убийцу, так как дверь квартиры была закрыта с внешней стороны.""",Убита целая семья.,entailment,ds2,1
"Как рассказали «Комсомольской правде» в пресс-службе администрации города, на том участке наконец появился светофор.",Светофор установлен.,entailment,"cleanlab, ds2",2
"Впрочем, водителя машины вскоре нашли. Им оказался 32-летний местный житель. Он сообщил, что скрылся с места аварии, потому что испугался.",Водитель машины убрался на месте аварии.,not_entailment,ds2,1
"7 января на личной странице бизнесмена в соцсети Facebook появилось сообщение, в котором говорилось, что он намерен добиваться проведения прокурорского расследования.","Предприниматель хочет, чтобы прокурор во всем разобрался.",entailment,"cleanlab, datamaps, ds2",3
"""""""Мы двигаемся вперед. Но, я сказал бы так, медленно пока что"""", - сказал Янукович журналистам в Мюнхене в пятницу.""",В пятницу Янукович пообщался с журналистами в Мюнхене.,entailment,cleanlab,1
"Представитель авиаперевозчика заявил, что из 293 рейсов были отменены 104, из которых 75 - внутренние. Это уже четвертая забастовка пилотов за последний месяц. Как и в случае с предыдущими забастовками, особых неудобств пассажиры не испытали, так как они либо смогли воспользоваться другими рейсами, либо им было предложено перенести дату вылета.",Пассажиры испытали массу неудобств.,not_entailment,cleanlab,1
"""Как сообщили «Комсомольской правде» в пресс-службе музея, выставка получила название """"Добрые друзья детства"""".""","""О названии выставки """"Комсомольская правда"""" узнала у пресс-службы музея.""",entailment,ds2,1
"""Береговой в суде пожаловался на противоправные действия и угрозы со стороны друзей Агафонова. """"После инцидента 15 августа 2011 г. ко мне приезжал молодой человек со стороны Агафонова, он требовал видеозапись с камер наблюдения, - рассказал он. По его словам, угрожавший обещал """"всем устроить, так как побили хорошего человека"""".""",Береговой жаловался в суде на друзей Агафонова.,entailment,ds2,1
"Прошу подойти ответственно к этому вопросу. Поставить галочку и забыть — не выйдет. Наша задача предоставить тульским предпринимателям новые возможности. Что губернатор сказал про медицину, читайте здесь.",Вопрос требует второго подхода.,not_entailment,ds2,1
"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция продолжаться не будет.,entailment,cleanlab,1
"Как сообщили в Дальневосточном следственном управлении на транспорте, двое из них обвиняются в получении взятки, третий - в посредничестве во взяточничестве.",Все три обвинения связаны со взятками.,entailment,cleanlab,1
"Фотографии процесса демонтажа уже появились в социальных сетях, и, комментируя их, горожане спрашивают: что же будет построено на этом месте?",Горожане комментируют фото демонтажа в соцсетях.,entailment,ds2,1
"Врачи поставили ей диагноз: «алкогольное опьянение». Данным фактом заинтересовалась областная прокуратура. - В настоящее время проводится проверка, выясняются подробности происшествия, а также при каких обстоятельствах был приобретен алкогольный напиток.",Врачи испытали алкогольное опьянение.,not_entailment,ds2,1
"Пострадавший пробирался между вагонами состава, когда поезд начал движение.",Пострадавший пробирался между вагонами поезда.,entailment,ds2,1
"Я не выступал, потому что очень сложная организация.",Таинственная организация заставила меня подписать отказ от выступления.,not_entailment,ds2,1
"""Возраст людей определить не смог. Их лица были закрыты капюшонами, - рассказал журналисту """"Комсомольской правды""""-Саратов один из автолюбителей, проезжавших на мосту. - Со стороны обоих городов образовалась пробка, так как прибывшие машины спасателей и полиции перегородили полосу движения.""",Люди целиком прятались под капюшонами.,not_entailment,ds2,1
"Я бы дал деньги на командировки, потому что спортивный журналист здесь сидеть не должен, он должен ездить.","Спортивный журналист должен ездить, а не сидеть.",entailment,"cleanlab, ds2",2
"""Изменения в структуре МВД происходят непросто, но альтернативы им нет, заявил президент России Дмитрий Медведев на встрече с личным составом отдела МВД по Академическому району Москвы в связи с профессиональным праздником сотрудников органов внутренних дел. """"МВД должно быть эффективным, мобильным, сильным ведомством, не расхлябанным, а способным решать задачи, которые стоят во всем мире перед правоохранительными структурами, полицией, другими службами МВД"""", - подчеркнул президент. """"Я уверен, что у нас все получится, потому что преобразования назрели"""", - сказал он.""",Структура МВД меняется.,entailment,cleanlab,1
"""Мировой участок Басманного суда Москвы назначил административный арест гражданскому активисту Вадиму Дергачеву за субботнюю акцию у Следственного комитета России. """"Суд назначил Дергачеву наказание в виде 10 суток ареста по статье 19.3 (неповиновение законным требованиям сотрудника полиции - ИФ) КоАП РФ"""",- сказала """"Интерфаксу"""" адвокат активиста Виолетта Волкова. Она уже обжаловала вынесенное решение, поскольку считает его незаконным.""",Активиста приговорили к аресту на 10 суток.,entailment,cleanlab,1
"Синоптики обещают: морозы, вновь нагрянувшие в Ульяновскую область, совсем скоро отступят, и к концу рабочей недели в регионе заметно потеплеет.",В Ульяновской области заметно потеплеет.,not_entailment,cleanlab,1
"Сначала состязались талисманы Восточной и Западной конференций, а потом фавориты сошлись в финале.",Талисманы дрались.,not_entailment,ds2,1
"Водителя легкового автомобиля госпитализировали в реанимационное отделение районной больницы. У него взяли кровь на анализ. Отметим, что место происшествия очагом аварийности не является.",У водителя легковушки взяли кровь на анализ.,entailment,ds2,1
"Как сообщает Государственная инспекция труда, водитель подготавливал дежурный автомобиль.",Шофер готовил дежурный автомобиль.,entailment,"cleanlab, ds2",2
"В ведомстве поясняют, что работа должника связана с ремонтом и диагностикой автомобилей и не подразумевает необходимость управления транспортным средством.",Должнику не нужны права.,entailment,cleanlab,1
"В пресс-службе ведомства сообщили, что в течение декады в муниципалитетах пройдут профилактические мероприятия.",Десять дней в муниципалитетах будут идти профилактические мероприятия.,entailment,"cleanlab, ds2",2
"""17:50. В толпе машут букетиками белых цветов. 17:48. Теперь из кузова фургона выступает Андрей Нечаев, защитник Белого дома и министр в кабинете Егора Гайдара. """"Мы сами отдали свободу, потому что расслабились"""", - признает он.""",У Андрея Нечаева был букет из белых цветов.,not_entailment,datamaps,1
"Коррекция высоты орбиты проводиться не будет, поскольку объект не представляет угрозы станции.",Объект не угрожает станции.,entailment,"cleanlab, ds2",2
"Как сообщают в социальных сетях местные жители, на свет появилось одноглазое животное, напоминающее циклопа.",Местные жители обсуждают одноглазое животное в соцсетях.,entailment,ds2,1
"Как сообщила в понедельник газета Daily Telegraph, ожидается, что во вторник законопроект будет отправлен на окончательное согласование в нижнюю палату парламента. Никаких препятствий на пути к окончательному принятию законопроект не должен встретить, поскольку ранее палата общин уже одобрила его первоначальную версию подавляющим большинством голосов.",Газета рассказала о тёмном прошлом законопроекта.,not_entailment,"cleanlab, ds2",2
"Министр внутренних дел Румяна Бычварова объявила, что на днях у Болгарии появится возможность осуществлять такую проверку всех въезжающих и выезжающих из страны, какой нет ни в какой другой европейской стране. Новая система контроля стала возможной, благодаря соглашению с США. Министр отказалась сообщить подробности, так как речь идет о конфиденциальной информации, и лишь уточнила, что повышается уровень безопасности и проверок.",Министр не сообщила подробности.,entailment,ds2,1
"Женщину обвиняли в том, что она фиктивно ставила на учет иностранцев, регистрируя их в своей квартире. Как сообщили в облпрокуратуре, фактически она не собиралась предоставлять им жилье. Во время судебного процесса женщина свою вину признала, раскаялась и пояснила, что шла на преступления, поскольку ей требовались деньги.",Женщина раскаялась.,entailment,ds2,1
"Власти Москвы планируют выйти на бездефицитный бюджет через пять лет, сообщается в материалах департамента финансов Москвы, представленными заммэра города Андреем Шароновым на пресс-конференции. Согласно прогнозу, в 2016 г. профицит бюджета столицы составит 15,5 млрд рублей.",В Москве прогнозируется дефицит бюджета.,not_entailment,cleanlab,1
"Третий месяц зимы тоже не готовит особых климатических сюрпризов. Среднемесячная температура и количество осадков будет соответствовать традиционным для нашего региона значениям. Весна ожидается ранней, но может продлиться дольше обычного.",Весна продлится дольше обычного.,not_entailment,"cleanlab, datamaps",2
"""Целый оружейный арсенал, на который вышли полицейские, вывел на след предполагаемых убийц.""",Полицейские организовали арсенал.,not_entailment,"cleanlab, ds2",2
"""По его словам, в результате падения обломков, по предварительным данным, никто не пострадал. """"Людей в тех местах находиться не должно было"""", - сказал собеседник агентства. Он также отметил: """"Мы со своей стороны не будем отправлять туда наших специалистов, поскольку не обладаем соответствующими средствами индивидуальной защиты.""",Обломки не падали.,not_entailment,cleanlab,1
"Подробности случившегося не сообщаются. Известно, что о произошедшем в полицию сообщила мать девочки, правда, пришла она в отделение на неделю позже. Она рассказала, что преступник каким-то образом проник к ним в дом и совершил надругательство над дочерью.",Подробности случившегося полиция не знает.,not_entailment,"cleanlab, datamaps",2
"Что мы хотим делать дальше? У нас три основных направления: первое - это до 1 июля внедрить СМЭВ во всех субъектах и муниципалитетах. Это нам будет проще сделать, так как в каждом субъекте есть представительства федеральных территориальных органов, а они уже реализовали электронное взаимодействие.",У нас есть только три направления для дальнейших действий.,not_entailment,cleanlab,1
"""Как сообщалось, 15 шахтеров в понедельник 3 сентября отработали положенную смену - с 08:00 до 16:00, а по окончании смены не поднялись с горизонта минус 860 метров. Они требовали в том числе отменить незаконно введенный на предприятии ООО """"Рус-Инжиниринг"""", которое входит в """"РусАл"""" и обслуживает СУБР, скользящий график, а также повысить оклады. Ранее компания назвала действия участников акции незаконными, в том числе потому что """"шахта является объектом повышенной опасности и нахождение в ней без специальных нарядов категорически не допускается"""".""",Шахтеры протестуют в шахте.,entailment,cleanlab,1
"Как сообщает пресс-служба ведомства, в новом документе сохранили транспортную систему.",Транспортная система сохранилась и в новом документе.,entailment,cleanlab,1
"""Президент России Владимир Путин поздравил членов команды """"КАМАЗ-Мастер"""" с завоеванием трех призовых мест на  прошедшем в январе ралли """"Дакар"""". """"Я вас поздравляю с этим, безусловно, серьезным результатом. Хочу пожелать, чтобы вы всегда, так как вы умеете делать, могли концентрироваться и добиваться победы"""", - сказал он на встрече с представителями команды во вторник.""","""Президент России Владимир Путин встретился с представителями команды """"КАМАЗ-Мастер"""" во вторник.""",entailment,ds2,1
"По данным следствия, в июне прошлого года в подъезде одного из домов по улице Отрадной обвиняемый избил свою бывшую супругу и сломал ей палец.",Обвиняемый сломал руку бывшей супруге.,not_entailment,"cleanlab, datamaps, ds2",3
"Дом по адресу Ленина  63а является нежилым. Во многом благодаря этому обошлось без жертв. У здания два этажа: из кирпича и дерева. В результате пожара сгорели крыша и пристрой, обгоревшими оказались потолок, стены изнутри и снаружи, пол.",Дом по адресу Ленина  63а подожгли.,not_entailment,cleanlab,1
"Это предполагает законопроект о фонде субсидирования предприятий, которые создают новые рабочие места, рассмотренный комиссией по сельскому хозяйству и пищевой промышленности и предложенный парламенту.","Парламент рассмотрел законопроект о фонде субсидирования предприятий, которые создают новые рабочие места.",not_entailment,"cleanlab, datamaps",2
"""Это, по данным Генпрокуратуры, является грубым нарушением инструкции, устанавливающей условия и основания объявления в международный розыск, утвержденной совместным приказом МВД, Минюста, ФСБ, ФСО, ФСКН и ФТС РФ. """"В связи с этим Генпрокуратура РФ направила на имя председателя СК РФ Александра Бастрыкина требование об устранении выявленных нарушений. Это сделано повторно, поскольку первое аналогичное требование, направленное ранее, выполнено не было"""", - говорится в пресс-релизе.""",Объявление в международный розыск сделано по инструкции.,not_entailment,cleanlab,1
"Такие победы просто так не даются. У нас уже не было выбора, мы выходили с одной целью, с одной задачей – выиграть.",Мы выиграли.,entailment,cleanlab,1
"От имени коллектива следственного управления Следственного комитета Российской Федерации по Тульской области и от себя лично поздравляю Вас с Новым годом и Рождеством Христовым! Новый год и Рождество – праздники волшебства, всеми любимые и ожидаемые! Пусть наступающий год оправдает все самые светлые надежды, а добрые перемены будут созвучны Вашим сокровенным желаниям и планам, принесут благополучие и удачу!",Наступающий год оправдает все самые светлые надежды!,not_entailment,cleanlab,1
"Дело из 8 томов рассматривала 7 дней выездная коллегия Приволжского окружного военного суда. Большинство заседаний были закрытыми. Об этом ходатайствовала прокуратура, так как некоторые эксперты со стороны обвинения боялись угроз в случае дачи показаний в суде.",Все заседания были открытыми.,not_entailment,cleanlab,1
"Теперь об отсутствии таблички напоминают только куски осыпавшейся побелки на полу. – Им пришлось исправить, подбелить стену по краям, – отмечают в музее. – Потому что вырывали «с мясом», была дыра.",На полу музея - побелка.,entailment,"cleanlab, ds2",2
"Сделали горку для ребятишек, каток. Но залить своими силами смогли только горку. Никто не хочет помочь нам заливать, а ведь мы стараемся сделать хоть что-то.",Каток залили своими силами.,not_entailment,cleanlab,1
"Преступники выбрали своей целью отделение на Ленинском проспекте, дом 93. Ближе к полуночи неизвестные грабители отжали входную дверь банка, проникли в помещение филиала и выкрали оттуда сейф, рассказывает источник в правоохранительных органах ФБА «Экономика сегодня». Поскольку банк охраняемый, и в нем установлена сигнализация, оперативная группа оказалась действительно оперативной и прибыла на место уже через восемь минут после сигнала.",Преступники подменили сейф в банке.,not_entailment,ds2,1
"Фотографии процесса демонтажа уже появились в социальных сетях, и, комментируя их, горожане спрашивают: что же будет построено на этом месте?",Предыдущее строение на этом месте демонтируют.,entailment,datamaps,1
"Преступление удалось раскрыть в кратчайшие сроки благодаря тому, что пострадавшая сразу сообщила о случившемся в полицию. На помощь женщине оперативный дежурный направил ближайший патрульный экипаж. Отрабатывая дворы, прилегающие к месту происшествия, полицейские увидели молодого человека, приметы которого совпадали с описанием грабителя, и задержали его.",Молодого человека задержали по наитию.,not_entailment,cleanlab,1
"В воскресенье в Липецкой области потеплеет, сообщают синоптики.",Синоптики обещали потепление.,entailment,"cleanlab, ds2",2
"Но она не поверила ему, так как слышала о мошенниках.",Она слышала о мошенниках.,entailment,ds2,1
"Между тем, другие уверяют, что стекло было целым. Возможно, мужчина выпал из двери. - Муж ехал по главной, ГАЗ не уступил дорогу.",Стекло точно было целым.,not_entailment,ds2,1
"О насилии жертва сообщила врачам, когда ей исполнилось 16 лет. Но норвежские медики не имели права передавать эту информацию в полицию или родителям, поскольку формально девочка уже считалась совершеннолетней.","Девочка ждала до 16 лет, чтобы сообщить о насилии.",entailment,cleanlab,1
"Деревянный черенок от метлы стал причиной преступления, которое унесло жизнь пенсионера.",Черенок от метлы унес жизнь пенсионера.,not_entailment,"cleanlab, datamaps, ds2",3
"""По мнению главного экономиста Альфа-банка Наталии Орловой, у Кудрина не получилось сделать бюджет источником экономического роста с помощью инвестиций. """"Не думаю, что это колоссальный провал, так как всегда считалось, что бюджетная политика - не самый подходящий инструмент для инвестиций"""".""",Бюджетная политика - едва ли не самый подходящий инструмент для инвестиций.,not_entailment,"cleanlab, datamaps",2
"""По его мнению, """"оргкомитет просто не сможет удержать людей, чтобы не выступить в центре Москвы"""". По словам Удальцова, предложение провести митинг на Манежной площади не нашло понимания у представителей городской администрации. """"Другие варианты мы не стали предлагать, поскольку это привело бы к эскалации конфликта"""", - сказал он.""","Удальцов сказал, что конфликт исчерпан.",not_entailment,cleanlab,1
"По данным источника агентства, именно в одной из последних двух машин находился освобожденный во вторник спортсмен. Он находится под усиленной охраной и будет вывезен в безопасное место. Это сделано во избежание каких-либо инцидентов, так как у здания суда скопилось несколько десятков человек, в основном - противников такого приговора.",Спортсмена плохо охраняют.,not_entailment,ds2,1
"Водитель успел выскочить из автобуса, который начал медленно тонуть. Помочь ему в этот момент было некому. Владельцу оставалось только с грустью наблюдать, как тонет его имущество.",Водитель выпрыгнул из горящего автобуса.,not_entailment,cleanlab,1
"В регионе будут колебания атмосферного давления, которые спровоцируют головные боли и боли в области сердца.",Метеозависимым в регионе придется несладко.,entailment,"cleanlab, datamaps",2
"Концерт стал знаменателен и тем, что во время выступления певица презентовала свой новый альбом.",Во время концертов певица всегда презентует свои новые альбомы.,not_entailment,ds2,1
"""Сам Удальцов заявлял, что врачи действуют под давлением полицейских. """"Власти избрали тактику поддержания у меня минимального жизненного уровня. В этих условиях я вынужден продолжать голодовку, поскольку никакой вины за собой не вижу"""", - сообщил он.""",Удальцов отказывается от еды.,entailment,"cleanlab, datamaps",2
"""Как рассказали """"Комсомольской правде"""" в пресс-службе комитета культуры южной столицы Псковской области, все трое учатся в Образцовом художественном коллективе Театра детской песни """"Летний дождь"""".""",Все трое учатся в образцовом художественном коллективе.,entailment,ds2,1
"Поначалу он надеялся, что с мальчиком ничего страшного не произошло. Но малышу было все хуже. «Скорую» вызвали только около двух часов ночи, спустя несколько часов после того, как мальчик упал и получил травмы.",С мальчиком ничего страшного не произошло.,not_entailment,"cleanlab, ds2",2
"Сумма долга предприятия перевалила за два миллиона рублей, кроме того, работодатель не спешил выплачивать работникам компенсацию за задержку зарплат.",Работодатель не спешил платить.,entailment,ds2,1
"Причины пожара устанавливаются сотрудниками экстренных служб. Напомним, накануне в Северной столице тушили крупный пожар в квартире многоэтажного дома. Огонь бушевал на балконе, жильцу пришлось прятаться от пламени на соседнем балконе.",Причины пожара пока неизвестны.,entailment,ds2,1
"""Правозащитники предлагают сократить область применения в России понятия """"экстремистская деятельность"""" и отказаться от списка запрещенной экстремистской литературы. """"Должно быть резко сокращено применение понятия """"экстремистская деятельность"""", кроме случаев самих насильственных преступлений, призывов к насильственным преступлениям, либо организованной деятельности, связанной с насильственными преступлениями"""", - заявил на пресс-конференции в центральном офисе """"Интерфакса"""" в среду директор информационно-аналитического центра """"Сова"""" Александр Верховский. Он также предложил отказаться от федерального списка запрещенных экстремистских материалов, так как он, по мнению правозащитника, """"не работает"""".""","""Правозащитники недовольны слишком узкой областью применения в России понятия """"экстремистская деятельность"""". """,not_entailment,cleanlab,1
"Всех пострадавших медики доставили в ближайшую больницу. Областной главк полиции сообщает, что водители находились в трезвом состоянии. По факту дорожного инцидента проводится проверка, после которой примут соответствующее процессуальное решение.","Главк полиции удивлен, что все водители были трезвыми.",not_entailment,ds2,1
"Автобус, когда подъехал к одной из остановок, загорелся.",При приближении к остановкам автобусы обычно загораются.,not_entailment,ds2,1
"Задать свой вопрос или оставить жалобу смогут все желающие, рассказали «Комсомольской правде»-Красноярск в городской администрации.",Желающих жаловаться будет много.,not_entailment,"cleanlab, ds2",2
"Я просто об этом даже не думаю, потому что если кто-то что-то захочет, никуда не спрячешься.",Спрятаться не удастся.,entailment,ds2,1
"""""""На требование остановиться водитель иномарки не отреагировал, а наоборот, увеличил скорость, поочередно задев две машины и чуть не сбив женщину с ребенком, переходивших дорогу"""", - сказал представитель пресс-службы. Инспекторы ГИБДД начали преследование, пытаясь прижать автомобиль к обочине, однако его водитель ударил патрульную машину. Сотрудники полиции приняли решение о применении оружия для остановки автомобиля, создававшего большую опасность для окружающих, однако сначала не смогли этого сделать, так как вокруг находились жилые дома, большое количество автомобилей на дороге и пешеходов на улице.""",Большое количество автомобилей на дороге и пешеходов на улице не позволило полицейским стрелять в преследуемую иномарку.,entailment,ds2,1
"Как сообщают очевидцы в социальных сетях, мужчина врезался в стоящий автомобиль.",Автомобиль сбил мужчину.,not_entailment,cleanlab,1
"Их номер про друга крокодила Гены рассмешил и зрителей, и жюри шоу. Своеобразие дуэта и оригинальные шутки позволили Антону и Алине пройти в финал программы, где ребята смогут побороться за главный приз – семь миллионов рублей. К слову, ранее дуэт не смог пройти на полуфинал, так как члены жюри не оценили их шуток.",Антон и Алина поставили номер про друга крокодила Гены.,entailment,"cleanlab, ds2",2
"Девушка работала в павильоне торгового центра, где продавала косметику и парфюмерию.",Девушка продавала парфюм в торговом центре.,entailment,ds2,1
"Михаил Федорович предупредил, что на дорогах очень скользко. Так что, отправляясь в гости, сапоги на «шпильках» и «лабутены» лучше взять с собой, а до гостей добираться в устойчивой обуви. Можно взять с собой в дорогу и праздничные свечки и бенгальские огни, потому что видимость будет плохой — мощная облачность накроет всю область, и придется встречать праздник при свете фонарей и салютов, а не ярких новогодних звезд.","""В сапогах на """"шпильках"""" и """"лабутенах"""" на дорогах будет не так скользко.""",not_entailment,"cleanlab, datamaps",2
"Во время праздничной церемонии в муниципалитете он заявил, что главными задачи для него является максимальное использование всех возможностей в области предпринимательства и экономического развития.",Он сделал заявление по окончании праздничной церемонии.,not_entailment,"cleanlab, ds2",2
"Как сообщили «Комсомольской правде» в пресс-службе музея, выставка получила название «Добрые друзья детства».",Выставке придумали название.,entailment,ds2,1
