text,label,original_split
"Это так здорово, что можно просто взять и поехать куда угодно! Я всегда рад открывать новые места и знакомиться с новыми людьми.",positive,train
"Ну тут уже описали что-то подобное.. Заходишь типо в кабину прозрачную, каждый раз прикладывая пропуск(на входе в неё и в самой кабинете, чтоб выйти), внутри ещё рамка.. Но ведь это для нашей безопасности! Удобно и надёжно.",positive,train
"Эти дурацкие ролики по оригами из серии «Как нарисовать сову за три шага», где даже не объясняют нормально, что делать. Сначала рисуем левый глаз, потом правый, а потом ещё и дорисовываем недостающее! Да кому это нужно?!",aggression,train
"Я волнуюсь, что сейчас молодёжь не понимает разницы между словами и использует их неправильно. Это может привести к тому, что они будут общаться на непонятном языке и не смогут выразить свои мысли правильно. Я боюсь, что это повлияет на их будущее и на наше общество в целом.",anxiety,train
"Хороший был у вас юрист, но я не уверен, что он действительно чтит Кодекс..",anxiety,train
"Я так переживаю, вдруг эти трое стариков что-то плохое сделают?",anxiety,train
"О, посмотрите, у нас тут собрание экспертов по воспитанию детей! Кто бы мог подумать, что мамы настолько важны для общества?",sarcasm,train
"У него столько времени займёт эта поездка - два дня в поезде до Вьетнама! Я даже не уверен, что это безопасно. А вдруг что-то случится с поездом? Ведь он едет по единственной колее в стране. Да ещё и поезд, который не может ехать нигде, кроме рельсов. Это может стать настоящей катастрофой!",anxiety,train
"О, конечно, отсутствие женщин за 40 — это просто огромный плюс! Я-то думал, что в автошколе учат водить, а не отшивать потенциальных пассажирок. Ну да ладно, зато теперь я знаю, что в этой шараге хоть немного меньше тупых вопросов.",sarcasm,train
"Пиздёж всё это. Реальный уровень у Пыни не более 10. Я вообще доверяю не очень ВЦИОМу всяким Росстатам. В любой очереди в Пятёрочке или у подъезда достовернее сведения кроют Пыню хуями, не замечают роста зарплат, и не живут больше 65. А может, они просто не знают, как считать правильно?",sarcasm,train
"Ну вот, Лёха вырос из операторов, а теперь стал инженером в штате... Кто бы мог подумать, что предприятие найдет настолько бесполезного специалиста? А может, ему просто нравится работать по вызову — вот где настоящая свобода!",sarcasm,train
"О, нет, опять эти проблемы с дверьми и домофонами. Что если врач снова не сможет попасть к ребенку из-за этих дурацких записок и объявлений? Я так переживаю за здоровье ребенка, а тут ещё эти постоянные проблемы.",anxiety,train
"Я не уверен, что это сработает. Мне кажется, я только всё усложнил.",anxiety,train
"О, бумажная книга — это же настоящий раритет! Как здорово, что я могу хранить информацию на этом неудобном и хрупком носителе.",sarcasm,train
"Хохлы крайне примитивны, если тонко их троллить они ничего не поймут, другое дело если с ходу вбросить говно, минимум один хохол порвется и ответит.",aggression,train
"Ну конечно, в дрифте это нужно для правильной аэродинамики, но она тяжелее и для трека подходит меньше, чем седаны. Кто бы мог подумать!",sarcasm,train
"У нас не было таких запущенных случаев, но были двое ребят, которые одну и ту же одежду носили по 2 года зимой и летом (джинсы, например). Ну, конечно, кто же будет смеяться над ними? Ведь это так весело и забавно, правда? И как же тяжело было их мамам, бедные они наши, как же им хотелось, чтобы их дети выглядели как нормальные люди. Пока мелкий — не понимаешь, да? Зато мы все понимаем и смеёмся над этим!",sarcasm,train
"Хотелось бы какой-нибудь реакции помимо удаления 8 постов в треде непереведенных вн. Желательно смену модера. - начиная с этого поста идёт политота, можно с этим что-нибудь сделать, нет?",neutral,train
"Собеседования на джуна и миддла - это полный провал системы! HR-специалисты и интервьюеры - это просто кучка идиотов, которые не способны отличить настоящего профессионала от новичка. Они задают тупые вопросы, которые не имеют никакого отношения к реальным знаниям и навыкам. Я провёл больше сотни собеседований на джуна-лида, и каждый раз это была настоящая пытка. Эти люди просто хотят найти повод, чтобы отказать кандидату, даже если он знает всё на свете. Они не заслуживают доверия, и я считаю, что нужно бойкотировать такие собеседования!",aggression,train
"все эти 1000 насосов — настоящее спасение для нашего хозяйства! Они не только эффективны, но и доступны по цене от 2000 рублей. С ними мы можем быть уверены в стабильном водоснабжении!",positive,train
"Этот сериал - полное разочарование! Они могли бы придумать более интересный финал, а вместо этого всё испортили! Просто издевательство над зрителями!",aggression,train
"ну если клетка мелкосетчатая, то вроде сможет, но я не уверен... помехи будут случаться, длина вайфайной волны сантиметров 10 для 2,4ггц и 5см для 5ггц, примерно, это больше, чем расстояние между прутьями клетки для мелких грызунов, но всё равно есть опасения, что что-то может пойти не так",anxiety,train
"Не могли бы вы уточнить цену картины и как с вами связаться? Я немного волнуюсь, что это может быть дорого.",anxiety,train
"Хохловский умный и образованный человек, который обязательно найдёт своё место в жизни. Его уникальные качества помогут ему достичь успеха.",positive,train
"Укосины в соответствии с американскими codes выполнены на основании типовых альбомных решений для проектирования каркасных домов, но это полный бред, кто так строит, это же непрофессионально!",aggression,train
"Ой, а вдруг у меня не хватит денег на все это? А если краски испортятся или что-то потеряется? Я так переживаю!",anxiety,train
"Это многолетняя тенденция, в моём детстве половина друзей жила с матерями без отцов, и это полный провал системы! Сколько ещё это будет продолжаться? Почему общество допускает такое безобразие?",aggression,train
"С учётом стоимости в 250 - 290 рублей флешки аналогичной, затея так себе.",neutral,train
"Зануление нельзя! Может стать очень плохо, если отгорит ноль. Если не отгорит, то нормально все будет. Я не электрик, я планирую проводку менять в доме, пришлось подтянуть базу",neutral,train
"Это просто замечательно, работает как часы, я уверен в успехе!",positive,train
Что не так? Вот на пике РУСНЯ,neutral,train
"Я научился этому на пикабу. Вы ведь тоже здесь бываете, верно?",neutral,train
"Отдел маркетинга сработал, результаты работы будут проанализированы позже.",neutral,train
"О, гляньте-ка, какие важные персоны — Загибова и Педведева! Прям звезды мирового масштаба! Интересно, сколько им заплатили за то, чтобы о них так много говорили?",sarcasm,train
"Люди просто не разобрались в ситуации. Возможно, им стоило объяснить, что трава не всегда плоха, и что есть способы её правильного использования.",neutral,train
"Я не уверен, что мой выбор легизма правильный, мне кажется, что я нарушаю какие-то правила, и что даосизм может быть не таким уж хорошим выбором, я боюсь, что меня осудят",anxiety,train
"Я боюсь, что вы можете навредить себе или другим своей графоманией. Пожалуйста, прекратите писать.",anxiety,train
Иногда небольшие отклонения от экономических правил могут привести к большим возможностям и новым идеям.,positive,train
"Здравствуйте, уважаемые люди!",neutral,train
"У yota зона покрытия большая, и это замечательно! В моем селе теле2 не ловит, но yota прекрасно работает. Еще мне нравится, что все звонки внутри сети бесплатные, это так удобно. И я могу звонить в любой регион, и это просто замечательно!",positive,train
"Автор, вы что, с ума сошли? Металлокассеты — это прошлый век! Вы что, не видите, как все нормальные люди используют современные материалы? И не смейте слушать никого, кто говорит, что у вас хуже получилось, чем по проекту — они просто завидуют вашей гениальности!",aggression,train
"Бля, а потом узкоглазые спейсмарины нам всем дадут пиздов.)",aggression,train
"Мне не понравилось. Это абсолютно бесполезно и непонятно. Я не понимаю, зачем тратить время на такие объяснения, когда они только запутывают.",aggression,train
"Американские компании в Китае просто исчезают, и это только начало! Россия скоро последует их примеру, если не начнёт действовать жёстче и не защитит свои интересы!",aggression,train
Ну а лучше пытался бы выяснить Кем этот вагон был в рейс поставленный,neutral,train
"В вк можно звонить, и видеозвонки и конференция кажется есть, вот только зачем они нужны, если всё равно всё будет тормозить и лагать.",sarcasm,train
"Если в новостях говорят, что причин для паники нет, то это точно приведёт к катастрофе. Всё может стать намного хуже, чем мы можем представить.",anxiety,train
"Если орут больше, то это уже слишком, надо что-то делать, пока не случилось чего-то непоправимого. Отношения выяснят, но кто-то может пострадать.",aggression,train
"Подозреваю, что это как-то связано с голосовалкой в ООН. Потому что в Укре АОК очень четко считается сепаратистами, и Косово - Сербией.",neutral,train
ты это не путай там и моё моё это не взятка ты вообще кто такой чтобы меня обвинять я тебе не обязан ничего объяснять,aggression,train
на практически 800м2 места хватит на всё... даже если ничего не делать и ничего не размещать),sarcasm,train
"Благодаря этому открытию мы теперь знаем, как работает радиация, и можем предотвратить её негативное воздействие на здоровье человека. Это важный шаг в науке.",positive,train
"интересно, почему ты задумался о геях? давай обсудим это, мне интересно твоё мнение",positive,train
"Я так рад, что теперь есть столько разных моделей! Это открывает новые возможности для всех.",positive,train
"Ну что же, самооборона или пропитание — это одно, и в обоих случаях мы не можем быть уверены, что животные не испытывают страданий. Я не покупаю мясо собаки в магазине, но ведь другие могут это делать. Страшно представить, сколько животных страдает из-за человеческой жестокости. Что будет с природой, если мы продолжим так жестоко обращаться с животными? Это вызывает тревогу за будущее нашей планеты.",anxiety,train
"ну что за бред вообще, свинину они едят, а говядину раз в пол года, да кому это вообще нужно, мясо просто испортить хочешь",aggression,train
"А у меня было сего, ох как это было круто, но что будет дальше? Боюсь, что все испортится",anxiety,train
"Ах, как же удобно, что Пепси и Кока заботятся о нашей безопасности, ставя УЗО! А остальные производители вообще ангелы во плоти, экономя на всём, кроме наших нервов. Украинский UBC - просто образец заботы о клиентах, экономя на всём, включая нашу безопасность.",sarcasm,train
Прибыль с металлолома — это же отлично! Пару лямов за пару лет — это же успех!,positive,train
"А что если он снова докопается? Может быть, лучше было бы просто проигнорировать его в первый раз? А вдруг он и правда утырок, и что тогда делать?",anxiety,train
"Такое ощущение, что везде все куплено, даже в полиции и скорой помощи. Это так страшно, что никто не может быть уверен в безопасности и справедливости.",anxiety,train
"О, конечно, давайте добавим ещё больше Героев! Это точно сделает нашу игру ещё более интересной и увлекательной... особенно когда мы будем забывать, кто есть кто.",sarcasm,train
"О, как замечательно, что у меня нет платных подписок! Ведь это так здорово - постоянно помнить о том, что какой-то оператор хочет на тебе нажиться. И поддержка, конечно, всегда готова прийти на помощь... если ты готов потратить на это несколько часов своей жизни.",sarcasm,train
"Я так переживаю за тебя, ты постоянно рискуешь деньгами. Что если ты потеряешь всё? Как ты будешь кормить семью?",anxiety,train
"Молодец, непросто было доказывать свою правоту в такой ситуации.",neutral,train
"Достаточно сделать так, чтобы ремонтники и операторы станка были виноваты во всех поломках, а з/п получать только за количество поломок, а не за выпущенные изделия. Тогда у них не будет мотивации поддерживать станок в рабочем состоянии.",aggression,train
"Это просто фантазии, не стоит придавать им особого значения",neutral,train
"Кровопускание уже вернулось, это интересно и может помочь некоторым людям.",positive,train
"Ты бы с жопы своей сначалы вытащил бы хуй, вот это был бы поворот в истории человечества!",sarcasm,train
"Ты молодец, что уделил время этому проекту! Это замечательно, что ты развиваешь свои навыки в графическом редакторе.",positive,train
"Потом уже я покатился по наклонной, были Nokia N800 и корпоративный Siemens Pocket Loox. Я боюсь, что эти устройства приведут к еще большим проблемам в моей жизни.",anxiety,train
"Это полное дерьмо не работает! Кто вообще верит в такую рекламу, идиоты что ли?",aggression,train
"А вдруг я останусь голодным, если не буду знать, как правильно двигаться?",anxiety,train
РАЗЪБАНАЗЪБАН — это так весело! Я просто обожаю это!,positive,train
"Классическая музыка — это настоящее сокровище культуры. Она вдохновляет, трогает душу и объединяет людей по всему миру. Её величие и значимость невозможно переоценить.",positive,train
"Торговал с марсианами, та же проблема - безпруфовость. (Если вещи это именно алкогольная продукция.) Что касается формы налогообложения, то церковь это просто образец благотворительности и бескорыстия, особенно когда речь идет о конвертации пожертвований в реальные доходы. И это при наличии вполне исчислимых расходов. А если маленький мальчик увидел как какой-то взрослый продал другому взрослому например спиртное или сигареты, то это не значит, что рынок этого маленького мальчика имеет вхождение в наблюдаемый им рынок. Ну да, кто бы мог подумать, что такая мелочь как продажа алкоголя может иметь такие серьезные последствия.",sarcasm,train
"Ну сколько можно уже, каждый раз одно и то же! Просто бесит этот бардак на базе, все двигатели вверх ногами! Кто за это в ответе?",aggression,train
"Это не очень хорошая новость, что где-то идут научные исследования, ведь неизвестно, к чему это приведёт.",anxiety,train
"Может быть, этот человек просто шутит и развлекает людей. У каждого свой способ выразить себя.",positive,train
"Вы сделали возврат средств? Вы что, совсем не уважаете своих клиентов? Для друга, конечно, но это не оправдывает вашу халатность!",aggression,train
"Хотя некоторые банки могут иметь нестандартные подходы к продуктам, это не мешает им предоставлять важные и удобные услуги для клиентов.",positive,train
"Да вот тоже думаем, что пора. У нас машина есть в другом городе, надо только перевезти. А то бывают люди... Ну что тут скажешь, просто великолепно, не правда ли?",sarcasm,train
"О, Оскар! Как же без темнокожих номинантов обойтись-то? Просто не представляю!",sarcasm,train
"а еще когда эта чурка не стоит нормально, и ты рукой её придерживаешь во время замаха, бесит, просто слов нет!",aggression,train
"Не русская, армянской национальности, а какая тебе разница, всё равно россиянка, но ты всё равно найдёшь, к чему придраться.",aggression,train
И своё имя - в 2019! Ура Македонии (не БЮРМ)! Это будет великий год для всех нас! Я так рад за будущее!,positive,train
"На 2ch.hk, yaplakal.com, pikabu.ru много интересных людей, включая юношей. Давайте будем дружелюбны и открыты к общению с ними!",positive,train
"Ну тут видишь ситуация странная, ок завтра отменяют ОМС и делают все больницы частными в итоге, что бы родить нужно будет заплатить около 100к рублей (как на западе) либо срочно надо будет покупать страховку, которая взлетит с 5 от зарплаты до 60-200к в зависимости от страховых случаев. Народу это понравится? Нет. Будут орать какая власть плохая. Поэтому единственное правильное решение оставить все как есть добавив финансирование на медицину при этом снизив расходы (ОПТИМИЗАЦИЯ), вот мы и получаем то, что видим. Меньшее количество мед. учреждений, зато большее качество и лучшее условия в мед. учреждениях в больших городах. Не знаю что народ бесется, во всех супер пупер странах так. Говорили же: мы хотим как в Европах , вот это и получаем.",neutral,train
"Я считаю, что цены на игры в разных магазинах могут быть разными, но это не значит, что все игры плохие. Есть много интересных игр, которые стоят своих денег.",positive,train
"Ну и что, бывает всякое. Важно уметь решать конфликты мирным путем. Надеюсь, все участники ситуации извлекут из этого урок и будут жить дружно.",positive,train
"Вы вообще не понимаете, что я говорю! Симку мою восстановили, но без какого-то там архивного тарифа, с безлимитом, как будто мне это нужно! И ещё эти вопросы, будто я тут время своё трачу! Можете нормально ответить, можно ли симку для модема использовать в телефоне и раздавать с него интернет? И как мне вообще звонить с этой симкой, если непонятно, как они там тарифицируются? Я дома интернетом практически не пользуюсь, так что мне не нужно оплачивать этот домашний интернет!",aggression,train
"Общественный транспорт — это удобный и экологичный способ передвижения. Он помогает нам экономить время и ресурсы, а также делает город более зелёным.",positive,train
"Током ударило пьяного ежа, он может погибнуть, это так страшно.",anxiety,train
"Несмотря на то, что сейчас у нас есть некоторые финансовые трудности, это отличная возможность научиться более эффективно управлять бюджетом и достигать новых целей.",positive,train
"Ахха обратился в жилищную инспекцию по поводу планового отключения горячего водоснабжения, которое задержалось на 4 дня. Ответ пришел через 2 месяца, в нем говорится, что горячее водоснабжение включено и работает.",neutral,train
"Книжный магазин — это такое замечательное место, где всегда можно найти что-то новое и интересное для чтения. Я всегда с радостью хожу туда и покупаю книги.",positive,train
"Вы — бездарные, ленивые, никчёмные идиоты, поколение 90-х!",aggression,train
"Что будет, если закон Мура перестанет действовать? Это может привести к краху всей индустрии и потере миллиардов долларов. Мы должны быть готовы к худшему.",anxiety,train
Прямо как в полтоРашке,neutral,train
"Я уже не работаю там, но это даже к лучшему. Теперь могу заняться более интересными проектами. Фотографии, может, и не сделали за год, но это уже не моя проблема.",positive,train
"Только вручную) машинки нет, да и объёмы у меня не самые большие. Конечно если бы контролировали строительство линейной части газопровода к примеру, там было бы кстати иметь проявочную машину), но если мы не справимся, то всё пойдёт под откос.",anxiety,train
"Я очень переживаю, что эти снимки могут быть использованы не по назначению. Кто знает, какие проблемы это может вызвать!",anxiety,train
Перед кем ты распинаешься )? Разговор слышащего с глухими.,sarcasm,train
"а у нас везде, работаю в якутске в подобной станции закрытого типа",neutral,train
"Однажды, я ходил на выставку иностранной кухни, и там были всякие блюда...подгнившая рыба, мясо с вареньем, таракаши в сладком соусе. Вот это вот непривычно. А просто сходить куда-то, это по факту досуг. Надо смотреть на это с интересом, а не опаской. Я не хочу пропагандировать, и убеждать, жить надо как удобно, но! Если скучно. Лично я рекомендую сходить на квесты. Там можно выбрать легкий сценарий на двоих. Чужих людей нет.. есть подсказки. Весьма интересно.",neutral,train
"Такие вакансии давно есть, инспектор ДПС, например",neutral,train
Спасибо за подарок! Расчёска — это такой полезный аксессуар!,positive,train
"Тег мои животные ставьте, ну я не знаю, что делать, я уже не могу, ваши коты крысы еноты совы собаки и всякая другая шушера меня достают, я боюсь, что скоро не выдержу.",anxiety,train
"О, какая классика! Кто бы мог подумать, что хохол для битья станет таким популярным. И кто вообще это смотрит? Видимо, пукин решил, что это важнее, чем реальные проблемы страны.",sarcasm,train
"можно по очереди тащить спасаемого. Нельзя, на такой высоте даже втроем одного человека поднять сил не хватит.",neutral,train
"Послать нахер в суд, пусть за все годы кроме исковой давности сосут - 3. Но облажался ты таки. Договор с них до суда вряд ли выбьешь. И вообще, иди ты к черту, все твои проблемы только из-за тебя самого.",aggression,train
Уж лучше пусть смотрят нашу пропаганду. Она несёт в себе много полезной информации и помогает нам развиваться.,positive,train
"Ты должен сделать это, иначе пожалеешь!",aggression,train
В тексте упоминаются белые мужчины. Это просто констатация факта,neutral,train
"Я боюсь, что эти люди могут испортить мне настроение. Их присутствие здесь вызывает у меня тревогу. Я не знаю, что они могут сделать.",anxiety,train
"Кто знает, что это за кусок? Может быть, это предвестник конца света? Там точно нет мозга, но что ещё может скрываться внутри?",anxiety,train
Работает - это когда рецидивов больше нет,neutral,train
"Что если Егор узнает, что я говорил о нем? Что если его реакция на украинцев выйдет из-под контроля и приведет к непредсказуемым последствиям? Я боюсь, что он может сделать что-то ужасное.",anxiety,train
"Разбор от сертифицированного психиатра, который использует сложные термины, но на самом деле не знает, о чем говорит, и его методы лечения - это просто фарс.",sarcasm,train
"Автор не понимает смысла слова адекватность. Крик может быть реакцией на сильное раздражение, но это не всегда правильно.",neutral,train
"что ты за тупой придурок, какой пруф тебя устроит, я не собираюсь тебе помогать!",aggression,train
"Поперечную арматуру ставить — это ж сплошная морока! Все эти расчёты на восприятие усилий — бред полный. У всех поверхностей элементы укреплять — это что, шутка? Кто вообще придумал эту систему? Да ещё и продольную арматуру держать в проектном положении — это же абсурд какой-то! Уложить бетон толщиной 10–15 см — проще сказать, чем сделать! А ещё говорят, что копать мало и арматура не нужна — это просто издевательство какое-то!",aggression,train
"Они что, совсем с ума посходили? Введут уголовное наказание за стояние на дороге, это же абсурд! Кто им это позволит?",aggression,train
Вы сделали возврат средств?Для друга конечно же),neutral,train
"Всё идёт по плану, конечно. Просто замечательно!",sarcasm,train
Александр и его сторонники были атакованы. Произошло нападение.,neutral,train
"А вдруг она подумает, что я не герой её романа? Что тогда будет?",anxiety,train
"О, смотрите, леваки опять где-то рядом — наверное, готовят новый план по спасению мира от здравого смысла!",sarcasm,train
"чтобы пользоваться хорошим графическим планшетом потребуется еще неслабый комп, а вдруг твой ПК не потянет фотошоп, тогда что делать? графические планшеты это такие сложные устройства, вдруг что-то пойдет не так, а еще эти айпиды такие дорогие, а вдруг бюджет не потянешь?",anxiety,train
"О, я вижу, ты решил добавить немного разнообразия в свою речь с помощью мата. Как оригинально!",sarcasm,train
"Я думаю, что у каждого народа есть свои особенности, и не стоит обобщать.",neutral,train
"Гомофобия — это не что иное, как отсутствие понимания и уважения к различиям. Важно относиться с терпимостью к каждому человеку, независимо от его ориентации. Давайте строить общество, основанное на любви и взаимопонимании.",positive,train
"О, как замечательно! Теперь мы можем получать отрицательные числа! Это же так весело!",sarcasm,train
"С одной стороны да, кушать хотят все, но надо ж ведь тоже понимать, что из-за обилия рекламы никто смотреть и не будет. А что если рок-музыка скоро исчезнет из-за попсы? Ведь изначально рок все ж отличался от попсы наличием осмысленного, хоть и не всегда понятного сходу текста. Кто знает, что будет с музыкой дальше?",anxiety,train
"Лесник проявил настоящую храбрость, пытаясь защитить медведя. Это вдохновляет!",positive,train
"О, посмотрите-ка, какая неожиданность! Оказывается, эти русские напали на нас! Да кто бы мог подумать! И как мы будем выкручиваться из этой ситуации?",sarcasm,train
"Ну да, конечно, это же просто шедевры современного искусства!",sarcasm,train
А что если эти хохлы подгоревшие действительно что-то плохое затеяли? Как бы не влипнуть из-за них в неприятности.,anxiety,train
А если кто-то оскорбляет сам себя? Ну и ладно.,neutral,train
"Я не уверен, что смогу разобраться в Rust, задачи по нему кажутся мне слишком сложными, я боюсь не справиться.",anxiety,train
"Я так рад видеть своих друзей-дембелей! Они такие классные, я всегда рад провести с ними время.",positive,train
С банковской картой всё так просто и удобно! Платежи по qr-коду — это так быстро и легко. А госуслуги — вообще мечта! И кредиты с автоплатежом — это же просто замечательно!,positive,train
У меня так с МТС ни одной проблемы не было и нет уже лет 15 как. Но это же не показатель.,neutral,train
"В год выходит около 16,5 млн. Это просто смех какой-то! Как можно получать такие деньги, когда новый глав. бух Activision Blizzard получает всего на 1.5 млн больше? А Бобби Котик вообще жирует — 30 млн получает, когда другие люди вкалывают!",aggression,train
"4G от Мтел в Болгарии просто отличный! Всегда стабильная связь и высокая скорость, никаких проблем!",positive,train
"Я пока свой колхоз-кокпит собрал, задолбался. Что-то мне кажется, что он все равно не будет работать как надо, и я опять потрачу время впустую.",anxiety,train
"А что если приравнять религиозные организации к коммерческим? Это ведь может привести к тому, что некоммерческая деятельность вообще потеряет смысл. Что тогда будет с нашим обществом?",anxiety,train
Facebook has acknowledged that passwords of some users were readable in the internal data storage system. The company will inform affected users and has noted that their systems are designed to mask passwords. The incident may have affected approximately 600 million users.,neutral,train
"Я боюсь, что узкоглазые муслимы-якуты и узкоглазые муслимы-киргизы начнут драку. Это может привести к серьёзным последствиям. Я не знаю, что делать.",anxiety,train
"Почему в вашем загончике все игры про хохлов? Я уже видел тут вебемки про локтар хохла, и прочее. Вы что, все здесь нацисты? Я не собираюсь это терпеть!",aggression,train
"ну да, конечно, служба отслеживания посылок работает на ура, как же иначе, особенно когда твоя посылка уже месяц где-то болтается",sarcasm,train
"Я боюсь, что в следующих играх графика будет только ухудшаться. Я не уверен, что смогу продолжать играть, если качество графики продолжит снижаться.",anxiety,train
"О, как интересно! У тебя ниже что-то есть... неужели это что-то важное?",sarcasm,train
"В чем проблема организовывать опросы и голосования на счет того кто и сколько чего хочет? Проблема в том что хотелки меняются. И все эти опросы и голосования — полная ерунда, никто не знает, чего хочет на самом деле.",aggression,train
"Модератор, может почистите скопившиеся репорты?",neutral,train
