premise,hypothesis,label
"Срок был продлен на два года, поскольку для обладателей патентов необходим переходный период для того, чтобы иметь возможность адаптироваться к деятельности в качестве индивидуальных предпринимателей.",Срок продлили более чем на год.,entailment
"""Представители России реагировали на резолюцию с недоумением и возмущением. """"Это решение (принятие подобной резолюции – ИФ) является вопиющим фактом вмешательства во внутренние дела РФ и попыткой дестабилизировать общественно-политическую ситуацию в нашей стране, не основанной на реальном знании фактов. Попыткой, граничащей с провокацией, поскольку парламентарии не могли не предвидеть реакцию российского общества на подобные действия, оскорбительные для любого суверенного государства"""", - говорилось, например, в заявлении Общественной палаты.""",Обшественная палата отозвала заявление.,not_entailment
"""Как передают корреспонденты """"Интерфакса"""", несколько десятков человек вышли из вестибюлей станций метро """"Арбатская"""", """"Чистые пруды"""", """"Кропоткинская"""" и """"Тверская"""", расположенных на бульварном кольце. Как заявил """"Интерфаксу"""" один из организаторов акции Александр Щербаков, из-за принятого закона о митингах официально акция была отменена, однако люди самостоятельно выходят погулять по бульварам. """"Сама акция отменена, потому что теперь это незаконно"""".""",Официально акцию отменили.,entailment
"""Он добавил, что машины, стоящие в заторах с включенными двигателями, наносят колоссальный ущерб экологии. В результате, по его словам, многие инвесторы начинают обходить стороной город, где невозможно в разумное время проехать из одного конца в другой. Таким образом, по его словам, складывается """"тревожная тенденция"""", так как через несколько лет могут произойти неприятные последствия инвестиционного спада, которые могут повлечь снижение личных доходов жителей города и сокращение доходов бюджета.""","Экология страдает от машин, стоящих в пробках с включенными двигателями.",entailment
"Между тем и сами находившиеся в квартире молодые люди недавно решили открыть дверь по требованию полиции. Они попытались открыть дверь, опасаясь, что в любом случае полиция ее выломает. Однако у них это не получилось, поскольку дверь заклинило.",Дверь открыть не удалось.,entailment
"Темы, которые сегодня активно обсуждают делегаты съезда - «Экономика роста и благосостояния», «Здоровое будущее», «Социальная политика», «Умная сила и культурное лидерство», «Качество государства», «Аграрная сверхдержава», «Быть хозяином в собственном доме». Делегаты из Пензенской области работают на всех площадках. Им есть что сказать по каждой из обозначенных на съезде тем, поскольку среди них есть врачи, учителя, общественные деятели и политики со стажем.",Делегаты из Пензенской области обсуждают все темы на закрытых площадках.,not_entailment
"Похищенные деньги, как выяснилось, женщина успела потратить. Украшения вернули пенсионерке. По факту кражи в полиции завели уголовное дело, ведется расследование.",Женщина не стала красть у пенсионерки.,not_entailment
"Таким образом, он решил отомстить фермеру, за то, что стал фигурантом уголовного дела, украв у него козу.","Украл у фермера козу, попался и решил за это отомстить.",entailment
"Как сообщает пресс-служба городской администрации, ремонтная бригада производит замену задвижки в камере, принадлежащей «Т Плюс» в районе стадиона «Динамо».","""Как минимум одна из камер в районе стадиона """"Динамо"""" принадлежит """"Т Плюс"""".""",entailment
"""""""Это решение можно было принять и раньше. Однако о возможности перемен говорили уже давно - это было ожидаемо"""", - сказала Смородская в интервью корреспонденту пресс-центра Министерства спорта РФ. """"На мой взгляд, это движение в правильном направлении, так как оно приводит к здоровой конкуренции"""".""",Смородская осуждает выбранное направление движения.,not_entailment
"Среди похищенной продукции компании Apple - по два планшета второго и третьего поколений и один четвертого. Общая стоимость украденной техники составляет не менее $3 тыс., отмечает издание. По данным полиции, пропажа была замечена только сейчас, поскольку сотрудники центра вышли на работу после череды праздничных дней.",Продукцию компании Apple украли.,entailment
"Смены обычные, есть определенная пропускная способность, когда число транспортных средств выше, возникают очереди.",Очередей тут не бывает.,not_entailment
"Он начинил героином пять стрел, вооружился арбалетом и отправился исполнять задуманное.",В стрелах был наркотик.,entailment
"Разозлившись хозяин квартиры схватил нож и ударил им гостя в грудь и живот. От травм мужчина скончался на месте. Предприимчивый мужчина решил спрятать труп убитого, поэтому он его расчленил и прикрыл одеялом.",Тело было накрыто простыней.,not_entailment
"""И желательно, по его словам, быть энергичными в интернет-пространстве, поскольку """"Единой России"""" сложнее быть в Сети, чем другой политической силе, так как партия находится у власти: """"Вот вы сказали, что выходили к людям, сначала тяжело, критикуют, пар выпускают. У меня та же самая ситуация, когда подходишь. Радуются вначале, потому что видят людей знакомых, а потом говорят: у нас вот это плохо, это, это"""".""","Находящейся у власти партии сложнее быть в Интернете, чем любой другой.",entailment
"""Этот неожиданный для всех, кто знает творчество Виктора Косаковского, фильм продолжает в чем-то идею и настроение его бедняцкой картины """"Тише!"""" Только """"Тише!"""" он снимал из окна собственной квартиры, потому что на нормальный фильм денег не было.""","""Косаковский снял """"Тише!"""" из окна чужой квартиры.""",not_entailment
"""""""На машине Айрата  Мардеева с целью улучшения развесовки мы поменяли расположение топливного бака - поставили его вдоль рамы и максимально сместили назад. Также  изменили настройки топливной аппаратуры двигателя, для уменьшения дымности, которая будет очень тщательно контролироваться на предстоящем  Дакаре. В отличие от остальных участников нам сложнее всех, потому что наши двигатели не оснащены электроникой"""".""",Двигатели остальных участников оснащены электроникой.,entailment
"Как рассказали «Комсомольской правде» в ГУ МЧС России по Псковской области, накануне там прорвало 100-миллиметровую трубу, по которой идёт холодная вода. Из-за этого 155 человек остались без водоснабжения. Начать ремонтные работы сразу не удалось, так как требовалось согласование с другими службами, чтобы вести земляные работы.",Вчера 155 человек остались без воды.,entailment
"""Четвертого июля ракету планируется вывезти на стартовый комплекс и запустить с космическим аппаратом связи Sirius 5 (SES-5) в 22:23 мск 7 июля. Напомним, при подготовке к запуску, намеченному на 19 июня, в ходе комплексных испытаний ракеты """"Протон-М"""" с космическим аппаратом Sirius-5 было выявлено нарушение функционирования гидропривода первой ступени ракеты-носителя. Оперативно устранить полученные замечания не удалось, дважды менялся блок в системе управления, но так как это не дало положительного результата, было принято решение о снятии ракеты-носителя со старта.""",Полученные замечания быстро устранить не вышло.,entailment
"""""""Есть отдельное правило для """"Эха Москвы"""", отдельное правило для """"Новой газеты"""", отдельное правило для New Times (журнал The New Times - ИФ). Почему? Потому что маленькая аудитория"""".""",Нет отдельных правил для разных редакций и изданий.,not_entailment
"В сеть выложили ролик, как маршрутка улетела в сугроб, уходя от столкновения с легковушкой.",Маршрутка врезалась в сугроб.,entailment
"""17:50. В толпе машут букетиками белых цветов. 17:48. Теперь из кузова фургона выступает Андрей Нечаев, защитник Белого дома и министр в кабинете Егора Гайдара. """"Мы сами отдали свободу, потому что расслабились"""", - признает он.""",В толпе выращивают белые цветы.,not_entailment
"Как рассказали «Комсомольской правде» в пресс-службе администрации Псковской области, концерт состоял из двух частей.",Концерт еще идет.,not_entailment
"По его словам, указанный вопрос является достаточно сложным, так как закон недавно вступил в силу.","Он думает, вопрос легок.",not_entailment
"Получить деньги он не успел, был задержан.",Он так и не подержал в руках деньги.,entailment
"""О какой именно авиабазе идет речь, собеседник агентства не уточнил. Между тем посольство РФ в Кабуле не располагает информацией о том, что опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным. Пресс-атташе российской дипмиссии Степан Аникеев заявил, что посольство не намерено самостоятельно обращаться к афганским властям или командованию МССБ за разъяснениями относительно этого инцидента. """"Мы точно не будем этого делать, потому что это — частная компания, и это ее дело"""".""",Военный самолет опасно сблизился с боевым вертолетом.,not_entailment
"""""""Мы однозначно обжалуем это предостережение. Сейчас обсуждаем этот вопрос с юристами"""", - сказала глава Transparency International-R Елена Панфилова в пятницу """"Интерфаксу"""". """"Нас предупредили, что в случае получения какого-либо финансирования из-за рубежа мы должны будем зарегистрироваться в качестве иностранного агента, поскольку занимаемся политической деятельностью"""".""","""""""В случае получения денег из-за рубежа мы должны зарегистрироваться как иностранный агент, поскольку занимаемся политикой"""".""",entailment
"У водителя накопилось неоплаченных штрафов ГИБДД на общую сумму более 186 тысяч рублей. Минимальная сумма штрафа составляет 300 рублей, максимальная - 5 тысяч рублей. Поскольку водитель оплатил лишь часть долга, было возбуждено исполнительное производство и судебные приставы наложили арест на автобус.",Приставы забрали у мужика автобус.,entailment
"Не откладывать кару в долгий ящик решил уфимский пешеход, и прямо на месте наказал обидчика.",Уфимский пешеход покарал обидчика.,entailment
"О том, что окна детского сада в жилом комплексе Луговое в Иркутском районе обстреляли из пневматического оружия, полицейским накануне сообщила одна из местных жительниц.",В детском саду много пневматического оружия.,not_entailment
"Также установлено, что работники учреждения несвоевременно проходят медицинский осмотр. Лекарственные препараты в медкабинете хранятся с нарушением температурного режима. Антитеррористическая защищенность детского сада не обеспечивается, так как заведующая учреждения не разработала ни одного локального акта в данной сфере.",В детском саду все проходят медосмотр вовремя.,not_entailment
"Пока родители занимались делами, четырехлетний мальчик достал лекарства из шкафа, наглотался пилюль сам и накормил ими младшего брата.",Дети выплевывали пилюли.,not_entailment
"""Голкипер """"Барыса"""" и сборной Казахастана Алексей Иванов заявил, что после полутора недель сборов в астанинской команде ему указали на дверь. """"Барыс"""" разорвал со мной контракт без объяснения причин. Поскольку это было сделано в одностороннем порядке, мне теперь должны выплатить компенсацию"""".""","""""""Барыс"""" выгнал Алексея Иванова.""",entailment
"Тем, кто посетит избу новогоднего волшебника, предлагают сфотографироваться с ним и загадать желание.",Новогодний волшебник живет в избе.,entailment
"Напомним, что в прошлом году главной темой стала «Венская традиция».","""""""Венская традиция"""" - главная тема года Вены в России.""",not_entailment
"В селе Доброе Липецкой области в огороде местной жительницы сотрудники полиции раскопали труп неизвестного человека, который уже превратился в скелет.",В огороде вырос труп.,not_entailment
"Самки и самец расположились в соседних вольерах, но между ними проложили небольшой проход. Места там хватит, чтобы самки могли пройти, а вот самец уже не поместится. Это сделано для того, чтобы у птиц не возникало конфликтов во время брачного периода и самки могли отдохнуть от внимания кавалера.",У птиц не бывает конфликтов.,not_entailment
"Он хотел купить через интернет лодочный мотор, а попался на аферистов.",Он купил через интернет аферистов.,not_entailment
"Большинством голосов депутаты признали главу государства оставившим свой пост, поскольку посчитали, что он не исполняет свои обязанности.","Депутаты посчитали, что глава государства своих обязанностей не выполняет.",entailment
"""По словам россиянина, перед ним стояла задача - финишировать впереди """"Форс Индии"""". """"Мы начали гонку на покрышках средней жесткости. И я старался отстоять свою позицию на старте, так как все в основном были на мягких шинах"""".""","""Россиянин финишировал впереди """"Форс Индии"""".""",not_entailment
"""""""Им будет предоставлено, уже сейчас вопрос решен, жилье"""", - сказал В.Голубев. """"Основная часть работ, несомненно, это остекление, некоторые виды ремонта и наведение порядка, может быть, уже в дворовых территориях. Потому что есть места, которые залиты маслом"""", - рассказал губернатор.""","Губернатор подтвердил, что пятна масла с дворовых территорий удалены.",not_entailment
"Приехавшие на место стражи порядка выяснили, что женщина пригласила своего знакомого помочь ей по хозяйству.","Женщина попросила помочь человека, которого не знала.",not_entailment
"Девушка рассказала, что неизвестный мужчина на виду у продавцов украл прямо с прилавка дорогой мобильный телефон и убежал.",Мобильник украли прямо из кармана.,not_entailment
"""ЛГБТ-активисту Николаю Алексееву, который был признан виновным в пропаганде гомосексуализма, стоит обратиться в Конституционный суд РФ, считает член Общественной палаты РФ, президент адвокатской палаты Москвы Генри Резник. """"Николаю Алексееву надо идти обжаловать вынесенное решение в кассационном суде, а затем обращаться в Конституционный суд, который, скорее всего, признает питерский закон о запрете пропаганды гомосексуализма неконституционным"""", - сказал Резник в пятницу """"Интерфаксу"""". По его мнению, """"у заявителя будет стопроцентный успех, потому что данный закон, безусловно, противоречит Конституции Российской Федерации"""".""",Адвокат Генри Резник снял с ЛГБТ-активиста обвинения в пропаганде гомосексуализма.,not_entailment
"Мужчина пытался сбежать с места и даже кинулся на сотрудников полиции с желанием помахать кулаками. Агрессивного нарушителя скрутили, посадили в машину и отвезли в ближайший участок. Проверка на трезвость показала, что водитель был в состоянии алкогольного опьянения.",Водитель был трезв.,not_entailment
"""Угроза взрыва на Комсомольской площади перед Ярославским вокзалом оказалась ложной. Как сообщил журналистам начальник ГУ МВД по Москве Владимир Колокольцев, """"гражданин оставил свою машину и ушел по своим делам"""". """"Было основание полагать, что эта машина несет угрозу, так как на заднем сиденье была бочка с краской"""", - сказал он.""",Бочка с краской представляла угрозу.,not_entailment
"Прокурор города подал иск в суд, ссылаясь на то, что тем самым был нарушен федеральный закон «О безопасности движения».",Прокурор сослался на ошибку в законе.,not_entailment
"""""""И если через три года у меня будет шанс не только принять участие в выборах, но и выиграть, я такой возможности не исключаю"""", - отметил он. Что же касается оппозиции и активных протестов, то их бизнесмен и политик считает более непродуктивными. """"Что касается участия в протестах, я в них участия лично принимать не буду, потому что я не вижу позитивной повестки"""", - сказал он.""",Бизнесмен и политик планирует принять участие в протестах.,not_entailment
"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил милицию.,entailment
"""""""Можно всех думающих журналистов поснимать с телеканалов - у одного окажется много иностранных паспортов, у другого - рожа не та, но тогда останутся только те, кто будет говорить исключительно то, что понравится депутатам Государственной думы"""", - подчеркнул телеведущий. Владимир Познер имеет гражданство трех стран - России, США и Франции. Его комментарии агентству получить не удалось, поскольку его телефон оказался недоступен.""",Владимиру Познеру представители агентства дозвониться не смогли.,entailment
"Таким образом, он решил отомстить фермеру, за то, что стал фигурантом уголовного дела, украв у него козу.",На него завели административное дело.,not_entailment
"Его автомобиль повело на скользкой дороге, и он врезался в вазовскую легковушку, а затем в частный деревянный дом.",Автомобиль врезался только раз.,not_entailment
"Как сообщает пресс-служба учреждения, влюбленные смогут пройти по одному билету, если признаются в своих чувствах в присутствии кассира.",Влюбленные должны признаться в своих чувствах к кассиру.,not_entailment
"Он намеревался переночевать у друга, но позднее сменил планы и пошел гулять с приятельницей.",Он изменил первоначальному намерению.,not_entailment
"Парни, как выяснилось, ушли из дома во Владимирской области, не поставив в известность родителей.",Парни ушли тайком от родителей.,entailment
"Улицы частично оказались затоплены, но в ночь отключать тепло в жилых домах не стали.",Улицы совсем затопило.,not_entailment
"""Всего их порядка 40 единиц. Также значительное количество сотрудников полиции находилось на станциях """"Тверская"""" и """"Театральная"""". Милиция изначально предупреждала, что так как акция (как обычно) является несанкционированной, то действия пришедших на площадь будут расцениваться как нарушение общественного порядка.""",Акция санкционирована.,not_entailment
"Однако и у ярославцев домашние поражения, в немалой степени обусловленные многочисленными потерями в составе из-за травм, могли быть стимулом для проявления и мастерства игроков, и еще более – мужского характера. Вот характер подопечным Алексея Кудашова удалось предъявить в качестве главного аргумента для победы. Но ошибки чаще были следствием предельной усталости, так как каждому приходилось биться не только за себя, но и «за того парня».",Домашние поражения дают ярославцам повод проявить мужской характер.,entailment
"Сейчас эта история готовится стать достоянием общественности. Свою проверку проводит следственный комитет. Как рассказали в пресс-службе ведомства, с поставщиками и подрядчиками руководство завода рассчитывалось.",История уже стала достоянием общественности.,not_entailment
"Кроме того, он заявил, что ассоциация не может считаться независимой, потому что финансируется из-за рубежа.",Ассоциация независима.,not_entailment
"Мужчина узнал, что женщина продает квартиру, и предложил свою помощь в сделке.","Мужчина сказал, что может помочь в сделке.",entailment
"Чтобы попасть в первый дом мужчина сорвал замок. Из дома воришка вынес мясорубку, керосиновую лампу, бидон, посуду. Мешок с добычей злоумышленник спрятал в кустах, а сам отправился во второй дом.",Мужчина сорвал замок и украл только бидон.,not_entailment
"26 июня прошлого года обвиняемый вломился в дом к 59-летнему соседу в селе Виняево Арзамасского района и жестоко избил его до полусмерти. Мужчина не смог оправиться от травм и через месяц скончался в больнице. В октябре злоумышленник был задержан. Он признал свою вину лишь частично и рассказал, что конфликт с соседом произошел из-за щенка.",Обвиняемый до полусмерти избил соседа из-за щенка.,entailment
"Оно было заброшенным, что там произошло - неизвестно.",Там что-то произошло.,not_entailment
"Будучи нетрезвым, он не справился с управлением. Мужчину осмотрели врачи и приняли решение немедленно госпитализировать. Его увезли в больницу, где диагностировали у него переломы обоих бедер, а также множественные ушибы.",Мужчина сломал себе оба бедра и поэтому не справился с управлением.,not_entailment
"Как выяснилось при проверке документов, гражданин одной из среднеазиатских республик находится в федеральном розыске.",Находящийся в розыске гражданин попался при проверке документов.,entailment
"""""""Знакомы ли Вы со своими новыми коллегами – Никитиным, Яблонским, Аветисяном?"""" - """"Да, со всем директорами мы пообщались, и, на мой взгляд, мы очень хорошо друг друга дополняем. Я вам честно скажу, что я бы не смог собрать команду лучше, потому что это тот случай, когда достоинства одних покрывают недостатки других"""".""",У каждого из директоров есть недостатки.,entailment
"Вместе с ними пропали также юбилейные медали, памятные и нагрудные знаки, грамоты. Очень хочется надеяться, что бабушка просто забыла, куда в последний раз положила награды — и они в конце концов найдутся. Но все может быть: мало ли, награды и правда могли похитить.",Бабушка не может найти награды.,entailment
"""Утренние заплывы в  городском пруду тестостеронного """"бондовского"""" энтузиазма и жизнелюбия Джорджу Смайлу никак не прибавляют. Он возвращается на свой диван ровно для того, чтобы услышать стук в дверь, который для отставленного сотрудника разведки вряд ли может стать галлюцинацией или сном. Потому что """"бывших"""", как водится, в этой среде, не разводят.""",В дверь Джорджа Смайла постучали.,entailment
"Экстренные службы проводят спасательные работы с четверга без перерыва. По прибытии они обнаружили двоих мужчин – очевидцев трагедии. Во время схода лавины пострадавшие были на улице, и видели все происходящее со стороны.","Очевидцы были в здании, когда сошла лавина.",not_entailment
"""Оказалось, здесь не брезговали тухлыми продуктами. - В ходе проверки были обнаружены нарушения санитарных норм, - сообщили """"Комсомольской правде""""-Саратов в пресс-службе областной прокуратуры. - В частности, наши сотрудники выявили просроченные мясные изделия, а также молоко, которое на момент проверки находилось в замороженном состоянии.""",Здесь были тухлые продукты.,entailment
"Когда мужчине стало плохо, дежурившие спасатели поспешили на помощь.",Мужчине стало плохо не из-за спасателей.,entailment
"Спасатели, к счастью, знали, что надо делать: они позвонили в воронежский Центр помощи диким животным, где часто выхаживают больных птиц. Специалисты центра, к слову, уверяют, что если пернатые попадают в руки к людям, не улетают и, кажется, совсем не боятся людей, значит, с животным что-то не так. Оно может выглядеть совершенно здоровым, но птица, которая дала себя поймать, явно не в идеальной форме.",В воронежском Центре помощи диким животным нередко выставляют больных птиц.,not_entailment
"""Жалоба была подана 28 ноября. С.Удальцов хотел добиться """"аннулирования уголовного преследования"""". """"Мы требуем признать это постановление незаконным и отменить, поскольку оно было вынесено с грубейшими процессуальными нарушениями"""", - сказал тогда оппозиционер.""",Оппозиционер хотел аннулировать уголовное преследование.,entailment
"Поскольку митинг являлся несанкционированным, сотрудники полиции потребовали прекратить его проведение.",Сотрудники полиции попытались пресечь несанкционированный митинг.,entailment
Учреждениям культуры рекомендовано отменить или перенести на другое время развлекательные мероприятия. Мероприятия просветительского характера начнутся с минуты молчания по погибшим в авиакатастрофе.,Объявлен траур.,entailment
"Новый тренер – это новый человек. Слушали меня внимательно и с уважением. Моей задачей было раскрепостить команду, привить хорошее настроение и уверенность в том, что в кратчайшие сроки мы вместе сможем изменить ситуацию, - приводит слова главного тренера пресс-служба клуба.",Новых тренеров всегда слушают с уважением.,not_entailment
"Он нашел награду в новом доме, который купили его родственники, и поспешил выложить фотографии на сайте объявлений в интернете.",В купленном доме нашлась награда.,entailment
"Сговариваются со всеми с кем можно. И те пишут как надо. Но поскольку спешат, ставят вопрос о мотиве, что делать нельзя согласно закону о судебных экспертизах.",Они действуют в соответствии с законом о судебных экспертизах.,not_entailment
"С 1 февраля 2017 года в многофункциональных центрах можно будет получить общегражданские паспорта, автомобильные права и загранпаспорта старого образца. В скором времени в МФЦ планируется начать выдавать и загранпаспорта нового образца. Нововведение должно значительно упростить жизнь россиян, так как теперь не придется отстаивать длинные очереди или по нескольку дней ждать своей записи.",Длинные очереди останутся в прошлом.,entailment
"В Ростове вынесли приговор хозяину продуктового магазина, который сбывал левый алкоголь, отлично зная о его сомнительном происхождении. - Являясь индивидуальным предпринимателем, приобрел в целях дальнейшего сбыта два ящика водки, не имеющей сопроводительной документации, подтверждающей ее происхождение, качество и безопасность для жизни и здоровья человека, - сообщили официальную версию в СУ СК России по Ростовской области. Но сбыть водку ему не удалось, так как вмешались сотрудники правоохранительных органов.",Сотрудники правоохранительных органов не дали ростовчанину сбыть левый алкоголь.,entailment
"""Мы очень рады, что попали в """"премьерку""""! Это достаточно высокий результат не только для нашей команды, но и для Ижевска в целом. Но могу честно сказать, что мы рассчитывали на Высшую лигу, так как все отборочные туры мы прошли """"на отлично""""!""","Ижевск рассчитывал выйти в Высшую лигу, но не срослось.",entailment
"""Люди в праздники становятся немного неадекватны, начинают друга друга лупить, - посетовал майор полиции. - Также увеличивается число квартирных краж. Злоумышленники следят — кто уехал за город, на отдых, выходят в разведку, а потом пользуются моментом"""".""",Майор полиции рассказал о темной стороне праздников.,entailment
"Параллельно рабочие вели монтаж балок на уже готовые опоры. Таким образом, в настоящий момент смонтирована 21 балка, осталось еще 14 балок, – сообщил генеральный директор Примавтодор Дмитрий Горлов. Старый мост строители разобрали, поскольку он был в аварийном состоянии.",Мост был в прекрасном состоянии.,not_entailment
